ISO3,name,ucode,pop_exposed
ATA,Antarctica,ATA_V1,0.0
GRL,Greenland,GRL_V1,0.0
AFG,Afghanistan,AFG_V1,1556166.9607644735
AGO,Angola,AGO_V1,282882.37666372
ARG,Argentina,ARG_V1,504160.3606847672
AUS,Australia,AUS_V1,208406.51969235105
BOL,Bolivia (Plurinational State of),BOL_V1,285751.8715684885
BRA,Brazil,BRA_V1,2503537.4867805
BWA,Botswana,BWA_V1,40223.43636142503
CAF,Central African Republic,CAF_V1,1688072.735761374
CAN,Canada,CAN_V1,11384.213816111946
CHL,Chile,CHL_V1,3685.986745933362
CHN,China,CHN_V1,4.522943581536004E7
CIV,Côte d'Ivoire,CIV_V1,494531.2074352418
CMR,Cameroon,CMR_V1,877430.4171381752
COD,Democratic Republic of the Congo,COD_V1,7217778.627555385
COG,Congo,COG_V1,88844.157025285
COL,Colombia,COL_V1,458960.62053781154
DEU,Germany,DEU_V1,3269.936800383116
DZA,Algeria,DZA_V1,2735617.0113540813
EGY,Egypt,EGY_V1,1.4025253244892985E7
ESP,Spain,ESP_V1,1843392.0164232454
ETH,Ethiopia,ETH_V1,957583.5664839857
FIN,Finland,FIN_V1,2.9044996473550175
FRA,France,FRA_V1,31192.15797421199
IDN,Indonesia,IDN_V1,653991.3776218538
IND,India,IND_V1,6.3478657679707736E7
IRN,Iran (Islamic Republic of),IRN_V1,2623387.234394704
IRQ,Iraq,IRQ_V1,7075841.393729145
ITA,Italy,ITA_V1,51109.09865580273
JPN,Japan,JPN_V1,2196474.010473789
KAZ,Kazakhstan,KAZ_V1,325297.45425951405
KEN,Kenya,KEN_V1,397871.24196387286
LBY,Libya,LBY_V1,441897.5503316565
MAR,Morocco,MAR_V1,6371237.561016798
MDG,Madagascar,MDG_V1,1370032.7413253544
MEX,Mexico,MEX_V1,3420810.623753637
MLI,Mali,MLI_V1,2226106.7759171687
MMR,Myanmar,MMR_V1,8904185.98362179
MNG,Mongolia,MNG_V1,1558.8075273367895
MOZ,Mozambique,MOZ_V1,4362037.095785633
MRT,Mauritania,MRT_V1,262909.40444682806
MYS,Malaysia,MYS_V1,104390.95186437576
NAM,Namibia,NAM_V1,62757.749483124775
NER,Niger,NER_V1,1702052.0672569752
NGA,Nigeria,NGA_V1,1.1323120857251659E7
NOR,Norway,NOR_V1,11.416505943921706
OMN,Oman,OMN_V1,388038.35680646007
PAK,Pakistan,PAK_V1,3.367068700883758E7
PER,Peru,PER_V1,144455.57250346648
PNG,Papua New Guinea,PNG_V1,30617.759621367266
POL,Poland,POL_V1,5682.808182440896
PRY,Paraguay,PRY_V1,176381.96910359105
RUS,Russian Federation,RUS_V1,99042.94067425294
SAU,Saudi Arabia,SAU_V1,719929.1414803759
SDN,Sudan,SDN_V1,8024969.259620378
SOM,Somalia,SOM_V1,1846582.9722820874
SSD,South Sudan,SSD_V1,3197302.224932188
SWE,Sweden,SWE_V1,127.52524836852612
TCD,Chad,TCD_V1,2824123.435238229
THA,Thailand,THA_V1,5479316.408917655
TKM,Turkmenistan,TKM_V1,1096364.4498196142
TUR,Republic of Türkiye,TUR_V1,1094310.9483531078
TZA,United Republic of Tanzania,TZA_V1,105479.07351487664
UKR,Ukraine,UKR_V1,6902.175826301847
USA,United States of America,USA_V1,4254926.139545704
UZB,Uzbekistan,UZB_V1,1440546.8703762596
VEN,Venezuela,VEN_V1,1627346.376705104
VNM,Viet Nam,VNM_V1,1.6424853953060078E7
YEM,Yemen,YEM_V1,1605655.551286577
ZAF,South Africa,ZAF_V1,294644.345983051
ZMB,Zambia,ZMB_V1,209374.8848837245
ZWE,Zimbabwe,ZWE_V1,136828.75351018336
AIA,Anguilla,AIA_V1,47.19602346407873
ESH,Western Sahara,ESH_V1,33976.721609922555
PYF,French Polynesia,PYF_V1,0.0
PYF,Clipperton Island,PYF1_V1,0.0
NCL,New Caledonia,NCL_V1,1546.8491940827732
BMU,Bermuda,BMU_V1,268.5364151291987
GIB,Gibraltar,GIB_V1,0.0
VGB,British Virgin Islands,VGB_V1,0.4286092730129466
CYM,Cayman Islands,CYM_V1,430.56159711857055
MSR,Montserrat,MSR_V1,0.6820269972085953
PCN,Pitcairn,PCN_V1,0.0
SHN,Saint Helena (Ascencion),SHN1_V1,0.0
SHN,Saint Helena (Gough),SHN3_V1,0.0
SHN,Saint Helena (Tristan da Cunha),SHN2_V1,0.0
SHN,Saint Helena,SHN_V1,0.0
TKL,Tokelau,TKL_V1,0.0
TCA,Turks and Caicos Islands,TCA_V1,411.30575904906823
ASM,American Samoa (USA),ASM_V1,0.0
GUM,Guam (USA),GUM_V1,0.0
VIR,United States Virgin Islands (USA),VIR_V1,21.162991662140865
EGY,Bi'r Tawīl,EGY1_V1,0.0
xAP,Arunachal Pradesh,xAP_V1,12.596228778362274
xSK,Senkaku Islands,xSK_V1,0.0
xRI,Kuril Islands,xRI_V1,0.0
SDN,Hala'ib Triangle,SDN1_V1,27.42870664362814
SSD,Ilemi Triangle,SSD1_V1,219.00690373984696
xAB,Abyei,xAB_V1,68854.64161087497
xAC,Aksai Chin,xAC_V1,0.0
xJK,Jammu and Kashmir,xJK_V1,71367.83334313522
xJL,Sovereignty unsettled,xJL_V1,0.0
xPI,Paracel Islands,xPI_V1,0.0
xSI,Spratly Islands,xSI_V1,0.0
xSR,Scarborough Reef,xSR_V1,0.0
xxx,China/India,xxx_V1,0.0
MAC,Macao,MAC_V1,278.492002620884
HKG,Hong Kong,HKG_V1,3788.582232697984
TWN,Taiwan,TWN_V1,61737.092606500446
ALB,Albania,ALB_V1,8826.897322588582
AND,Andorra,AND_V1,0.0
ARE,United Arab Emirates,ARE_V1,244599.82522725358
ARM,Armenia,ARM_V1,2191.255431500914
ATG,Antigua and Barbuda,ATG_V1,156.22400276515557
AUT,Austria,AUT_V1,461.45825615676995
AZE,Azerbaijan,AZE_V1,94710.61888011327
BDI,Burundi,BDI_V1,167.02505882808975
BEL,Belgium,BEL_V1,7116.447442064089
BEN,Benin,BEN_V1,952657.0879197434
BFA,Burkina Faso,BFA_V1,1037952.9775582906
BGD,Bangladesh,BGD_V1,3.0199331560581636E7
BGR,Bulgaria,BGR_V1,878.9445753108005
BHR,Bahrain,BHR_V1,296.3112156334807
BHS,Bahamas,BHS_V1,4935.501789427605
BIH,Bosnia and Herzegovina,BIH_V1,1010.6854613203483
BLR,Belarus,BLR_V1,3535.0889707564647
BLZ,Belize,BLZ_V1,7101.790888053413
BRB,Barbados,BRB_V1,0.0
BRN,Brunei Darussalam,BRN_V1,3.2508899569511414
BTN,Bhutan,BTN_V1,0.0
CHE,Switzerland,CHE_V1,958.1452663028613
COM,Comoros,COM_V1,20.137976406073065
CPV,Cape Verde,CPV_V1,25827.59086817497
CRI,Costa Rica,CRI_V1,9454.681287936279
CUB,Cuba,CUB_V1,441726.16699913936
CYP,Cyprus,CYP_V1,16643.72801917051
CZE,Czechia,CZE_V1,9.027735282996094
DJI,Djibouti,DJI_V1,4121.484400669792
DMA,Dominica,DMA_V1,0.0
DNK,Denmark,DNK_V1,616.6427621867202
DOM,Dominican Republic,DOM_V1,227475.4540258895
ECU,Ecuador,ECU_V1,23440.889089561915
ERI,Eritrea,ERI_V1,188090.98104781803
EST,Estonia,EST_V1,351.4752732192137
FJI,Fiji,FJI_V1,4566.929804445437
FSM,Micronesia (Federated States of),FSM_V1,63.215581302517045
GAB,Gabon,GAB_V1,351.9777069091797
GBR,United Kingdom of Great Britain & Northern Ireland,GBR_V1,42264.67212612236
GEO,Georgia,GEO_V1,691.1544747008011
GHA,Ghana,GHA_V1,1712390.3741227353
GIN,Guinea,GIN_V1,1187223.4107891854
GMB,Gambia,GMB_V1,190215.26981244326
GNB,Guinea-Bissau,GNB_V1,117355.94328434243
GNQ,Equatorial Guinea,GNQ_V1,22.246757984161377
GRC,Greece,GRC_V1,15335.466932283209
GRD,Grenada,GRD_V1,81.532227894021
GTM,Guatemala,GTM_V1,299236.3247894754
GUY,Guyana,GUY_V1,14060.30054802399
HND,Honduras,HND_V1,548179.2780487384
HRV,Croatia,HRV_V1,2516.827602792754
HTI,Haiti,HTI_V1,51315.8116741316
HUN,Hungary,HUN_V1,2962.9579705746023
IRL,Ireland,IRL_V1,323.1419228096649
ISL,Iceland,ISL_V1,0.4406249988824129
ISR,Israel,ISR_V1,57280.348393866974
JAM,Jamaica,JAM_V1,28347.8033059449
JOR,Jordan,JOR_V1,284757.42210624216
KGZ,Kyrgyzstan,KGZ_V1,8835.402900504701
KHM,Cambodia,KHM_V1,5424966.535566358
KIR,Kiribati,KIR_V1,763.2507784366608
KNA,Saint Kitts and Nevis,KNA_V1,3.8202172588483965
KOR,Republic of Korea,KOR_V1,21539.665541564616
KWT,Kuwait,KWT_V1,71361.85434855915
LAO,Lao People's Democratic Republic,LAO_V1,982621.2145522978
LBN,Lebanon,LBN_V1,331.53266839001174
LBR,Liberia,LBR_V1,10149.436806168867
LCA,Saint Lucia,LCA_V1,0.0
LIE,Liechtenstein,LIE_V1,0.0
LKA,Sri Lanka,LKA_V1,166504.77721750416
LSO,Lesotho,LSO_V1,647.92410338246
LTU,Lithuania,LTU_V1,73.13833656121986
LUX,Luxembourg,LUX_V1,0.0
LVA,Latvia,LVA_V1,1866.6871321107114
MCO,Monaco,MCO_V1,0.0
MDA,Moldova,MDA_V1,1145.4479485014454
MDV,Maldives,MDV_V1,0.0
MHL,Marshall Islands,MHL_V1,5112.570469831693
MKD,North Macedonia,MKD_V1,1787.401044895346
MLT,Malta,MLT_V1,0.0
MNE,Montenegro,MNE_V1,34.71054896295947
MUS,Mauritius,MUS_V1,21374.342618929222
MWI,Malawi,MWI_V1,50877.4554803212
NIC,Nicaragua,NIC_V1,515628.5952762138
NLD,Netherlands,NLD_V1,162370.17738028735
NPL,Nepal,NPL_V1,7857.021060776126
NRU,Nauru,NRU_V1,0.0
NZL,New Zealand,NZL_V1,1713.6953441629742
PAN,Panama,PAN_V1,173.91792496737895
PHL,Philippines,PHL_V1,3055714.180668928
PLW,Palau,PLW_V1,1.6116182904404317
PRK,Democratic People's Republic of Korea,PRK_V1,117607.63828369939
PRT,Portugal,PRT_V1,160146.0547844419
PSE,State of Palestine,PSE_V1,1893.1614092627542
QAT,Qatar,QAT_V1,5625.41243250766
ROU,Romania,ROU_V1,4724.249150173627
RWA,Rwanda,RWA_V1,528.5979274924186
SEN,Senegal,SEN_V1,794308.8082656944
SGP,Singapore,SGP_V1,0.0
SLB,Solomon Islands,SLB_V1,1979.981544828532
SLE,Sierra Leone,SLE_V1,808261.8754664056
SLV,El Salvador,SLV_V1,253510.9574840908
SMR,San Marino,SMR_V1,0.0
SRB,Serbia,SRB_V1,3894.6369286005647
STP,Sao Tome and Principe,STP_V1,0.0
SUR,Suriname,SUR_V1,1071.275309558725
SVK,Slovakia,SVK_V1,732.6581797103053
SVN,Slovenia,SVN_V1,98.72349939425476
SWZ,Eswatini,SWZ_V1,34640.18953207832
SYC,Seychelles,SYC_V1,0.0
SYR,Syrian Arab Republic,SYR_V1,2236340.6472039795
TGO,Togo,TGO_V1,583668.7097665549
TJK,Tajikistan,TJK_V1,176222.97702341675
TLS,Timor-Leste,TLS_V1,5098.089145141941
TON,Tonga,TON_V1,0.0
TTO,Trinidad and Tobago,TTO_V1,6919.408302642243
TUN,Tunisia,TUN_V1,336523.99123195134
TUV,Tuvalu,TUV_V1,0.0
UGA,Uganda,UGA_V1,779199.1742387761
URY,Uruguay,URY_V1,1629.9465087130102
VAT,Holy See,VAT_V1,0.0
VCT,Saint Vincent and the Grenadines,VCT_V1,41.48762162260566
VUT,Vanuatu,VUT_V1,354.5345421773838
WSM,Samoa,WSM_V1,0.0
AUS,Ashmore and Cartier Islands,AUS1_V1,0.0
CXR,Christmas Island,CXR_V1,0.0
CCK,Cocos (Keeling) Islands,CCK_V1,0.0
NFK,Norfolk Island,NFK_V1,0.0
FRO,Faroe Islands,FRO_V1,0.0
ESP,Canary Islands,ESP1_V1,54530.935171526
ALA,Åland Islands,ALA_V1,0.0
ATF,Bassas da India,ATF1_V1,0.0
