ISO3,name,ucode,pop_exposed
ATA,Antarctica,ATA_V1,0.0
GRL,Greenland,GRL_V1,139.1476702022024
AFG,Afghanistan,AFG_V1,1.7114011794673406E7
AGO,Angola,AGO_V1,1.2230184441141149E7
ARG,Argentina,ARG_V1,6817091.7562085055
AUS,Australia,AUS_V1,2503398.79533936
BOL,Bolivia (Plurinational State of),BOL_V1,2914909.260925138
BRA,Brazil,BRA_V1,2.4364135316635244E7
BWA,Botswana,BWA_V1,866002.9823043252
CAF,Central African Republic,CAF_V1,2964811.4174345746
CAN,Canada,CAN_V1,3219310.84203797
CHL,Chile,CHL_V1,679815.2398972481
CHN,China,CHN_V1,2.1492665414441383E8
CIV,Côte d'Ivoire,CIV_V1,1.1540146343359748E7
CMR,Cameroon,CMR_V1,1.0562022911851365E7
COD,Democratic Republic of the Congo,COD_V1,3.6958899355153866E7
COG,Congo,COG_V1,933146.9858848751
COL,Colombia,COL_V1,6576862.377195659
DEU,Germany,DEU_V1,4789650.330109594
DZA,Algeria,DZA_V1,1.4189849109180382E7
EGY,Egypt,EGY_V1,4.108844232715564E7
ESP,Spain,ESP_V1,5617486.654932946
ETH,Ethiopia,ETH_V1,4.3496479776026E7
FIN,Finland,FIN_V1,84267.05089762363
FRA,France,FRA_V1,6231374.7766298
IDN,Indonesia,IDN_V1,3.0235044614200987E7
IND,India,IND_V1,4.076024197763987E8
IRN,Iran (Islamic Republic of),IRN_V1,1.918925035492791E7
IRQ,Iraq,IRQ_V1,1.9703588905315943E7
ITA,Italy,ITA_V1,6007604.1303976895
JPN,Japan,JPN_V1,1.5437578213211033E7
KAZ,Kazakhstan,KAZ_V1,4292578.958289417
KEN,Kenya,KEN_V1,1.4814931062871045E7
LBY,Libya,LBY_V1,2131249.1985514536
MAR,Morocco,MAR_V1,1.1301973204589944E7
MDG,Madagascar,MDG_V1,1.1463425672090877E7
MEX,Mexico,MEX_V1,2.5920911430387065E7
MLI,Mali,MLI_V1,1.2840926881757647E7
MMR,Myanmar,MMR_V1,1.3724625056825383E7
MNG,Mongolia,MNG_V1,294435.96254686604
MOZ,Mozambique,MOZ_V1,1.54856280627063E7
MRT,Mauritania,MRT_V1,2091265.536479594
MYS,Malaysia,MYS_V1,2513906.135720816
NAM,Namibia,NAM_V1,1129709.2850762063
NER,Niger,NER_V1,1.4024034355766702E7
NGA,Nigeria,NGA_V1,1.0507650962231363E8
NOR,Norway,NOR_V1,179541.6742467521
OMN,Oman,OMN_V1,1312322.2937314599
PAK,Pakistan,PAK_V1,9.805128200006989E7
PER,Peru,PER_V1,4885164.018156889
PNG,Papua New Guinea,PNG_V1,559694.2296906
POL,Poland,POL_V1,3115155.6781416293
PRY,Paraguay,PRY_V1,1619758.2906731924
RUS,Russian Federation,RUS_V1,1.267566773260613E7
SAU,Saudi Arabia,SAU_V1,8969845.98518553
SDN,Sudan,SDN_V1,2.3460210470575396E7
SOM,Somalia,SOM_V1,8383415.090074032
SSD,South Sudan,SSD_V1,5538556.752054535
SWE,Sweden,SWE_V1,330643.32373074826
TCD,Chad,TCD_V1,1.0467007414866796E7
THA,Thailand,THA_V1,1.2285212457008034E7
TKM,Turkmenistan,TKM_V1,2721220.598756621
TUR,Republic of Türkiye,TUR_V1,1.2379488966447277E7
TZA,United Republic of Tanzania,TZA_V1,2.66995144340029E7
UKR,Ukraine,UKR_V1,3400249.955332998
USA,United States of America,USA_V1,5.2012815883120164E7
UZB,Uzbekistan,UZB_V1,1.2041114527823657E7
VEN,Venezuela,VEN_V1,7448429.851818267
VNM,Viet Nam,VNM_V1,2.6867086771372907E7
YEM,Yemen,YEM_V1,1.1762502815665282E7
ZAF,South Africa,ZAF_V1,9109811.729518734
ZMB,Zambia,ZMB_V1,6521295.62181467
ZWE,Zimbabwe,ZWE_V1,6105326.249003435
AIA,Anguilla,AIA_V1,3107.597932745628
ESH,Western Sahara,ESH_V1,142147.27558356774
PYF,French Polynesia,PYF_V1,25530.290933863012
PYF,Clipperton Island,PYF1_V1,0.0
NCL,New Caledonia,NCL_V1,52743.179820262245
BMU,Bermuda,BMU_V1,10747.096570240634
GIB,Gibraltar,GIB_V1,840.3983515412784
VGB,British Virgin Islands,VGB_V1,7298.016267310233
CYM,Cayman Islands,CYM_V1,14225.9588940279
MSR,Montserrat,MSR_V1,883.9646783377359
PCN,Pitcairn,PCN_V1,5.132757997140288
SHN,Saint Helena (Ascencion),SHN1_V1,0.0
SHN,Saint Helena (Gough),SHN3_V1,0.0
SHN,Saint Helena (Tristan da Cunha),SHN2_V1,0.0
SHN,Saint Helena,SHN_V1,239.28462682237904
TKL,Tokelau,TKL_V1,787.1627872632685
TCA,Turks and Caicos Islands,TCA_V1,9000.648673375292
ASM,American Samoa (USA),ASM_V1,15601.651859219894
GUM,Guam (USA),GUM_V1,35499.335047092856
VIR,United States Virgin Islands (USA),VIR_V1,17109.020676481756
EGY,Bi'r Tawīl,EGY1_V1,250.06046407669783
xAP,Arunachal Pradesh,xAP_V1,52700.56010617098
xSK,Senkaku Islands,xSK_V1,0.0
xRI,Kuril Islands,xRI_V1,1979.7309538551458
SDN,Hala'ib Triangle,SDN1_V1,4839.128135299354
SSD,Ilemi Triangle,SSD1_V1,2454.324871316015
xAB,Abyei,xAB_V1,81844.50318652064
xAC,Aksai Chin,xAC_V1,806.7122735375867
xJK,Jammu and Kashmir,xJK_V1,3101990.1902130935
xJL,Sovereignty unsettled,xJL_V1,7983.0657527930925
xPI,Paracel Islands,xPI_V1,86.75689410067656
xSI,Spratly Islands,xSI_V1,0.0
xSR,Scarborough Reef,xSR_V1,0.0
xxx,China/India,xxx_V1,573.491918007708
MAC,Macao,MAC_V1,69244.58013592282
HKG,Hong Kong,HKG_V1,701343.2848749037
TWN,Taiwan,TWN_V1,2891181.6264762185
ALB,Albania,ALB_V1,368159.83818885795
AND,Andorra,AND_V1,6382.135960494563
ARE,United Arab Emirates,ARE_V1,1884705.7535974786
ARM,Armenia,ARM_V1,355112.4716046411
ATG,Antigua and Barbuda,ATG_V1,20563.202283535422
AUT,Austria,AUT_V1,616513.6264776954
AZE,Azerbaijan,AZE_V1,1541848.4154712104
BDI,Burundi,BDI_V1,2316962.552606454
BEL,Belgium,BEL_V1,769329.976144015
BEN,Benin,BEN_V1,6644847.535254816
BFA,Burkina Faso,BFA_V1,1.1403139762797514E7
BGD,Bangladesh,BGD_V1,5.858449610615468E7
BGR,Bulgaria,BGR_V1,661812.6846752869
BHR,Bahrain,BHR_V1,351077.3297483784
BHS,Bahamas,BHS_V1,89019.22751649245
BIH,Bosnia and Herzegovina,BIH_V1,301555.55237036804
BLR,Belarus,BLR_V1,1050269.3722531877
BLZ,Belize,BLZ_V1,120468.48269348369
BRB,Barbados,BRB_V1,59726.63860568065
BRN,Brunei Darussalam,BRN_V1,26572.20930698835
BTN,Bhutan,BTN_V1,7416.1972499103595
CHE,Switzerland,CHE_V1,838948.0636528926
COM,Comoros,COM_V1,370048.8144401476
CPV,Cape Verde,CPV_V1,151514.1644270209
CRI,Costa Rica,CRI_V1,680657.458364735
CUB,Cuba,CUB_V1,2038119.0109838273
CYP,Cyprus,CYP_V1,173911.16854133346
CZE,Czechia,CZE_V1,1343724.836208344
DJI,Djibouti,DJI_V1,195551.7107240484
DMA,Dominica,DMA_V1,13893.553661660431
DNK,Denmark,DNK_V1,445960.4797719078
DOM,Dominican Republic,DOM_V1,3579348.0750469076
ECU,Ecuador,ECU_V1,2254589.0479213255
ERI,Eritrea,ERI_V1,1493937.9729531822
EST,Estonia,EST_V1,65076.81394023742
FJI,Fiji,FJI_V1,294527.5989096567
FSM,Micronesia (Federated States of),FSM_V1,33249.89029055122
GAB,Gabon,GAB_V1,335881.79290656507
GBR,United Kingdom of Great Britain & Northern Ireland,GBR_V1,4573248.899829084
GEO,Georgia,GEO_V1,239300.4691143618
GHA,Ghana,GHA_V1,1.2745498285912564E7
GIN,Guinea,GIN_V1,5743728.751712493
GMB,Gambia,GMB_V1,1175092.787933831
GNB,Guinea-Bissau,GNB_V1,900514.0345251358
GNQ,Equatorial Guinea,GNQ_V1,530136.3291093258
GRC,Greece,GRC_V1,649626.3169065351
GRD,Grenada,GRD_V1,26601.07343335618
GTM,Guatemala,GTM_V1,3408402.9723204006
GUY,Guyana,GUY_V1,243197.44077686648
HND,Honduras,HND_V1,3919818.3934137863
HRV,Croatia,HRV_V1,423833.39107769023
