P1_rfl,P1_cfl,P1_ts,P1_dr,P1_hw,P1_ext,P1_fr,P1_sds,P1_pm25,P1_mal,P2_hea,P2_nut,P2_wash,P2_edu,P2_pro,P2_pov,P2_sur,iso3,SIDS
-0.012926318,-0.014241379,-0.016466705,0.030218644,-0.0005626342,-0.475912,0.003012024,-0.016672626,0.04915571,-0.62927634,0.03610617,-0.093479,0.0034028192,0.02568478,-0.18145345,0.22135614,-0.053909678,BIH,False
-0.0224848,-0.034533504,-0.03280044,-0.012620394,0.005198616,-0.58243847,-0.098069645,-0.010807994,0.024384947,-0.9366869,-0.16826634,-0.10112577,-0.10922966,0.010680161,-0.1827406,-0.3865672,-0.12669751,CHE,False
-0.05309462,-0.016241027,-0.017262526,-0.11854944,-0.007364529,0.55514055,0.011112589,0.009806186,0.020103417,0.86731255,-0.069887154,-0.0854323,0.0339647,-0.08019382,-0.12546957,0.10946364,-0.004530582,BWA,False
-0.044572905,0.012009434,-0.03085541,-0.017914781,-0.053407952,0.40288582,-0.01877299,0.006792781,0.01523729,0.79416686,-0.121660836,-0.500336,-0.02036645,-0.0654374,0.17805092,-0.10514252,-0.03554717,BRA,False
-0.018350022,-0.024208894,-0.018243087,-0.011010281,-0.081392065,-0.96450794,0.046343137,-0.014120777,-0.0045242053,0.73695904,-0.30513984,0.21620524,-0.011606299,0.011244828,-0.49908707,0.09751736,0.056663584,BTN,False
-0.04309131,-0.03709065,-0.018798701,0.019380772,0.029455073,0.6756089,0.015278253,-0.019364351,0.019505832,1.129789,0.19061561,0.38828036,0.07448534,0.08236694,0.15192479,0.07962512,0.08833036,CAF,False
0.009085165,-0.02130878,-0.03259795,-0.09984783,-0.0083600655,-0.5231864,-0.040984735,-0.012638623,-0.06185293,-0.8672445,-0.19520743,-0.10388408,-0.08957008,0.018048074,-0.15422605,0.05642373,-0.10112777,BRN,False
-0.04608914,-0.019668669,0.02902176,-0.13169183,-0.03588994,-0.49650913,-0.065980844,-0.017388994,-0.03623042,-0.63436925,0.018422395,-0.14169194,-0.000109462286,0.02075531,-0.2632233,0.15260474,-0.061133124,BRB,True
-0.051177565,-0.016463073,-0.01565647,-0.017240625,-0.051651284,1.0605626,-0.022801066,0.005743586,-0.012268105,-0.76502895,-0.05061541,-0.059373934,-0.11208584,-0.16877912,-0.13755439,-0.2120964,-0.061525825,CYP,False
-0.034913626,0.006551987,0.029999552,0.010814703,0.040867094,-0.3391569,0.059175733,-0.013542613,0.055716097,-0.7070075,-0.116757125,-0.13025399,0.016720114,-0.029519,-0.1692316,-0.062084924,0.16444187,CRI,False
-0.0681269,-0.01671915,0.04712583,-0.07850663,-0.04998256,-0.72875375,-0.07604731,0.008153765,-0.033800267,0.75582045,-0.1715601,-0.17530322,0.025863644,0.01382564,-0.4836009,0.0155201135,-0.06482835,CPV,True
0.02500671,-0.071450256,-0.016298242,0.018101145,0.005708148,-0.2927587,0.03642348,0.00028893113,0.027783789,1.0852077,0.049897168,0.045261707,0.08118018,0.030730786,-0.06477798,-0.033683505,0.08292982,COG,False
-0.01574618,0.012310046,0.012013137,-0.0027048478,-0.021110855,0.44190267,0.034739196,0.008970933,0.015737372,0.9152536,-0.09940949,-0.3857358,0.021340173,-0.059286606,0.3175341,0.046216898,-0.07819567,COL,False
-0.10487849,0.0059810327,0.08314793,-0.070019506,-0.051228583,-0.6192416,-0.05114781,-0.017664824,-0.009860352,0.84164923,0.21247427,0.047038507,0.024853338,0.0031294224,-0.356662,0.100673184,0.062334172,COM,True
0.027560828,-0.006948084,-0.018371295,0.0153187355,0.026478898,0.6249822,0.021710508,0.010563657,4.8283116e-05,1.1627378,0.20446625,0.38824418,0.059145454,0.08062131,0.36349654,0.08005973,0.08322335,COD,False
0.0033237964,0.0239904,-0.019197654,0.055247072,-0.039117772,0.5656476,0.024335131,0.012247176,0.020810036,0.83946174,0.019169873,0.16679637,0.05956313,0.10202046,0.29172996,0.02987902,0.10866695,CMR,False
-0.009986503,0.010163465,-0.02618439,0.017128734,-0.013144822,-0.42289042,0.080645554,0.030048208,0.07234096,-0.7852905,-0.1218659,-0.11378934,0.03789597,-0.04399561,-0.123321414,0.15558827,-0.07573851,CHL,False
-0.046521947,0.0014798339,-0.02334821,0.030725678,0.054787863,0.5739336,0.010091746,-0.022164678,0.019227328,0.87793857,0.0068439087,0.16384931,0.04726439,0.101683706,0.081388585,0.09170838,0.04181174,CIV,False
0.049956504,0.009293515,-0.013079254,0.011458272,0.046377506,-0.7499027,0.0462882,0.008025128,0.027475728,0.91044563,0.056818552,0.05236478,-0.024635287,-0.03452687,-0.10943094,0.060121514,-0.022520008,ECU,False
0.047360934,0.0117211975,-0.033866353,0.08628954,0.0117042605,1.1419582,0.029051125,0.015548668,0.07289832,-0.69563234,-0.08316548,-0.07044969,-0.010244605,0.29608813,0.36212,0.08355716,0.018914606,EGY,False
0.00021873554,0.01955545,0.03510724,0.012815336,0.052421033,0.8793696,0.056842227,0.009082697,0.030240938,-0.7151406,-0.05282039,-0.09111804,-0.1118302,-0.17547968,-0.1419626,0.00041317602,-0.054179642,ESP,False
-0.028771784,-0.014184263,-0.008531507,0.014722115,0.03480304,0.83091104,0.067140795,0.007664716,0.021379236,-0.66243994,-0.018045615,-0.1273521,0.07656155,-0.16274977,-0.16038086,-0.05917498,0.06395865,DZA,False
-0.0022755973,0.011924272,-0.017282665,-0.0028857782,-0.004543785,-0.513132,0.05257278,0.003910992,0.025337486,-0.9222753,0.026378702,-0.085635155,-0.091567375,-0.09047486,-0.15955365,-0.3424115,-0.10265197,CAN,False
-0.020281067,0.020760916,0.14847052,0.016241524,-0.021294517,-0.1869539,0.04847256,-0.0060701286,0.025904661,-0.6830855,0.0060800686,-0.14522932,0.07284019,0.029464582,-0.05823819,-0.056839652,0.22154504,DOM,True
-0.060155492,0.027056634,0.08850462,0.02068567,-0.032526147,0.7682232,0.046590425,-0.0023868612,0.030211167,-0.6933201,-0.069780536,-0.09050817,0.019904172,-0.13946192,-0.10192215,0.20193736,0.048292797,CUB,True
-0.047214083,0.005634798,-0.01516875,-0.15173331,-0.09270884,0.47458833,-0.031335335,0.008089487,-0.013275676,0.892938,0.07097597,-0.16414233,0.060569346,0.008009379,-0.32350275,0.07370741,0.052903973,DJI,False
-0.042065367,-0.020758336,0.0057706553,0.00010523024,-0.042344984,-0.4771994,-0.08337907,-0.015440943,-0.009961638,-0.7212703,0.03385735,-0.06298829,0.0066092024,0.016106447,-0.14307322,0.23514634,0.08223507,DMA,True
0.0110345585,0.014185314,-0.022475246,0.003875164,0.015849255,-0.5029664,0.054786343,-0.0048595015,0.020481462,-0.90346414,0.043029144,-0.12151757,-0.08386348,-0.026712509,-0.13167343,-0.32419312,-0.10315282,DEU,False
-0.009914865,-0.014579758,-0.021245036,0.030564435,0.041453205,-0.43532756,-0.023132753,-0.002931621,0.05894599,-0.7907827,0.06753777,-0.12272084,-0.061095215,-0.028743595,-0.13926676,0.32132664,-0.061264455,CZE,False
-0.013156105,0.015562156,0.030629419,0.006353487,-0.012631164,-0.48535308,0.059074294,-0.0038938152,0.030652385,-0.90610564,0.012385046,-0.12935494,-0.08830471,-0.08382569,-0.15226771,-0.3363906,-0.10642454,GBR,False
-0.11864761,0.008298136,-0.015144314,0.01484782,0.011416636,0.66821307,-0.012670254,0.00890362,0.013974766,1.2580858,0.07089111,0.4177728,0.07380549,0.018695721,-0.30098814,0.09295463,0.05962711,ERI,False
-0.039309826,0.029862283,0.14992328,0.014613512,-0.016481359,-0.41134554,-0.05625351,-0.014763825,-0.008909586,-0.67460185,0.0406213,-0.11831093,0.008850133,0.025453018,-0.08209951,0.13842054,0.17293195,FJI,True
-0.046623662,0.019889224,-0.03597122,-0.007704731,0.021825768,-0.5363923,-0.07573214,-0.0036233882,0.015913736,-0.9417876,-0.12663545,-0.09506209,-0.106556885,-0.065452434,-0.17379735,-0.364562,-0.12259706,DNK,False
0.016066648,0.014490936,-0.029170282,-0.011169126,0.009988686,-0.43496692,0.071653605,-0.0032105013,0.022874746,-1.0319989,-0.13180815,-0.1034867,-0.121825665,-0.06757613,-0.14923681,-0.33181846,-0.10796235,FRA,False
-0.040390614,0.012154122,0.010222835,-0.13366342,-0.041501973,-0.49007964,-0.09094722,-0.015251795,-0.13050759,-0.8275443,0.08309927,-0.08542036,0.003859725,0.018147372,-0.17155217,0.13835202,0.098318696,FSM,True
-0.00725463,0.009336285,-0.028513027,0.00410303,-0.0015408495,-0.52762806,-0.09219773,-0.006706859,0.014109276,-0.93409294,-0.009607203,-0.13818294,-0.100255884,-0.088593215,-0.16160531,-0.36384356,-0.10188946,FIN,False
-0.03803439,-0.005242747,-0.02176166,0.004086195,0.035023104,-0.5378963,-0.0693072,-0.0047766794,0.015577814,-0.9510511,0.1415264,-0.1259016,-0.06474147,0.032003082,-0.15745291,-0.34861,-0.11313341,EST,False
-0.1788593,-0.05621803,-0.01389303,0.007496929,0.028732719,0.16001987,0.028981535,0.015049207,-0.0142905135,1.6738405,0.21705803,0.40068266,0.07407849,0.03787234,0.6665215,0.106208466,0.070765406,ETH,False
0.032629468,0.028627245,-0.014539162,0.016404986,0.084286,-0.7038869,-0.040681902,0.0008379069,0.029008672,1.0132767,0.29440004,0.10014413,0.07808564,0.009862091,-0.34366107,0.09761655,0.080654286,GNQ,False
-0.2840191,0.0025736364,-0.018734787,-0.048492774,-0.058920495,0.5390855,0.02400076,-0.016682323,0.0023844163,0.9060949,0.1359764,0.30701652,0.07101157,0.07924702,0.121901795,-0.017220424,0.071785524,GNB,True
0.01006546,0.0059315516,-0.013711365,0.013554875,-0.04538864,-0.7120053,-0.02027624,-0.016203307,0.025926335,0.943688,0.297457,0.065244794,0.061492443,0.0040403795,-0.35922927,0.048121035,0.07121764,GAB,False
-0.046837293,0.013798372,-0.015641639,-0.10672217,-0.034171216,0.43836036,0.02405006,-0.00038553006,0.015754592,0.84056866,0.009575841,-0.1285034,0.057902116,0.0119379815,-0.16184345,-0.022757221,0.060379136,GMB,False
-0.06117692,0.012727081,-0.03694558,0.038574133,0.066994086,0.55532897,0.039833825,-0.012949959,0.018785762,0.9068623,-0.07718153,-0.11711687,0.009438831,0.016042715,0.11875284,0.02970688,0.025814898,GHA,False
-0.008264641,0.01558886,-0.023582008,0.028350312,-0.012049529,-0.28024614,-0.006540279,-0.00016229939,0.03828357,-0.6622481,0.0057241083,-0.13247097,0.066536896,-0.055633456,-0.17485294,0.11005011,0.0947354,GEO,False
0.055759024,0.00021139989,-0.010604606,0.008672237,-0.026098354,-0.621616,-0.031944472,-0.014736366,-0.015533572,0.96794695,-0.3154391,-0.2199576,-0.011260528,-0.038042028,-0.61439884,-0.011471722,0.05105397,GUY,True
-0.034402993,0.023614895,-0.03170266,0.028825318,0.008533542,-0.2874047,0.09716035,-0.002675151,0.06392106,-0.87821233,-0.12288649,-0.12653533,-0.094678365,0.060904868,-0.10499444,0.14441843,-0.069083765,GRC,False
-0.0057365163,0.013204408,0.11929446,-0.006771109,0.057477012,0.015095072,0.0324173,-0.020285495,0.03156172,1.1702982,-0.016674586,-0.2343335,-0.016420351,0.06383442,0.29908285,0.12418736,0.00019940344,HND,False
-0.10126153,0.022870746,-0.028730918,0.02998857,-0.04661276,0.5982656,0.022306478,0.009804843,0.022399286,0.96813273,0.16421883,0.2867023,0.053059336,0.12924434,0.21359178,0.09145316,0.100015886,GIN,False
-0.06834283,0.022601368,0.020402618,0.009787497,0.033048127,-0.3294849,0.018790836,-0.02129849,0.02577217,1.0976068,0.03753861,0.14183411,-0.0013548341,0.058312375,0.24405432,0.12940075,0.068506725,GTM,False
-0.02156259,0.012935845,0.056637343,0.00031985925,-0.03563574,-0.5086033,-0.06167672,-0.013851649,0.017867798,-0.8923277,0.011524216,-0.13153704,-0.0019174141,-0.07417197,-0.16650143,-0.35800916,-0.12832369,IRL,False
-0.0515711,0.011648642,-0.033486664,-0.003796689,0.012313383,-0.20868137,0.08490218,0.010477548,0.028596763,-1.0781466,-0.12003757,-0.12695013,-0.122843616,-0.049377937,-0.1652038,-0.31602538,-0.10266319,ISR,False
0.05530169,0.022441989,-0.033274755,-0.01885624,0.008642189,0.978598,0.034640256,0.016022954,0.06774367,-0.6530975,-0.022724833,-0.123719946,-0.024753518,0.19564253,0.20128803,-0.012655472,0.021213528,IRQ,False
0.1146574,0.018196719,0.03263319,0.029384017,-0.064448915,0.65446115,0.024239354,0.01667305,-0.006201377,1.2449566,-0.08070516,0.33289826,-0.016147463,0.015846139,0.5579027,0.011390161,0.0019433255,IND,False
0.042561393,0.014735052,-0.010005718,0.011842415,-0.053154416,0.59079915,0.06489283,0.013796443,-0.001934519,0.7479892,-0.18428005,-0.46645534,-0.02905737,0.074387334,0.5963987,-0.12137231,-0.08626483,IRN,False
-0.11919522,0.026882116,0.082027294,0.008042162,-0.09371044,-0.37872407,-0.011936285,0.007412514,0.035257835,0.89095896,0.25860783,0.1728294,0.09045718,0.025140109,-0.42468393,0.0910296,0.08402803,HTI,True
-0.00015798718,0.004983957,-0.020060819,0.021809217,-0.0020132656,-0.45332476,0.04531716,-0.014715172,0.038322803,-0.7940115,-0.030613089,-0.06628785,0.023629887,-0.08084871,-0.13107571,0.16848326,-0.070483,HRV,False
0.045032796,-0.016673101,-0.032917634,0.0025006474,-0.0026980054,-0.5273338,-0.04231934,-0.010145956,0.034457404,-0.951595,-0.16569282,-0.088391505,-0.102104604,-0.04497099,-0.17394732,-0.34836015,-0.12142249,HUN,False
-0.055084933,-0.018957676,-0.0164047,0.018033447,0.06400099,0.8722689,0.016092863,0.009089881,0.031046616,-0.7277929,-0.08429971,-0.12393133,0.014801585,-0.12703794,-0.18263489,0.1065455,-0.037748076,JOR,False
-0.031701148,0.023933548,-0.03524613,0.011937286,-0.021730548,-0.54044217,-0.09613564,-0.010931498,-0.024288423,-0.8666558,-0.11497645,-0.073328085,-0.08475135,0.024657533,-0.1337811,-0.06305975,-0.09639705,ISL,False
-0.037468914,0.023602853,0.082103364,0.013351564,-0.020722939,-0.46642086,0.05796651,-0.011938153,0.07110719,-0.6012461,-0.12268079,-0.0951028,0.07263637,0.031966504,-0.1788599,0.1584348,-0.07391499,JAM,True
0.041680705,0.00998899,-0.006815763,0.057374455,0.07416095,0.05336736,0.049843527,-0.008036021,-0.020264339,1.3596935,-0.027665129,-0.24439858,0.017769389,-0.030157961,0.5559531,-0.031513795,0.040575158,IDN,False
-0.041816387,0.0077549526,-0.030349344,0.039395835,0.067110434,0.035740774,0.03698945,0.01674109,-0.01672349,1.354626,-0.021986585,-0.3464921,0.023503376,0.08709139,0.6096922,0.122633584,0.038586393,KEN,False
-0.038294286,0.008407578,-0.021660237,0.01237058,-0.020619884,-0.3349449,0.05497351,0.030727176,0.03194563,-0.7311154,0.17995542,-0.086061984,0.024374709,0.035044424,-0.1491562,0.080814734,0.11585922,LBN,False
-0.0038401675,-0.0047540753,-0.023483025,-0.024864923,0.062169623,1.0631154,0.045514934,0.0056303977,-0.031186525,-0.73324114,-0.09520704,-0.18713054,-0.070491716,0.18773443,-0.13792633,0.118910186,0.05280804,KWT,False
0.23352505,0.021762174,0.0946681,0.05320581,0.09919822,0.7260113,0.05023192,0.013687705,0.021659454,1.1805489,-0.04936292,0.014969881,0.039293088,0.2528889,-0.07708505,0.10423305,0.037774883,KHM,False
-0.050118566,0.027937371,-0.027085193,-0.11948493,-0.053549644,-0.4468254,-0.0730006,0.011897721,-0.07929496,-0.7600673,0.006441215,0.098849945,0.055147972,-0.027264329,-0.08231493,0.04855205,0.11870283,KIR,True
-0.040412843,-0.02559124,0.029763475,0.0063539706,-0.036624536,-0.48365393,-0.079264544,-0.014360474,-0.02828192,-0.76118326,-0.12797529,-0.05638115,0.012473764,0.014625824,-0.14185505,0.19848886,0.0929462,KNA,True
0.012504389,-0.018676752,-0.021653768,0.020805242,-0.068189606,0.6433432,0.05412797,0.009719383,0.023149747,-0.7587488,-0.117668755,-0.20092739,-0.10056579,-0.22613105,-0.1845277,-0.045443468,0.054103613,KAZ,False
0.04677606,0.018426491,0.1814186,0.019471707,0.01756993,-0.46816367,0.09115475,0.0047466974,0.05755544,-0.8497383,-0.09972833,-0.13379873,-0.08352269,-0.05840686,-0.13788153,-0.04292738,-0.12540501,JPN,False
-0.03865064,0.007107012,-0.017540779,0.00021685616,-0.0024836794,-0.51992565,-0.098613255,-0.016360775,0.014850201,-0.9050389,0.021606607,-0.13428012,-0.0023948827,-0.08594688,-0.15726177,-0.35768595,-0.09990435,LTU,False
-0.04007795,-0.014269548,-0.016613008,0.03232741,0.022122882,-0.4913699,-0.008007326,0.00942447,0.024580905,-0.7571604,0.19851029,0.33087555,0.08215188,0.0627223,-0.07054248,-0.030355586,0.30245727,LSO,False
0.022210944,0.026066082,0.19535547,0.027025446,-0.014907091,-0.39935595,0.044337675,0.011229377,0.0793301,-0.7804191,-0.0894683,-0.1129516,-0.059916224,-0.0575233,-0.13194366,0.24997103,-0.07853279,KOR,False
0.0020038097,0.011602009,0.06355201,0.0147482315,-0.04562175,0.7671962,-0.0020312949,-0.0046245605,0.034226615,-0.7014324,-0.08169606,-0.12811048,0.034277562,-0.1734653,-0.1929777,0.0839679,-0.04403293,LKA,False
-0.016675923,-0.019818721,-0.025047924,0.08888141,-0.0030761526,-0.23759703,0.055780213,0.029944334,0.035173457,-0.7722665,0.04304542,-0.09849937,0.04493964,-0.065136164,-0.052909344,0.019813253,0.1002606,KGZ,False
-0.04208139,-0.028710755,0.029643366,0.008950489,-0.04394215,-0.4761354,-0.0879194,-0.015602346,-0.032452565,-0.6073282,-0.16682938,-0.13666576,0.010541505,0.0133328065,-0.2718374,0.12797803,0.10962369,LCA,True
0.10397405,0.03533666,-0.01718556,0.01505563,-0.029347278,-0.34298348,0.02104061,-0.022408636,0.027576696,1.1487198,0.06053069,0.23573434,0.14818214,0.0052782353,0.3217939,0.10717464,0.07992787,LBR,False
-0.01865624,0.015039133,-0.015990382,0.018147228,-0.0028452687,0.88035077,0.05953277,0.013334486,0.0013032095,-0.73535144,0.03319505,-0.1048619,0.012118428,0.063373,-0.12715808,0.018596373,0.06596439,LBY,False
0.09369784,-0.032500207,0.056844946,0.024257313,-0.025739243,0.63307166,0.016620126,-0.020125207,0.020211693,1.0966492,0.009328514,0.21379995,0.026656944,0.09324117,0.107344076,0.050783858,0.036014847,LAO,False
0.012321368,0.020383708,0.033252377,0.01980765,0.0343774,0.7486184,0.03387425,0.013709166,0.016993552,-0.5703087,-0.009030175,-0.13842551,0.014784487,-0.18212718,0.31200755,-0.033405192,0.022184685,MEX,False
0.008699368,0.013212574,-0.022649227,0.003820387,0.0047208956,-0.31522888,0.104364745,-0.0030799694,0.024134137,-1.0120522,0.025893912,-0.09285888,-0.09282988,-0.08168065,-0.13970174,-0.3217223,-0.10192243,ITA,False
0.040760685,0.012162725,-0.02332158,0.005999585,0.038763616,-0.5457954,-0.070712544,-0.009702405,0.025386004,-0.9286285,-0.10389466,-0.12883036,0.025211785,-0.042608216,-0.1637015,-0.32456428,-0.12587172,LVA,False
0.005612443,0.020495687,0.14520074,0.08005556,0.010973287,1.1574435,0.034997135,0.0113036055,0.07571095,-0.6262819,-0.017221652,-0.056038897,0.048026945,0.3034492,0.42356977,0.14366247,-0.044153217,MAR,False
-0.061367672,-0.041497365,-0.03598272,-0.009404634,-0.028555138,-0.57844955,-0.11063686,-0.014652704,-0.008247796,-0.9205447,-0.21769601,-0.09333914,-0.09875856,0.010293785,-0.17272669,-0.4080935,-0.12467044,LUX,False
0.038579732,-0.018651508,-0.026030403,0.022344958,0.049769334,0.62689835,0.023771973,0.016901929,0.016093701,0.9334012,-0.0004462761,0.23442757,0.04986036,0.1665545,0.27183005,0.06739805,0.09984648,MLI,False
-0.0070594186,-0.013513758,-0.029740406,0.008644838,0.045505464,-0.36823064,0.003803805,0.012676951,0.05928568,-0.702024,-0.12319225,-0.1358859,0.11113194,-0.042491313,-0.16552053,-0.068642266,0.20976114,MNG,False
-0.004433883,-0.015417924,-0.020453772,0.013683718,0.041319516,-0.32081702,0.05788957,-0.013875722,0.044085115,-0.71498924,0.04198452,-0.14563526,-0.062021427,-0.033262383,-0.17954004,0.18798023,-0.056145694,MKD,False
-0.032711923,-0.017771065,-0.029897347,0.0118619865,-0.011473463,-0.4549523,-0.06954929,-0.0029926877,-0.023151759,-0.8741432,-0.15972933,-0.13095236,-0.076374024,-0.03613841,-0.1405888,-0.05404334,-0.118822575,MLT,False
-0.016738703,-0.012126435,-0.023229344,0.063527845,0.025679553,-0.44872054,0.03862949,-0.0067527737,0.038879234,-0.60742223,0.020652201,-0.12207949,0.06884865,0.035693206,-0.16887039,0.096945845,0.08284072,MDA,False
0.17210206,0.03918283,0.089994885,0.02167397,0.051660724,0.60729766,0.025358077,0.0120349955,0.08663455,1.5505854,0.21959157,0.3956937,0.08499504,0.20140281,0.8989924,0.08544943,0.06955055,MDG,False
-0.047719773,0.033591527,0.011326862,-0.0796144,-0.04735198,-0.51629215,-0.078852765,-0.0132223265,-0.078532755,-0.5749379,0.02288364,0.31082,0.037480865,0.008944287,-0.25486875,0.13070033,0.14681381,MHL,True
-0.037590288,-0.025469953,-0.035521585,-0.10143932,-0.031052532,-0.49523208,-0.084849216,0.011405931,-0.16585137,-0.7081529,-0.18665615,-0.114233084,-0.09383073,-0.02996467,-0.22364722,-0.010931789,-0.08258447,MDV,True
0.011273954,-0.024866726,-0.024142193,0.017382381,-0.085833356,0.63890594,0.0108473785,0.011241843,-0.0077806353,1.0828191,0.2132148,0.32151362,0.09561966,0.13978061,0.7112014,0.10141289,0.08758092,NER,False
0.05189863,0.011680122,-0.0149671305,0.041747253,0.047639392,0.67846674,0.0272303,0.015005649,-0.022117946,1.2608529,0.20317769,0.34725958,0.03903528,0.0859253,0.60144573,0.050387353,0.092208624,NGA,False
0.02991432,0.022237929,0.00747007,-0.05205135,-0.094558395,0.5890446,0.020532442,-0.0045838966,0.019232083,0.95845544,-0.00995749,0.21497561,0.058311105,0.08905324,-0.1930864,0.07765448,0.06140066,MRT,False
