P1_rfl,P1_cfl,P1_ts,P1_dr,P1_hw,P1_ext,P1_fr,P1_sds,P1_pm25,P1_mal,P2_hea,P2_nut,P2_wash,P2_edu,P2_pro,P2_pov,P2_sur,iso3,SIDS
0.0459457,-0.0038873751,-0.015134204,-0.020431558,0.0013650641,0.55453134,0.050030664,0.016383918,-0.00049672695,0.7873855,0.09011934,-0.11835186,0.06885283,0.01749978,-0.2994617,-0.006985069,0.02145264,NAM,False
0.05712956,0.046964414,0.08171307,0.0055834544,0.036506046,0.58703583,0.022671143,0.0022535063,0.10471085,1.3478205,0.23499897,0.4567094,0.1389404,0.017034825,0.85825884,0.16055831,0.066197485,MOZ,False
-0.03903727,-0.019201105,0.14414117,0.011699267,-0.016828129,-0.44622287,-0.023570014,-0.013363668,-0.017506486,-0.7121299,-0.02291784,-0.10430083,-0.06679095,0.029775452,-0.13160294,0.20571536,0.16175823,MUS,True
0.1557329,0.03751918,0.082126245,0.029908732,0.04883651,0.6923182,0.012981894,0.012573179,0.02364535,1.4186698,0.1993331,0.2410305,0.039141707,0.10967082,0.31710488,0.07806442,0.034171317,MMR,False
-0.010821591,0.0038060576,-0.018258262,0.013642717,0.017629342,-0.44433758,0.059433747,-0.0166527,0.01942097,-0.6347075,0.009588296,-0.116831206,-0.015582967,-0.06374657,-0.17517537,0.08655539,-0.06644526,MNE,False
0.055189636,0.012646798,-0.024342962,0.0028891824,0.0370596,-0.5307814,-0.022443447,-0.005382757,0.02587028,-0.9515535,0.04878091,-0.1301663,-0.09317671,-0.078849785,-0.14608131,-0.34157544,-0.111214876,NLD,False
-0.019269882,0.023987386,-0.03508488,-0.0014377243,0.00807665,-0.5389572,-0.07702647,-0.004412221,0.02053727,-0.9439798,-0.122064576,-0.10299665,-0.10384115,-0.06413626,-0.17882204,-0.36779895,-0.1264367,NOR,False
-0.04198703,-0.03828967,-0.026644602,-0.08399808,-0.06194877,-0.58275044,-0.13804479,-0.013973354,-0.17424409,-0.7179093,-0.21730608,-0.097873956,0.011347204,0.0072912425,-0.27898303,-0.18777099,-0.111642845,NRU,True
0.054464586,0.026354143,-0.015291868,0.010580984,-0.046349127,-0.41276154,0.0329246,-0.0049866205,0.038399458,1.0331839,-0.084458396,0.15545936,-0.019957606,0.03557369,-0.023659393,0.13643955,-0.011600509,MYS,False
-0.06255913,-0.06811264,-0.03217514,0.0093336385,-0.056811724,-0.44197026,0.020009043,-0.014776544,0.0260193,0.98277676,0.04490974,0.11350798,0.016611049,0.023808872,0.14291753,-0.053812075,0.06009408,MWI,False
-0.015558329,0.016468696,-0.017351933,0.006533554,0.105346955,-0.50958025,0.0077605485,-0.00927627,0.058966763,0.8513771,-0.1325612,-0.13561058,0.03496824,0.06354138,-0.43764266,-0.062156476,0.068904005,PAN,False
0.016239468,0.032456856,0.03421409,-0.049185738,-0.025648313,1.0405494,0.03717263,0.013921942,-0.00089841033,-0.5784109,-0.08775699,-0.05312637,0.019570518,0.2390429,-0.19860351,0.10975128,0.042439565,OMN,False
-0.0069048,-0.009723977,-0.02228218,0.03868516,-0.020956343,0.5419264,0.036255866,-0.01184173,0.110031545,1.1308209,-0.09132335,-0.22583799,0.006420051,-0.06915694,0.60354894,-0.049466558,-0.0057478566,NPL,False
-0.024025852,0.064237095,0.016151644,0.0128446575,0.049397357,-0.36631265,0.022079796,-0.010267002,0.02634745,1.4187086,0.25036472,0.37263757,0.1344829,0.011317094,-0.046061054,0.09679258,0.09184879,PNG,True
-0.020311732,0.01518697,0.07877827,0.007643833,-0.016962986,-0.3140886,0.1077494,-0.0016731237,0.031210966,-0.9448503,-0.125885,-0.14815667,-0.09193267,-0.059400644,-0.14036554,-0.18914329,-0.12102469,PRT,False
0.16148923,0.040884227,0.032023586,0.049495462,0.05501309,0.6959849,0.020380395,0.01281866,-0.0003062525,1.487372,-0.047961883,0.3706979,0.030692061,0.09589221,0.7269791,0.09466114,0.06261932,PAK,False
-0.013245154,0.023445405,-0.025459806,-0.00047596986,0.015650922,-0.52761304,0.046191353,-0.0088998005,0.030794084,-0.91123325,-0.07227909,-0.12667294,0.030569397,-0.05888753,-0.14456038,-0.3081252,-0.104730055,POL,False
-0.0025933757,0.02062195,-0.027004957,0.012594472,0.036988232,-0.28995728,0.023578983,0.010569851,0.03115306,1.0962307,-0.02054079,-0.22594863,0.0075790603,0.03295827,0.26960498,0.12588209,-0.034468375,PER,False
0.027572753,0.011981813,0.0835799,-0.0007702319,-0.03212566,-0.81852305,0.03549355,0.0011150385,0.061718125,0.67977095,-0.17551768,0.028640501,0.017882982,-0.06558465,-0.46330175,0.007078809,0.071096264,PRK,False
-0.053517435,0.0013246357,-0.018039348,-0.051173385,-0.09134148,0.84671897,-0.05946815,0.005948716,-0.018068764,-0.7201625,-0.09253951,-0.22853093,-0.10578002,-0.17171027,-0.21628664,0.113923326,-0.04544849,QAT,False
-0.004772553,-0.015511523,-0.016334174,0.016724434,-0.0723551,0.83023,0.06274145,-0.006290391,0.005174112,-0.725038,0.016108193,-0.19329499,0.029677,0.059049733,-0.07884183,0.005090616,0.048149556,PRY,False
0.019100687,0.013432272,-0.016003478,-0.0048852465,0.012687489,-0.33348113,0.077884704,0.013521376,0.001434002,-1.09097,-0.0903936,-0.0799109,0.086591505,-0.05542752,0.553425,-0.3010045,-0.09496431,RUS,False
-0.04618401,-0.018116215,-0.03522889,0.018106615,-0.027920298,-0.45026663,-0.062017795,-0.015629416,-0.058924675,-0.83762974,-0.14738677,-0.138204,-0.08302146,-0.059884116,-0.13760832,0.23419254,-0.07283654,SGP,True
0.0025973953,0.01466536,-0.019576212,-0.0015788947,0.02804089,0.9391425,0.05565504,0.014021644,0.005932702,-0.6029158,-0.08648542,-0.14798528,-0.008240144,0.06729731,-0.14386225,0.0761778,0.04207925,SAU,False
0.14841722,-0.04077781,-0.011255425,0.0074994247,0.034434,0.67289275,0.02875224,0.013060388,0.0033095796,1.5796019,0.20979024,0.39369234,0.053978518,0.022213815,0.70598936,0.088568464,0.059624188,SDN,False
-0.054875784,-0.011559294,-0.015296609,-0.03174816,0.116920955,-0.7200182,0.0038673175,-0.0098104365,0.07043968,0.82918763,-0.14285797,0.036651053,0.033721644,0.035696715,-0.3743803,0.08546387,0.05845536,RWA,False
-0.0073306058,0.0019776414,-0.023767523,0.1513208,0.007906035,-0.4445365,0.049633514,-0.010362825,0.021725256,-0.82506436,0.06273008,-0.12997907,0.013749214,-0.029135983,-0.13881849,-0.20173614,0.16887075,ROU,False
-0.011184748,0.01640075,-0.037004147,-0.045249324,-0.054009117,0.5463035,0.012085022,0.0099092405,0.016664227,0.85447824,-0.04266741,0.16375633,0.014825675,0.10053584,0.09902458,-0.016019732,0.03252041,SEN,False
-0.027381144,0.024499273,-0.01980932,0.03272555,-0.07197537,0.58244807,0.021401124,0.001808375,0.017590605,0.89120966,0.0019293105,0.30044392,0.09555266,0.08130407,0.22329172,0.090484776,0.12185947,SLE,False
-0.040953185,0.01836496,0.021074332,-0.046538144,0.011524237,0.9619229,0.04754246,-0.012297489,0.016552014,-0.56534994,-0.07606422,-0.13240036,0.040468533,0.16627699,-0.17534226,0.12564704,0.04505314,SLV,False
0.021961786,-0.012379148,-0.017260434,0.021958862,0.045651816,-0.4781322,-0.034744304,-0.017106496,0.056660343,-0.70424855,-0.04313566,-0.13697103,0.027917536,-0.065220654,-0.16575494,0.1734123,-0.061263006,SRB,False
0.087845296,-0.010371024,-0.011885262,-0.031972654,0.027029602,-0.33359504,-0.068877004,-0.012038166,0.007673514,1.1379623,0.19317764,-0.15360084,0.02562426,0.018488348,-0.35837457,-0.10388612,-0.07076078,SUR,True
-0.072579615,-0.014383849,-0.01862711,0.018493392,-0.058387127,-0.8621194,-0.075254075,-0.012929076,-0.08703348,0.6807022,-0.15478034,-0.11309565,0.029354371,-0.022336377,-0.49941504,0.09341144,0.044938892,STP,True
0.1331196,-0.030172355,-0.012579,0.009921007,0.053403508,0.71373457,0.02550735,-0.0012602496,0.02373898,1.3496356,0.2182284,0.471964,0.06785327,0.021668416,-0.10853978,0.07815838,0.08958359,SSD,False
-0.12531978,-0.009588776,0.06151786,0.013259421,-0.06942438,-0.89110315,-0.044829972,-0.016437942,-0.0135340495,0.9692166,0.18573305,0.2502891,0.061729707,0.00662696,-0.4252004,0.015849711,0.09406635,SLB,True
0.18926618,0.057419125,0.017156446,0.011202433,0.043576837,0.6486516,0.020884898,0.011530963,0.023449974,1.6736718,0.27465475,0.3708204,0.0736147,0.017016705,0.3401187,-1.885018e-05,0.11357084,SOM,False
-0.069962606,0.0066603245,-0.019826028,0.019515585,0.051514845,0.56797564,0.02335042,-0.01646723,0.015784109,0.9326689,-0.0026476486,0.17335425,0.11191256,0.09875904,0.13001713,-0.08035696,0.113882676,TGO,False
-0.043116122,-0.035687473,-0.03403358,-0.10339387,-0.05300031,-0.5195624,-0.077064365,-0.012444269,-0.22348869,-0.84857935,-0.13841599,-0.15952782,-0.083755955,0.0097002,-0.16291125,0.1787565,-0.07600384,SYC,True
-0.016664669,0.02436418,-0.034688424,-0.00054417044,0.007958955,-0.5410187,-0.06853787,-0.00552019,0.027741924,-0.9457202,-0.12188229,-0.102771156,-0.09961175,-0.05498989,-0.17761308,-0.3624885,-0.12372866,SWE,False
0.040467788,-0.013903989,-0.017052041,0.009412603,0.038414985,-0.5424527,-0.061496735,-0.008559059,0.030213516,-0.9209186,0.03868414,-0.08634176,0.0074451477,-0.009514353,-0.15767524,-0.3285713,-0.10708722,SVK,False
-0.048377994,-0.016963882,0.015352939,-0.0022903038,-0.075834654,-0.11860312,0.05648516,-0.0021955746,0.02506651,-0.7971145,0.036430288,0.04167949,0.079022974,0.022223577,-0.12993981,0.08975838,0.080501184,SWZ,False
-0.021413127,0.0022911027,-0.02077861,0.004717684,0.008216509,-0.5181763,-0.051722094,-0.005312215,0.019857677,-0.92689675,0.065302484,-0.08792274,-0.06495196,-0.061600752,-0.1644913,-0.36607072,-0.108955905,SVN,False
0.10780529,-0.007210851,0.08961743,0.04749513,0.024604749,0.07351098,0.047099106,0.00738984,0.08086135,1.2956985,-0.0088975495,-0.13998064,-0.019311382,0.030223515,0.679744,0.1337368,0.036802772,PHL,False
-0.027311506,-0.015089542,-0.018050415,0.023445617,0.06707104,0.7755642,-0.021648252,0.008196382,0.027308622,-0.7350878,-0.09905905,0.030677268,0.049667615,-0.16393481,-0.17097218,0.002343018,0.055045333,TJK,False
0.15893982,-0.014118351,-0.01842729,0.029666917,0.030545026,0.690659,0.022878293,0.010826239,0.10534885,1.257047,0.23831742,0.36918613,0.12796192,0.1794611,0.8148053,0.15776305,0.0879449,TCD,False
0.119471356,0.019197844,0.04138604,0.039719332,0.05911452,0.54945946,0.04842093,-0.0058472375,0.09567874,1.1654533,-0.116657,-0.39308137,-0.039518442,-0.07049281,0.62753755,-0.07731816,-0.015736094,THA,False
-0.059597544,0.0010459005,0.05131951,0.013890181,-0.056254283,-0.8379502,0.021963116,-0.01583381,0.026189825,0.91730213,0.21195222,0.24764802,0.02711451,-0.018377034,-0.3253193,0.01491128,0.08883634,TLS,True
-0.042213816,-0.02872814,0.03226204,-0.08278941,-0.040490605,-0.45216212,-0.08371527,-0.01445268,-0.08783486,-0.7647136,-0.13453788,-0.139276,0.012972424,-0.021340836,-0.09532703,0.13663389,0.09182842,TON,True
-0.038174924,-0.0093934545,0.14597687,0.012918177,-0.020201009,-0.4071543,-0.04144928,-0.015383864,0.036409713,-0.5559563,0.016035747,-0.100970335,0.0051856884,-0.022652797,-0.19239357,0.13229398,0.13181695,TTO,True
0.051202793,0.015144137,-0.02313432,0.02729582,-0.008156683,0.7836051,0.051899552,0.0074691903,0.026334438,-0.8210373,-0.11224884,-0.19332236,-0.13647969,-0.2126357,-0.1866515,-0.038453437,0.0668778,TKM,False
0.001014082,0.0041196896,-0.015740633,0.020326495,0.03639578,0.7956925,0.055224594,0.00078162894,-0.00072552334,-0.80285406,0.057132754,0.18991058,0.01427083,0.04699375,-0.09393868,-0.009217442,0.06380212,SYR,False
-0.03904801,0.047574177,-0.019313294,0.012755933,0.03320429,-0.42791182,0.02279094,0.015245079,-0.01191518,1.2690485,0.055007223,0.20507798,0.14299344,0.11447841,0.7372049,-0.04279427,0.085188024,TZA,False
0.018837871,0.01167492,-0.01620294,0.021542015,0.029327797,-0.50511116,0.118900426,0.020999124,0.024356725,-0.7910578,0.022017764,-0.096868634,0.024863355,0.05839327,0.13720721,-0.16628325,-0.097218506,UKR,False
-0.041320987,-0.032642014,0.027527433,-0.070777915,-0.03731946,-0.49527735,-0.085643925,-0.015659273,-0.17864956,-0.621586,-0.130196,-0.11362631,0.007313793,-0.027769681,-0.2151426,0.108983845,0.096497215,TUV,True
-0.027478082,0.020084484,-0.03277221,0.018723078,0.09205031,0.8032288,0.042898983,0.0145494025,0.029392274,-0.79016834,-0.081405245,-0.17526715,0.013388921,-0.18984781,0.26688844,0.0019213975,0.030907555,TUR,False
-0.023588277,0.021543333,-0.019741332,0.015416111,0.03692104,0.8592608,0.06555753,0.011074501,0.022695418,-0.648613,-0.09287341,-0.14778605,0.047330253,-0.1225526,-0.15631552,-0.013635237,0.04743096,TUN,False
-0.041743442,-0.01756732,0.029170725,0.02250278,-0.034245178,-0.4829879,0.02855291,-0.017878996,-0.060946275,-0.5763182,0.015826607,-0.078433506,0.0013156602,-0.06365135,-0.20746179,0.122120135,0.10707211,WSM,True
-0.028685568,0.01663094,0.021763254,-0.0082608,-0.050714158,0.44821855,-0.0017790276,0.008034189,0.017456422,0.8279617,-0.023331668,-0.43057773,-0.025912296,0.016713241,-0.17300047,-0.022659147,0.0043320754,VEN,False
-0.042634036,-0.025416858,0.050311014,-0.06555033,-0.015301172,-0.5208192,-0.060816552,-0.0137634445,-0.04333907,-0.7945321,-0.12255448,-0.03989505,0.01948959,0.010123043,-0.14658926,0.36771867,-0.03743311,VCT,True
-0.0060148835,0.006865645,-0.017488224,0.022197947,-0.021566786,-0.42889863,0.08264833,-0.014767581,0.032301996,-0.6477167,-0.03441594,-0.1266437,0.02125615,0.089093804,-0.17507116,0.07293887,-0.058006495,URY,False
0.013349405,0.019955484,0.031791303,0.007793117,0.0870409,0.9481351,0.06468697,0.0064340625,0.029339058,-0.7056132,-0.060294613,-0.17013787,-0.1131743,-0.19700395,-0.12810677,-0.07370693,-0.061250456,USA,False
0.029105779,-0.015849615,-0.0124214105,0.04353976,0.052328512,1.0089371,0.058374476,0.013410717,0.06465269,-0.69305646,0.013760701,-0.14139397,0.022614235,0.10006811,-0.11423328,0.019541405,-0.05207864,UZB,False
-0.12026438,-0.016865069,0.004038785,0.0363491,0.08068389,0.4708892,-0.008970896,0.012328913,0.019410511,0.77487034,0.026490143,-0.088169254,0.05273271,0.07234805,0.20208791,0.06643987,0.04299473,ZWE,False
-0.06970411,0.01607144,0.02116817,0.036835846,-0.034302972,-0.023317087,0.0053046145,0.010082377,0.026888238,1.0523815,0.0050879605,-0.0843524,0.021625042,0.0067427256,0.16686974,-0.059442,0.0842899,ZAF,False
-0.04759564,-0.02022735,-0.014869416,0.017847717,-0.047082633,0.0011115763,0.022874914,-0.004391666,0.024646351,1.1437131,0.028008437,0.20042421,0.055117477,0.05167107,-0.16837952,0.027797984,0.08732777,ZMB,False
-0.061786275,0.02123986,0.008639006,0.009363026,0.044307552,0.56302845,-0.036774896,0.0088176215,0.02213756,1.1472515,0.17994209,0.36334306,0.02075817,0.020864155,0.22349101,-0.011258185,0.0388623,YEM,False
-0.08991014,0.019734133,0.058849443,0.010545853,-0.04134117,-0.8591445,-0.034119714,-0.0128647555,-0.006352112,0.99559677,0.11512426,0.2668636,0.00857007,-0.0045045544,-0.1127068,0.10408707,0.023988584,VUT,True
0.14542428,0.017590024,0.088272475,0.03987309,0.083995454,0.59569174,0.048312806,0.011809217,0.029105231,1.0352353,-0.11602517,-0.1741277,-0.022720573,-0.06616853,0.40183467,0.13337028,0.034426033,VNM,False
-0.11244766,-0.02064689,-0.018821811,0.04904368,-0.032646954,0.0025942237,0.042867355,-0.036928453,-0.020159598,1.2239648,0.0057272017,-0.22708066,0.060902085,0.041213166,0.46903187,-0.018749626,0.07405332,UGA,False
-0.019217914,0.004946494,0.07165,0.024356572,-0.002978017,-0.45296714,0.056477882,-0.0034001071,0.015998727,-0.81485367,0.029790634,-0.06975741,-0.0662313,-0.049465988,-0.14756021,-0.029211784,-0.118910484,NZL,False
