ISO3,name,ucode,sum
ATA,Antarctica,ATA_V1,0.0
AIA,Anguilla,AIA_V1,1190.8392276882976
ESH,Western Sahara,ESH_V1,65128.67606888798
PYF,French Polynesia,PYF_V1,45.378905972049516
PYF,Clipperton Island,PYF1_V1,0.0
NCL,New Caledonia,NCL_V1,17341.06408869154
BMU,Bermuda,BMU_V1,1390.8346602995314
GIB,Gibraltar,GIB_V1,51.78848737641877
VGB,British Virgin Islands,VGB_V1,1980.4182409738642
CYM,Cayman Islands,CYM_V1,3828.827104401794
FLK,Falkland Islands (Malvinas),FLK_V1,0.0531359986634925
MSR,Montserrat,MSR_V1,81.77528633445355
PCN,Pitcairn,PCN_V1,0.0
SHN,Saint Helena (Ascencion),SHN1_V1,0.0
SHN,Saint Helena (Gough),SHN3_V1,0.0
SHN,Saint Helena (Tristan da Cunha),SHN2_V1,0.0
SHN,Saint Helena,SHN_V1,0.0
TKL,Tokelau,TKL_V1,0.0
TCA,Turks and Caicos Islands,TCA_V1,5064.455467381649
ASM,American Samoa (USA),ASM_V1,0.0
GUM,Guam (USA),GUM_V1,198.5874332215799
VIR,United States Virgin Islands (USA),VIR_V1,10279.604347021428
GRL,Greenland,GRL_V1,43.26476763946725
EGY,Bi'r Tawīl,EGY1_V1,0.0
xAP,Arunachal Pradesh,xAP_V1,69872.05181090273
xSK,Senkaku Islands,xSK_V1,0.0
xRI,Kuril Islands,xRI_V1,59.5781539438176
SDN,Hala'ib Triangle,SDN1_V1,770.5182476739965
SSD,Ilemi Triangle,SSD1_V1,1.3745330572128296
xAB,Abyei,xAB_V1,0.0
xAC,Aksai Chin,xAC_V1,0.0
xJK,Jammu and Kashmir,xJK_V1,1765981.9148597454
xJL,Sovereignty unsettled,xJL_V1,6239.598168552021
xPI,Paracel Islands,xPI_V1,0.0
xSI,Spratly Islands,xSI_V1,0.0
xSR,Scarborough Reef,xSR_V1,0.0
xxx,China/India,xxx_V1,22.047669625457594
MAC,Macao,MAC_V1,345.4008503191611
HKG,Hong Kong,HKG_V1,395490.60254791763
TWN,Taiwan,TWN_V1,1468608.3370803292
AFG,Afghanistan,AFG_V1,3406345.2212126055
AGO,Angola,AGO_V1,3536032.708212937
ALB,Albania,ALB_V1,188991.04463150186
AND,Andorra,AND_V1,6336.758038413396
ARE,United Arab Emirates,ARE_V1,97133.74265456527
ARG,Argentina,ARG_V1,3599824.1968055377
ARM,Armenia,ARM_V1,294039.5665174882
ATG,Antigua and Barbuda,ATG_V1,1776.5944518425256
AUS,Australia,AUS_V1,1150247.588424022
AUT,Austria,AUT_V1,596949.2308312976
AZE,Azerbaijan,AZE_V1,766604.5742713801
BDI,Burundi,BDI_V1,2735670.621849507
BEL,Belgium,BEL_V1,748858.8771375406
BEN,Benin,BEN_V1,48325.14345403337
BFA,Burkina Faso,BFA_V1,29775.649066446924
BGD,Bangladesh,BGD_V1,7837856.385545683
BGR,Bulgaria,BGR_V1,307886.1642075078
BHR,Bahrain,BHR_V1,48484.222397028585
BHS,Bahamas,BHS_V1,35119.39006396371
BIH,Bosnia and Herzegovina,BIH_V1,114743.62042998696
BLR,Belarus,BLR_V1,480142.6913710347
BLZ,Belize,BLZ_V1,11088.739582883834
BOL,Bolivia (Plurinational State of),BOL_V1,765595.5138368333
BRA,Brazil,BRA_V1,7555963.541670189
BRB,Barbados,BRB_V1,38357.17042272638
BRN,Brunei Darussalam,BRN_V1,25074.2500455143
BTN,Bhutan,BTN_V1,10081.883882228887
BWA,Botswana,BWA_V1,157701.94056655501
CAF,Central African Republic,CAF_V1,2792.782913664816
CAN,Canada,CAN_V1,1042884.7231185266
CHE,Switzerland,CHE_V1,608020.9722947194
CHL,Chile,CHL_V1,370097.54691220063
CHN,China,CHN_V1,6.753664032704465E7
CIV,Côte d'Ivoire,CIV_V1,2061645.8272084948
CMR,Cameroon,CMR_V1,2588472.2940250603
COD,Democratic Republic of the Congo,COD_V1,1.2659019361841284E7
COG,Congo,COG_V1,1233915.8433905782
COL,Colombia,COL_V1,3394483.851403
COM,Comoros,COM_V1,129538.16835099168
CPV,Cape Verde,CPV_V1,51244.63326377073
CRI,Costa Rica,CRI_V1,443861.5752241951
CUB,Cuba,CUB_V1,326723.2685832415
CYP,Cyprus,CYP_V1,31756.25665100637
CZE,Czechia,CZE_V1,582747.5560232034
DEU,Germany,DEU_V1,4389522.847060028
DJI,Djibouti,DJI_V1,10337.720261011344
DMA,Dominica,DMA_V1,2960.3191790129035
DNK,Denmark,DNK_V1,445090.7848491273
DOM,Dominican Republic,DOM_V1,1627611.5156701796
DZA,Algeria,DZA_V1,2216619.226717013
ECU,Ecuador,ECU_V1,731613.2807445171
EGY,Egypt,EGY_V1,1.142321360906997E7
ERI,Eritrea,ERI_V1,27569.591489598144
ESP,Spain,ESP_V1,1007741.7222538032
EST,Estonia,EST_V1,64606.32102597567
ETH,Ethiopia,ETH_V1,6294643.142041204
FIN,Finland,FIN_V1,73476.58320749924
FJI,Fiji,FJI_V1,122296.51431305881
FRA,France,FRA_V1,4016463.312900073
FSM,Micronesia (Federated States of),FSM_V1,0.0
GAB,Gabon,GAB_V1,321611.60670828057
GBR,United Kingdom of Great Britain & Northern Ireland,GBR_V1,1082556.6153338342
GEO,Georgia,GEO_V1,387442.1936741341
GHA,Ghana,GHA_V1,546226.3730454624
GIN,Guinea,GIN_V1,875066.0466760044
GMB,Gambia,GMB_V1,263647.2849851209
GNB,Guinea-Bissau,GNB_V1,85515.70996209372
GNQ,Equatorial Guinea,GNQ_V1,148322.80736439055
GRC,Greece,GRC_V1,462947.84705249796
GRD,Grenada,GRD_V1,6509.457211199457
GTM,Guatemala,GTM_V1,1338533.4898178729
GUY,Guyana,GUY_V1,6344.71409691848
HND,Honduras,HND_V1,422918.5180440481
HRV,Croatia,HRV_V1,148276.9355889724
HTI,Haiti,HTI_V1,461158.242617643
HUN,Hungary,HUN_V1,566147.2666039226
IDN,Indonesia,IDN_V1,1.6988178978279393E7
IND,India,IND_V1,6.51520723101638E7
IRL,Ireland,IRL_V1,36410.54554161567
IRN,Iran (Islamic Republic of),IRN_V1,5797647.112939496
IRQ,Iraq,IRQ_V1,306192.98842244636
ISL,Iceland,ISL_V1,16.287943997071125
ISR,Israel,ISR_V1,589110.9976808886
ITA,Italy,ITA_V1,2250542.2289330033
JAM,Jamaica,JAM_V1,159405.8419317302
JOR,Jordan,JOR_V1,1311056.9911758949
JPN,Japan,JPN_V1,4583899.807463317
KAZ,Kazakhstan,KAZ_V1,2255070.2038289597
KEN,Kenya,KEN_V1,9498276.660589058
KGZ,Kyrgyzstan,KGZ_V1,591701.4570014527
KHM,Cambodia,KHM_V1,10365.48565791268
KIR,Kiribati,KIR_V1,323.0272949368346
KNA,Saint Kitts and Nevis,KNA_V1,1015.0610911199127
KOR,Republic of Korea,KOR_V1,921168.3766474284
KWT,Kuwait,KWT_V1,254013.87044895784
LAO,Lao People's Democratic Republic,LAO_V1,57552.862885247356
LBN,Lebanon,LBN_V1,119314.4579203767
LBR,Liberia,LBR_V1,683926.2893514587
LBY,Libya,LBY_V1,806849.8029128265
LCA,Saint Lucia,LCA_V1,7454.278654262059
LIE,Liechtenstein,LIE_V1,4873.754481186883
LKA,Sri Lanka,LKA_V1,2820136.7367495736
LSO,Lesotho,LSO_V1,320708.96218761674
LTU,Lithuania,LTU_V1,228831.5832317079
LUX,Luxembourg,LUX_V1,109556.89498451343
LVA,Latvia,LVA_V1,65477.828217129565
MAR,Morocco,MAR_V1,1713943.872768025
MCO,Monaco,MCO_V1,0.0
