rfl_rel,cfl_rel,ts_rel,agdr_rel,metdr_spei_rel,metdr_spi_rel,hw_fre_rel,hw_dur_rel,hw_sev_rel,ext_rel,fr_fre_rel,fr_int_rel,sds_rel,iso3,SIDS
0.70301646,-0.11884304,-0.11766359,-0.18361583,-0.35305598,0.58972657,0.026320439,-0.06921004,-4.4411044,23.898594,-5.03079,1.3286619,-0.9912977,ERI,False
-1.3938057,0.40234557,0.5198112,-3.6805465,0.15088536,-0.029563637,-1.2910116,-0.17275675,-1.4954797,-17.436867,-2.2048,-2.0881581,-0.29068097,FJI,True
-2.0767999,-0.38876042,-0.38829574,-2.0759408,-0.0281814,-0.53048974,0.01364599,0.283516,0.80200773,-20.402906,-3.2072845,-0.17838152,-0.33585328,DNK,False
1.395195,0.0958156,0.36996692,-0.43015087,-0.27717197,-0.32031605,0.14451523,0.85755545,2.4814823,-10.6484165,-1.517575,1.0300523,-0.3508442,FRA,False
-1.4936455,-0.26539055,0.47321454,-4.4863896,0.14156467,-0.042337835,-1.453995,-0.13059893,-1.5093458,-14.547747,-3.236474,-2.0782263,-0.31979278,FSM,True
-0.18204938,-0.339169,-0.4739893,-4.43444,0.13585906,-0.43379226,-0.00455567,0.5079931,1.8469272,-19.591593,-2.8322673,-2.8360806,-0.5898759,FIN,False
-0.79164076,-0.07190327,-0.38124725,-4.929723,-0.49005675,-0.36163113,-0.27508533,0.07253592,0.5804986,-20.638773,-2.0087202,0.411426,-0.2793904,EST,False
-1.6279522,0.25406754,-0.20597246,1.9619372,0.15095153,0.5113452,-0.22722286,-0.46141556,0.36243883,-14.811311,-1.2667071,0.5219004,0.035994492,ETH,False
1.4641994,-0.36729026,-0.21297088,7.2275414,0.28869945,-0.30951357,-0.97084,0.40621096,-1.1722004,-20.252947,-2.3984861,-7.253529,-0.7663261,GNQ,False
0.8083574,-0.7670665,-0.11202844,-0.8563804,-0.71618855,-2.8593016,-0.6440328,0.54718184,-0.59409773,35.014477,7.6973763,0.97807115,0.90442234,GNB,True
0.5468236,-0.58930624,-0.423683,-1.5315052,0.09113919,0.030127134,-0.0026195557,0.1467149,-0.37492225,-17.866852,-1.9739716,-3.8239505,-0.4128437,GAB,False
-0.17772603,-0.7656355,-0.13688813,5.511676,-1.4941498,-2.6075196,-0.4098646,0.2635896,-0.84311056,25.737185,2.079609,0.8167125,0.102785446,GMB,False
-0.3155753,-0.023150437,-0.09546652,6.4343834,0.4442888,0.45624182,1.0799859,0.2570682,-0.45004675,29.87224,6.6781287,0.6976979,0.33242184,GHA,False
1.0456377,-0.014744244,-0.38141268,-0.7312035,0.26517877,1.6050031,1.2175224,0.64124423,3.2828832,-4.5474524,-1.2721273,0.31494462,-0.25179347,GEO,False
2.0191457,0.22603583,0.10098057,6.6449513,-0.14154819,0.08038758,-0.8129308,-1.1647351,-2.746503,-12.830646,-2.0064297,-2.1311173,-0.03371259,GUY,True
-1.2832638,-0.41403744,-0.2567239,-0.43698475,0.28483015,0.82251835,0.9824162,0.6090509,3.9123833,-6.5010376,-0.1059265,1.9025393,0.11619527,GRC,False
0.06099582,-0.21003632,0.68166584,-1.0938873,2.0074282,0.8038311,-0.98384255,-0.27652642,-0.56891507,-3.589473,3.4412372,0.24520737,0.030212943,HND,False
-0.4057249,-0.35915658,-0.12759168,0.55044657,1.287482,0.46011227,0.050981805,0.5830708,-0.6290363,28.823893,10.150517,0.923786,0.26650324,GIN,False
-0.5433406,-0.08233708,0.23847231,-3.1068444,-1.0986987,0.17253695,-1.076709,-0.6332678,-0.9859433,-10.004747,5.670402,0.30117664,0.037556075,GTM,False
-1.1798228,-0.5490571,0.80236864,-5.8936634,-0.09288682,-1.3732975,0.7795146,-0.5984388,1.1513898,-18.866951,-2.2618718,-0.35260394,-0.5867819,IRL,False
0.31897074,0.27927068,-0.08977775,1.7856601,0.19937314,0.65040576,0.2083473,0.61631924,6.35091,23.94732,0.3062547,2.8122387,0.9003241,ISR,False
0.4215855,0.27125102,-0.08658355,-1.2222279,0.5684027,1.8084854,4.925493,5.262873,1.887474,44.15683,8.143601,0.60189915,2.0918994,IRQ,False
1.5694792,0.05307505,0.25866598,9.348836,1.4698831,1.390108,-0.10944088,0.54271317,1.2723403,42.41752,2.675933,1.0341644,0.9965528,IND,False
1.688474,-0.18113814,-0.17649359,-5.9888825,1.5226996,0.10048361,-0.20541365,0.6898198,2.3488832,29.016178,1.0481915,0.4630157,-2.1629195,IRN,False
-1.2040608,0.16054901,0.47598937,0.45096812,-0.056776308,0.033026204,-1.7053736,0.6567439,-2.1560297,-4.5369897,-1.9627182,-1.5534321,-0.39247334,HTI,True
1.5495129,-0.6350975,-0.2859165,14.48893,1.0330789,-0.12677778,0.3911914,-0.22903551,0.8013248,-16.480354,-1.2717195,3.1053233,-0.12329708,HRV,False
4.188232,0.7746584,-0.21271044,15.794432,0.96744883,-0.6135666,0.9962972,-0.32206726,0.5776403,-15.670829,-0.71980184,2.026478,-0.18105508,HUN,False
0.77215093,0.6676918,-0.10951166,-0.33318073,0.3639528,0.063897565,0.20807974,0.44744092,5.042581,42.096333,-5.033021,1.9357228,2.6445131,JOR,False
-0.3161802,0.27593684,-0.3155764,-4.451316,-0.2880261,-0.40168342,0.8489184,-0.17367744,0.50809306,-18.675697,-2.9195938,-2.3807743,-0.71823263,ISL,False
-1.7501669,-0.035260137,0.72398514,-0.29857808,-0.39692166,-0.30241734,-1.2746601,-0.10950956,-1.4921193,-19.828672,-0.15235175,1.090094,0.08957685,JAM,True
0.917249,-0.08027569,-0.18821336,-4.105343,-0.25104514,-0.5133047,-0.3896709,0.60386086,-0.48319015,-11.208316,-1.0127043,0.38810444,-0.24165145,IDN,False
-1.2401251,0.052530818,-0.18751974,-1.1186373,-0.06461537,0.25567454,-0.9722729,-1.15249,-2.921718,-9.334194,-3.0788398,0.6146069,0.16049683,KEN,False
-2.0889728,-0.090471014,-0.34797004,-0.49481282,-0.028793126,-0.17267445,0.3128368,-0.3544203,-0.047483355,-12.50749,-2.644584,-0.29255146,-0.53389955,LBN,False
1.2725524,-1.3944358,-0.2172189,-10.863005,-1.2401866,-0.22309087,-0.968342,0.4409172,0.8493927,30.018848,-0.32954925,0.7684768,0.91364145,KWT,False
0.99936366,0.07555834,0.48994943,8.179198,-0.76696706,1.3524191,3.243578,1.7357616,0.7988611,42.93845,7.5962157,1.0144899,1.4168669,KHM,False
-0.9922534,0.19745752,-0.20516431,-5.034112,0.12905939,-0.058774345,-0.07869003,-0.14106186,-1.5971155,-17.275303,-2.8109105,-2.0447304,0.6161667,KIR,True
-1.7961142,0.27315035,0.45464513,-0.4461126,-0.0023433103,-0.012875373,-1.4186815,-0.06113447,-1.8176631,-17.298038,-4.1532054,-2.5471165,-0.38505983,KNA,True
3.7223697,0.29234716,-0.15896267,-0.36730844,0.4126437,-0.5069475,0.51453674,0.34018266,-0.1432492,21.625319,-0.06102138,1.1334068,0.53701097,KAZ,False
7.519846,0.5227816,1.877013,0.84827614,0.21924433,-0.3672621,0.27454025,0.80115384,2.5314095,-15.609554,-1.9238656,0.9648443,-0.4147634,JPN,False
-1.1382682,-0.5885416,-0.41175818,-1.704555,-0.54980713,-1.318445,0.025969943,0.33156773,0.7470515,-19.485998,-3.1484308,-1.1710869,-0.44574517,LTU,False
-2.5766528,0.421786,-0.10686106,12.025156,-0.94004196,0.77840424,-1.1992165,1.5470536,-2.1702197,-15.886765,-2.7671278,3.0002842,0.7229919,LSO,False
3.7950327,-0.083710715,1.6156384,-4.0546675,0.3453153,1.8625195,2.1162233,0.24492055,1.3947664,-16.235111,-1.9184909,1.0813142,0.6743009,KOR,False
0.81189936,0.83423,0.038782712,-7.0499277,-0.16224337,-0.1926587,-0.18478088,0.14623939,-2.9476445,14.205899,-5.7808857,-3.005965,-1.4229099,LKA,False
-1.5404216,0.5031047,-0.14305462,6.175576,-0.35173264,-0.6621055,0.2936132,-0.48584443,2.0165277,-12.282733,-1.8673786,0.39621252,-0.5070028,KGZ,False
-1.3929818,0.057108134,0.4482141,-2.4031982,0.15043,-0.03335369,-1.3787148,-0.1207179,-1.5103976,-17.242176,-3.413214,-1.9516444,-0.31978184,LCA,True
1.8114928,-0.256688,-0.37800592,-0.6500146,0.4245203,-0.15106659,0.09231989,0.13462712,-1.0683005,-17.108835,9.36712,0.76697826,0.051210538,LBR,False
4.302139,-0.48911753,-0.12751985,9.007467,-0.6018853,0.69272983,0.008507096,-0.35751593,-2.114783,23.265192,-0.7645468,1.2798936,-0.4305408,LBY,False
0.8057747,0.11447555,0.47400358,0.36157778,0.69824433,0.12407313,1.478071,0.8026,0.471364,29.227118,11.053103,0.57491696,0.585327,LAO,False
0.64633435,-0.68361545,0.2439983,-5.9835725,0.021220844,-0.19144972,-0.22880493,0.56672657,-0.46820882,15.380352,0.10124968,0.56185126,-0.38404885,MEX,False
0.99809206,-0.50511736,-0.25396535,8.277599,0.10812868,1.190348,0.91419935,1.2219038,0.28082314,-13.5153885,-0.48464155,0.95227444,-0.24461932,ITA,False
0.2817658,-0.4587208,-0.4456572,-7.218427,-0.5417601,-0.6721518,-0.89963156,-0.18602929,0.49861896,-16.75148,-2.994891,0.62370884,-0.4639127,LVA,False
1.8849494,0.101583004,0.57917625,9.241435,-0.8571381,0.6953345,0.3205637,0.74146324,4.6276107,27.871737,-0.84509057,1.3243619,1.8146936,MAR,False
-0.35909635,0.37178117,-0.10084478,-4.926292,0.07523355,-0.327322,-0.98431253,-0.0012648904,-0.5548101,-20.806887,0.8673884,-2.215952,-0.18783681,LUX,False
1.3343716,0.48560697,-0.076784745,9.531026,0.025579799,1.5117217,4.5838866,0.3624886,-0.27330017,44.41955,4.0127406,1.3527123,1.5942886,MLI,False
0.541762,0.20285122,-0.4158047,-6.655997,0.19863346,0.8249574,-0.1596615,-0.35073045,-0.6442472,-19.21205,-1.5557426,-0.099070445,0.5180128,MNG,False
1.4969883,0.79443705,-0.19482036,10.032641,1.8122054,-0.23071994,0.9052841,1.1918542,4.1756144,-9.7444,-0.15338314,2.6085026,0.27587324,MKD,False
-1.4627495,-0.13518877,-0.27371454,-2.0128067,-0.50865656,-0.2128044,-0.06986086,0.22881898,-2.5387,-18.987183,-3.8145921,1.4580176,-0.5483932,MLT,False
1.6702163,1.3104515,-0.17877007,18.50279,0.99312377,-0.09608775,0.5825447,0.9696157,2.0869865,-13.497717,-0.9732668,5.795312,-0.12058363,MDA,False
2.042397,-0.6306603,0.689899,-3.9559577,-0.5479094,0.55347717,0.12564419,0.4095806,-0.8912524,-2.9863951,-0.27400398,0.57035536,0.20550223,MDG,False
-1.3345459,0.35502094,0.71733534,-4.6374516,0.09435285,-0.03129527,-0.0037302922,-0.20321827,-1.55007,-16.399616,-3.134469,-2.0415814,-0.28693277,MHL,True
-1.0738441,0.5190352,-0.13007744,-4.9452004,0.18017344,-0.0731796,-1.2191302,-0.14126074,-1.6336944,-16.27585,-2.576084,-1.7582895,0.14425877,MDV,True
1.3289126,0.62548476,-0.06262352,14.866366,-0.3867037,0.98010314,-0.89861536,0.0983443,-0.9616362,25.636423,-7.922931,0.2367465,-4.1787868,NER,False
1.4026433,-0.1922684,-0.12421079,9.450283,0.995921,1.4256767,-0.17331013,0.3305755,0.17582667,44.66994,3.85229,1.1212562,0.81103677,NGA,False
1.7738171,-0.53741425,-0.08958658,-4.655045,-0.5846183,0.6655932,-0.922144,-0.52971405,4.205287,33.46198,-3.66813,2.5223162,-4.336237,MRT,False
-2.5342402,0.070498325,-0.18855938,-8.177594,-1.8581963,0.32122502,-1.236352,-1.6562132,1.6537782,28.847212,1.7747605,0.08922763,1.2387241,NAM,False
1.267557,-0.094492584,0.73426265,3.370042,0.8976863,1.1301154,0.22372323,0.6642686,2.6034226,20.03445,8.250835,1.742019,-0.14464754,MOZ,False
-1.9705902,0.2918549,0.4238199,-0.6434443,-0.37255514,-0.21498914,-1.3754716,-0.102283135,-2.53906,-17.774767,-4.0445075,1.7040266,-0.21452299,MUS,True
1.281745,2.3236308,0.5105962,2.7179835,1.713619,0.6633255,-0.05694807,0.533788,-0.28968138,30.725864,4.470004,0.7880948,0.29988545,MMR,False
0.28502005,0.30984104,-0.41692936,-1.2526332,0.1394365,0.3728903,0.0511796,0.3842868,2.1787326,-16.950602,11.424026,1.6378489,0.17652202,MNE,False
2.472981,0.33167514,-0.50445753,-6.680069,-0.2891977,-1.5287131,-0.35000363,-0.66287804,-2.220246,-13.837748,-2.4463093,-2.1588633,-0.51456827,NLD,False
0.1763713,-0.6371608,-0.34387138,-5.0494714,-0.12850377,-1.1704756,-0.18679,0.38033485,-0.75046563,-17.040268,-2.1957383,-2.6916356,-0.5379355,NOR,False
-0.965379,0.5473327,-0.083696276,-4.4917097,0.1411337,-0.07705046,-0.083155334,-0.115208715,-1.443498,-17.824871,-3.0189576,-1.7247144,-0.21688652,NRU,True
0.046914946,-0.29637724,0.05804385,-4.5622525,-0.2764872,-0.10711993,0.40582702,0.36364818,-0.8011242,-8.942703,-0.17343894,-1.5109007,-0.2076947,MYS,False
-2.5376341,0.4596505,-0.10188926,6.204236,-0.3179697,0.39607766,-0.25610316,0.45655173,-2.4233055,-12.564607,-0.5774426,0.43213654,0.10787744,MWI,False
0.6917785,-0.07951273,-0.29207414,-4.1054792,0.22965351,1.6414914,-1.9495487,0.519155,0.7789251,-7.552329,-2.2937114,0.37882012,-0.39356828,PAN,False
2.7866044,-0.26093355,0.59822834,-5.1558456,-0.5641088,-0.44635472,-0.30079013,-0.17321955,2.018114,28.979446,-1.12474,2.2200367,-2.4753175,OMN,False
1.5699216,0.7217355,-0.10934409,3.1071413,0.90127254,0.5759972,0.051162146,-0.57826114,1.2785244,26.984291,-4.620663,1.6781414,-1.5179561,NPL,False
-0.18873744,0.08820325,0.13764426,-6.751243,-0.091024175,0.09921212,0.40712523,0.37340185,0.0093085645,-20.707504,-0.2725912,0.29290006,-0.101425834,PNG,True
-0.47917357,-0.18822843,0.83986914,1.6788902,2.1309936,0.28376493,0.9274227,0.20076664,2.9768107,-4.5197005,2.9889457,1.9075441,0.24148408,PRT,False
0.49251282,0.25896513,0.24036615,14.078018,1.519348,0.5316438,0.06505765,0.4397865,1.8667507,40.45253,-4.259781,1.1977981,2.5630345,PAK,False
-0.35622355,-0.3350808,-0.4749133,-1.524331,0.26751763,-1.1208988,0.10927678,0.215606,1.7577002,-19.478771,-1.8921335,-0.5380884,-0.39086103,POL,False
0.57709897,0.012631221,-0.28854284,-1.8025239,-0.46734482,-0.0088327965,-0.8919987,-0.55111784,-0.71442163,-12.740529,-0.6666357,0.8831336,0.3092717,PER,False
3.4344594,-0.40008014,1.4371747,-5.6242743,0.23276006,0.50631416,1.3032193,-0.7971932,1.4835205,-17.414974,-1.7615587,1.1588061,-0.35032633,PRK,False
0.892813,2.4197478,0.22816211,-6.741332,-0.14008068,0.40109083,-0.43386233,-0.40034893,0.72430724,35.82918,-7.2235537,-2.955411,-2.340585,QAT,False
0.7734032,0.16639844,-0.11911074,0.09411877,0.45989066,0.19002323,-0.20206407,-0.08044335,-0.10717836,29.544847,7.0829024,0.68867457,0.32729605,PRY,False
0.48862424,-0.15057002,-0.3171893,-0.36303875,0.2331821,-0.31422323,0.9758454,0.3209438,-0.1511281,-5.3496566,-1.5826163,0.65371275,-0.601546,RUS,False
-0.9386359,0.3463719,-0.090708055,-3.0913117,0.0566675,-0.39758056,-1.1172949,-0.16959748,-0.8274567,-17.657898,-3.132837,-1.990761,-0.3741211,SGP,True
1.3784491,-0.5577746,-0.16744775,-3.3989275,0.69154054,1.634311,2.5271552,-0.43442634,1.3914548,46.355854,2.1973126,0.9127279,-4.56151,SAU,False
-9.129062,-0.17867005,-0.19877,-4.7237325,-2.1436257,0.61581963,-1.5221791,-2.3297074,1.5508603,10.594823,-13.187778,-0.10556238,-7.10678,SDN,False
-3.189853,0.3282096,-0.10728704,8.133452,-1.7990943,-0.9140536,-1.7364997,-1.4112179,-3.238326,-17.668472,-4.413849,0.28948402,-0.3595389,RWA,False
1.0529392,-0.3258749,-0.29256982,16.633888,1.0367407,-0.28898036,-0.0122984005,0.7171297,-0.30449647,-14.333377,-1.2166018,1.581082,-0.3000273,ROU,False
1.3349383,-0.66208994,-0.1726547,6.716662,-1.7788352,-2.5255466,-0.023171548,-0.24272917,0.56628615,27.077793,0.46022177,0.6535465,0.6415373,SEN,False
0.97297007,-0.3584813,-0.12042719,3.2943926,1.4823066,0.5347537,0.2705097,0.4804846,-0.6910738,29.339117,12.576965,1.1657622,0.21160433,SLE,False
-0.3805833,-0.8101953,0.07449434,-3.9446204,-0.20491055,0.7817417,-1.7942075,0.62107277,-1.986369,14.488072,3.4296565,0.1682723,-0.1955528,SLV,False
7.0133343,0.97388476,-0.23591004,17.928888,1.1878113,1.9621166,0.6778574,1.1280904,2.9482875,-14.719975,-0.80883104,2.7528276,-0.09650634,SRB,False
1.5718673,0.1078576,-0.27206436,-0.13149576,2.3093243,-0.111010365,-0.5630796,-0.6760613,-2.3162603,-5.993861,-2.6990306,-2.326733,-0.11432747,SUR,True
-2.639309,-0.05009997,-0.0871531,6.3786654,0.115195744,-0.34219012,-1.4541162,-0.3509809,-1.7722535,-17.913612,-3.9712873,-6.3122277,-0.39474434,STP,True
-6.506726,0.12247905,-0.13922636,-4.844895,-1.0972487,-5.250303,-1.2956961,-11.827141,-18.349619,13.43131,6.1052594,0.41413856,0.37859082,SSD,False
-1.376379,0.397288,0.48827097,-2.7791965,0.029174406,0.1448697,-1.477575,-0.19267777,-1.075589,-17.212812,-3.6379244,-2.2850826,-0.34995338,SLB,True
1.2712032,-0.7995106,-0.107538685,-3.3982441,-0.23261091,0.053467155,1.4904717,-1.195161,-3.4990747,23.30867,-7.1809587,2.0014498,-2.8639123,SOM,False
