rfl_rel,cfl_rel,ts_rel,agdr_rel,metdr_spei_rel,metdr_spi_rel,hw_fre_rel,hw_dur_rel,hw_sev_rel,ext_rel,fr_fre_rel,fr_int_rel,sds_rel,iso3,SIDS
-0.77999264,0.6137778,0.24854004,1.8864104,0.3318347,0.17050013,1.3974767,0.52941275,-0.5309982,31.964405,9.283875,-3.2460172,0.17386122,TGO,False
-1.1733704,0.5305101,-0.15369286,-4.331066,0.13042732,-0.072643995,-1.2937764,-0.12450976,-1.4520886,-16.157026,-2.9240632,-1.8759651,-0.29429033,SYC,True
0.24771607,-0.028744906,-0.30255377,-6.7677116,-0.1351866,-1.0402305,-0.7340206,0.46348426,-0.8073397,-17.299572,-2.1779072,-0.16552457,-0.51253283,SWE,False
1.6019876,0.43768364,-0.43843022,-2.2928054,0.010657316,-1.6778108,0.18563072,0.43908903,1.4133469,-19.266983,-1.9560003,-0.64223987,-0.31501922,SVK,False
-0.8596385,0.029066611,0.37584898,1.9754081,1.2612286,-0.05085052,0.1793292,-0.24726272,2.3988392,-5.65931,6.9740567,1.8557096,-0.28970006,SWZ,False
0.42709276,-0.7974211,-0.22380956,8.969018,0.32481617,-0.53066874,0.19664504,0.3125867,-1.6438819,-19.595911,-1.4016773,-7.542127,-0.7466258,SVN,False
3.6403286,-0.26178724,0.98907095,-1.03674,-0.04587227,0.19746865,0.71217877,1.2854482,-1.1316662,-1.4662338,-1.4101244,0.77695537,-0.25890186,PHL,False
0.40378493,0.5566737,-0.10000323,10.496416,0.13485633,-0.017132536,0.3046927,0.51544446,2.4387066,27.320602,-2.2302022,0.33167514,1.2266611,TJK,False
-0.539595,0.17897199,-0.14632985,-1.3815972,1.0564135,-0.15772676,-0.34758374,0.18460926,3.5045683,38.21704,10.362694,1.0986432,2.0046186,TCD,False
1.646271,-0.6484969,0.2987388,2.426413,1.6607274,0.66723377,-0.5853666,0.24630323,-0.10796769,30.546516,4.71898,1.0031269,0.43707144,THA,False
-1.3001548,-0.3688051,0.52768284,-5.804777,-0.0026888275,0.45746467,-1.310269,-0.25128597,-1.2642148,-18.195448,-2.2461667,1.0057374,-0.21519357,TLS,True
-1.414834,0.48400128,0.38799566,-4.4027085,0.14485198,-0.06285809,-1.4092398,-0.10727301,-1.5171033,-16.033176,-3.0029864,-1.8546935,-0.26315767,TON,True
-2.2131243,-0.006289225,0.5519995,4.693194,-0.42182803,-0.18447708,-1.4086046,-0.15607199,-2.2544932,-18.233393,0.5333908,-4.483606,0.062588446,TTO,True
-3.206094,-0.6411385,-0.15747584,16.616562,0.9595989,0.29400268,-0.44603157,-0.33976117,-14.068971,19.371897,-7.7785654,1.2360235,1.0522927,TKM,False
1.7122217,0.3002578,-0.12539116,10.10153,-0.16563237,1.4454829,0.038747616,0.2944054,3.2808018,40.201378,0.9824953,1.2538192,1.7569801,SYR,False
-2.1740346,-0.025700366,-0.1509145,6.782945,-0.4153985,-0.23605312,-0.75993973,-1.1187311,-2.603614,-16.876585,-0.69040495,0.24117565,-0.5697674,TZA,False
0.6160076,-0.7083115,-0.4892229,8.669943,0.71481293,-0.8281425,0.01286445,0.073750235,2.2879586,-15.839057,-1.5821024,2.7926028,-0.33396646,UKR,False
-1.3135018,0.4639836,0.34424853,-4.4915314,0.13066797,-0.080656186,-0.29121572,-0.14007908,-1.5132365,-17.478096,-3.0545743,-1.7938756,-0.23703131,TUV,True
-0.91931474,-0.09786986,-0.1682134,3.27106,-1.0951192,0.07711252,0.2572376,0.603876,2.2609594,15.561966,0.54170877,0.695916,-0.549343,TUR,False
5.3891377,-1.1546465,-0.20649552,-1.271612,-0.8263883,0.017123263,-0.15990172,0.72663796,-3.8977976,26.78991,-1.8259797,2.3257282,1.548296,TUN,False
-1.406656,0.39910156,0.45864302,-7.4966664,-0.004595839,-0.13834123,-1.3777261,-0.27610537,-1.4590476,-16.77479,-2.090036,1.1369487,-0.23541938,WSM,True
0.66952163,0.3201007,0.50761557,-5.5533104,0.2335603,0.765242,1.3776872,0.35798892,-0.30073828,18.938005,7.339209,0.83571607,-0.25015405,VEN,False
-1.4271251,0.044712573,0.40366843,-4.500579,0.15077658,-0.053441033,-1.4021224,-0.10598378,-1.5074457,-15.512089,-3.0912614,-1.8537629,-0.30653536,VCT,True
0.045756526,-0.2623509,-0.26938426,-0.7025196,-1.1789494,-0.41533902,0.31731075,-0.1956422,-0.5354055,-8.959589,5.2370563,2.372496,0.009222229,URY,False
3.279631,-1.0820999,0.32364526,-3.4096162,0.090288594,-0.5087135,-0.0315563,0.41216803,2.0884616,19.094225,-2.7270625,2.32841,-2.9944954,USA,False
1.2925981,0.65643084,-0.14052488,11.39217,1.1281377,0.17630357,0.061618865,0.06760223,-4.605092,30.738873,-4.516891,1.0617355,-1.6329591,UZB,False
-6.7839894,0.17829111,-0.12524273,5.3399463,0.66449314,0.05385787,0.12666544,0.3124768,-1.1121693,13.385755,4.8931155,1.0903507,-0.47580776,ZWE,False
-0.3537258,-0.014276447,0.34644762,-0.97397375,0.4965377,0.75780296,0.53932506,0.48080075,2.543159,-8.267283,6.793515,1.5824795,-0.28870764,ZAF,False
0.33950335,0.0066799917,0.0006123315,-2.1627474,0.6513246,0.3355773,0.31873125,0.6779172,-0.9480167,-4.984391,8.47705,0.5696783,0.0058296416,ZMB,False
0.724489,1.0141623,-0.3548004,-5.278955,0.34139165,0.79425836,-1.480039,0.53461266,-4.5963726,16.539581,-4.165163,-2.587677,-0.098775364,YEM,False
-1.457171,-0.6346542,0.54208475,-4.027067,-0.029205509,0.47355726,-1.419449,-0.20526458,-1.389931,-16.235231,-2.3342922,-2.1628063,-0.2838912,VUT,True
2.3817117,2.4859092,0.5276266,8.8621645,1.6509508,0.2728195,0.1779197,0.41713762,0.912622,30.298782,2.0064132,0.61543584,0.08854765,VNM,False
-1.5892365,0.40373176,-0.0693292,8.766231,2.2158568,0.79793286,-0.57517123,0.7235185,-0.6360182,-6.4124937,4.6603646,1.4190613,0.26474357,UGA,False
-0.9895539,-0.40505272,0.83889,-6.0791106,0.043604363,0.55142254,-0.06543836,0.22812216,-0.78762174,-20.29559,-2.0184076,0.67493814,-0.5029584,NZL,False
