ISO3,name,ucode,sum
ATA,Antarctica,ATA_V1,0.0
AIA,Anguilla,AIA_V1,992.9208222318002
ESH,Western Sahara,ESH_V1,23424.3528315402
PYF,French Polynesia,PYF_V1,11539.786286090095
PYF,Clipperton Island,PYF1_V1,0.0
NCL,New Caledonia,NCL_V1,11020.489786685348
BMU,Bermuda,BMU_V1,3941.3153288181916
GIB,Gibraltar,GIB_V1,724.517918837538
VGB,British Virgin Islands,VGB_V1,2016.0781088168615
CYM,Cayman Islands,CYM_V1,1373.900860425202
FLK,Falkland Islands (Malvinas),FLK_V1,155.09652773058343
MSR,Montserrat,MSR_V1,0.13157499581575394
PCN,Pitcairn,PCN_V1,0.0
SHN,Saint Helena (Ascencion),SHN1_V1,0.0
SHN,Saint Helena (Gough),SHN3_V1,0.0
SHN,Saint Helena (Tristan da Cunha),SHN2_V1,0.0
SHN,Saint Helena,SHN_V1,23.059678318386204
TKL,Tokelau,TKL_V1,200.51926740258338
TCA,Turks and Caicos Islands,TCA_V1,1343.794918537673
ASM,American Samoa (USA),ASM_V1,8310.827855040507
GUM,Guam (USA),GUM_V1,29766.160960417215
VIR,United States Virgin Islands (USA),VIR_V1,673.202448720906
GRL,Greenland,GRL_V1,2281.9241294121052
EGY,Bi'r Tawīl,EGY1_V1,0.0
xAP,Arunachal Pradesh,xAP_V1,94379.18678065063
xSK,Senkaku Islands,xSK_V1,0.0
xRI,Kuril Islands,xRI_V1,647.997330843639
SDN,Hala'ib Triangle,SDN1_V1,2530.3105816911243
SSD,Ilemi Triangle,SSD1_V1,0.0
xAB,Abyei,xAB_V1,0.0
xAC,Aksai Chin,xAC_V1,334.56338367573187
xJK,Jammu and Kashmir,xJK_V1,662810.0728348081
xJL,Sovereignty unsettled,xJL_V1,13844.335088398542
xPI,Paracel Islands,xPI_V1,0.0
xSI,Spratly Islands,xSI_V1,0.0
xSR,Scarborough Reef,xSR_V1,0.0
xxx,China/India,xxx_V1,357.0673667096478
MAC,Macao,MAC_V1,2166.1569566287244
HKG,Hong Kong,HKG_V1,73829.8872125012
TWN,Taiwan,TWN_V1,205837.94551538123
AFG,Afghanistan,AFG_V1,1518299.517489039
AGO,Angola,AGO_V1,945850.5841751264
ALB,Albania,ALB_V1,22484.31512149504
AND,Andorra,AND_V1,5765.58452597907
ARE,United Arab Emirates,ARE_V1,54313.24835699747
ARG,Argentina,ARG_V1,3340097.9363179957
ARM,Armenia,ARM_V1,67819.93544703776
ATG,Antigua and Barbuda,ATG_V1,2508.276903569884
AUS,Australia,AUS_V1,1474975.1337828096
AUT,Austria,AUT_V1,507160.3889975043
AZE,Azerbaijan,AZE_V1,656704.4043023752
BDI,Burundi,BDI_V1,507758.2232993841
BEL,Belgium,BEL_V1,1018685.2467272922
BEN,Benin,BEN_V1,55954.02470270863
BFA,Burkina Faso,BFA_V1,2005.8898712992668
