iso3,P2_electricity_access_value_normalized,P2_DTP1_access_value_normalized,P2_DTP3_access_value_normalized,P2_Skilled_birth_coverage_value_normalized,P2_Stunting_value_normalized,P2_Child_Food_Poverty_value_normalized,P2_Lower_secondary_out_of_school_value_normalized,P2_Lower_secondary_completion_rate_value_normalized,P2_Learning_poverty_value_normalized,P2_Child_labor_value_normalized,P2_Child_marriage_value_normalized,P2_Child_poverty_value_normalized,P2_Under_five_covered_by_social_protection_value_normalized,P2_Under_five_mortality_value_normalized,P2_Basic_hygiene_value_normalized,P2_At-least_basic_drinking_water_value_normalized,P2_At-least_basic_sanitation_value_normalized,P2_arithmetic_avg,rank_reverse
PAN,0.5555555555555554,1.4000000000000021,4.482758620689654,0.21582733812949684,2.6530612244897958,,,,7.948695935701062,0.33333333333333326,0.7656612529002319,,2.329999999999999,0.3412656322082441,,1.8791062138461534,3.248307385555556,2.5785374662586307,84.0
POL,0.0,0.0,0.6896551724137936,,0.0,,,,0.2684923975091231,,,,0.0,0.0,,2.809940367692306,0.0848176422222231,0.32429274332294206,167.0
PRT,0.0,0.0,0.0,,0.44897959183673475,,,,0.5239706039428705,,,,0.8499999999999996,0.0,,0.34153827692307637,0.022745365555556063,0.33418200283648686,166.0
QAT,0.0,0.0,0.3448275862068968,,0.8979591836734695,,,,1.9009341189735784,,0.08280662452996239,,9.87,0.029760407066829836,-1.7763568394002505e-15,0.0016965938461535046,0.007050546666667046,1.8427597966405351,119.0
KOR,0.0,0.0,0.1724137931034484,,0.163265306122449,,,,0.024219011005602087,,,,6.470000000000001,0.0,,0.0,0.030071821111111063,1.1216652486752372,143.0
ROU,0.0,3.8000000000000007,3.275862068965517,,1.2244897959183674,,1.5517241379310347,,,,,,0.0,0.05027725774895819,,0.0,2.1012791533333335,1.0392919096533666,149.0
KNA,0.0,0.1999999999999993,0.1724137931034484,,,,,,,,,,9.47,0.20391880121412442,,0.21356090307692277,0.5607117200000005,2.546298260946767,86.0
LCA,0.0,0.0,0.0,,0.36734693877551017,,,,,,0.022401792143371468,,9.49,0.062271146094944496,1.3339517552083322,0.2707230769230762,1.746651705555557,1.8431881204849139,118.0
VCT,0.0,0.0,0.0,,,,,,,,,,9.88,0.0,,0.46305145692307725,1.549118977777777,2.7215213043376068,80.0
WSM,0.18888888888889,0.0,2.2413793103448265,0.9064748201438846,1.5102040816326532,3.4571890145395803,0.7180976034482759,0.3461816840110199,,1.5641025641025639,0.010600848067845427,,10.0,0.39729363680130764,3.183276832291666,0.10415409692307698,0.33239295888888876,2.3201821788925554,97.0
TON,0.0,0.0,0.0,0.0,0.12244897959183676,1.8739903069466881,1.6787017241379312,3.3040964604877114,,6.435897435897436,0.00340027202176174,,10.0,0.18368136780692806,2.1292885427083332,0.2199835553846139,0.7591841611111114,2.561300149107138,85.0
STP,2.4444444444444446,2.1999999999999993,1.8965517241379288,0.23021582733812807,1.836734693877551,3.408723747980614,0.9446329137931037,4.557746185566099,,2.4358974358974357,0.04040323225858069,,8.28,0.7162600114339523,5.926407863541667,4.099386484615385,6.677380707777779,3.266979590535102,68.0
SAU,0.0,0.1999999999999993,0.1724137931034484,,2.0612244897959187,,,,3.0953240645559155,,,,6.98,0.056516376519710754,0.3576659104166655,0.05409669076922974,0.48377663222222367,2.1026193232847894,108.0
SYC,0.0,0.0,0.6896551724137936,,1.0612244897959184,,,,,,,,9.65,0.027410879519161907,,0.34964168923076855,0.033333333333333215,2.232001587613679,99.0
