ISO3,name,ucode,pop_exposed_total,pop_River_Flood,pop_Coastal_Flood,pop_Tropical_Storm,pop_Drought,pop_Heatwave,pop_Extreme_Heat,pop_Fire,pop_Sand_and_Dust_Storm
ATA,Antarctica,ATA_V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRL,Greenland,GRL_V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Afghanistan,AFG_V1,9143163.26513486,1273924.9789041341,0.0,0.0,7909883.6734141875,8188568.114465466,5764194.117584484,232019.98974572791,5752402.245133021
AGO,Angola,AGO_V1,2884412.5605969667,430173.27863860625,2661.8496786418646,0.0,2124594.740140627,2877798.7635739436,1798824.5369731819,1346041.9057299865,364987.09804242593
ARG,Argentina,ARG_V1,2425590.511629885,801959.0244268199,2312.1339174182795,0.0,2085470.2439070665,2364144.219604009,1331069.4568693,1209879.1455900632,27335.161290601503
AUS,Australia,AUS_V1,786853.380812323,197537.78536786773,29681.99996837423,592111.9420004861,373188.0564472834,630367.0922344701,409672.2233381869,335257.5180833468,34332.816579567516
BOL,Bolivia (Plurinational State of),BOL_V1,1593909.334765279,152903.07661769364,0.0,0.0,1272759.4903538069,1593712.3717301332,1441855.0355949153,564369.1603692906,68723.33302910633
BRA,Brazil,BRA_V1,1.118084402769634E7,1478488.5407870952,1109.4762812191918,0.0,8191628.416378052,1.1149099398885366E7,1.0155271063693997E7,5081124.251693436,87950.59890621222
BWA,Botswana,BWA_V1,287539.2377075943,59386.90480181312,0.0,0.0,84356.01797854982,282587.4525640036,284748.80666288256,164916.63794074263,27200.361961696322
CAF,Central African Republic,CAF_V1,2851434.7121001845,165054.85527866278,0.0,0.0,2649755.1760119447,2851434.7121001845,2827426.781629445,1805620.2555487787,94.06114068627357
CAN,Canada,CAN_V1,407903.761981452,190478.74795597166,12117.952670649116,162736.5434871265,378451.5708928255,400465.1339861045,0.0,85804.33741786769,5296.981435487307
CHL,Chile,CHL_V1,83558.01784413218,21345.06758902666,122.72315385645115,0.0,51765.78227599847,69836.90895572284,0.0,69784.07493576777,41539.91191497073
CHN,China,CHN_V1,1.2450755612957504E8,5.763724111074422E7,1.252759920046441E7,9.861564028561676E7,9.894357291435829E7,1.0103026375269477E8,4.646088865375238E7,1.2440330832206143E7,1182158.5968079714
CIV,Côte d'Ivoire,CIV_V1,5056717.102002862,271645.9842435215,332.3673438631729,0.0,4006615.337411808,5056352.696476327,4830421.038710418,1502934.4694791932,426.552428342402
CMR,Cameroon,CMR_V1,4498916.318299687,713804.7538742993,439.35525847299425,0.0,3955994.9819860575,4491678.192351374,3930494.580404367,1339343.0511886422,37708.57953381416
COD,Democratic Republic of the Congo,COD_V1,1.8323969505104657E7,1404376.7601150216,0.0,0.0,1.4194102143990628E7,1.8322867405970823E7,1.5743193236289317E7,1.267744914177841E7,39392.53000912891
COG,Congo,COG_V1,288450.94907135225,209247.55299394563,58.134544715060684,0.0,260559.69329378085,288149.95128738554,95061.84771510672,83894.92668107456,17704.0478999392
COL,Colombia,COL_V1,2592735.409223598,626262.522734253,16911.949414898503,878860.7495536822,2129367.882923853,2589621.984350953,1572257.9822858768,445820.8472774262,33037.82025726963
DEU,Germany,DEU_V1,241625.81146486927,203249.63544730583,24027.104899983722,0.0,196554.05541322523,241297.1422963531,0.0,62837.29057085674,302.9602201671903
DZA,Algeria,DZA_V1,1.0820525786929738E7,245863.7573717861,38.18110415665433,675923.5603425644,8249083.328398929,1.0742960470082141E7,9946236.682822619,1926197.7005126295,3510125.4940483803
EGY,Egypt,EGY_V1,3.085579194834933E7,1.969883027108241E7,918002.7652391762,0.0,2.6101613785309926E7,2.775397981111333E7,2.9616279584279086E7,1038957.6083036936,1906938.4134547994
ESP,Spain,ESP_V1,3905179.220756357,174989.69593063768,4009.7603101770187,3654269.9099676604,2817681.1948904335,3839359.297163487,2495419.213343161,601170.1587516004,267908.9587030725
ETH,Ethiopia,ETH_V1,7173008.365289095,531806.6151740242,0.0,0.0,3461790.128949948,7173008.365289095,4877136.165219688,2732406.156884963,3765366.8209961676
FIN,Finland,FIN_V1,3033.244401237482,2977.755487238524,487.54853018228823,0.0,2442.7606040489463,3032.4086139748647,0.0,98.73218297411222,63.43228494106591
FRA,France,FRA_V1,716379.2951315122,299735.48417020024,39907.99497339044,258710.58272837917,624951.4159032017,712057.693228717,14155.779217748612,229026.62647581263,2368.552409692603
IDN,Indonesia,IDN_V1,6287248.974724715,2794475.116936013,198822.97658407787,821353.7871001879,5333615.809238616,6096869.041011225,2770907.4656798067,1504173.9351112787,17200.697849506643
IND,India,IND_V1,2.3499322570135286E8,6.983578803525324E7,339124.2785564424,1.30395034562257E8,2.230053137749426E8,1.0169579051463595E8,2.280046390728596E8,1.5731886654949868E7,5374898.326745937
IRN,Iran (Islamic Republic of),IRN_V1,9623697.147445612,2439160.529914566,94859.89701665037,288156.29625062196,4574274.377248431,9207169.08124753,8735285.005074857,1113188.2968336032,5388706.480120356
IRQ,Iraq,IRQ_V1,1.5894472096887913E7,9840646.840005886,22153.471034531143,0.0,6234178.859493813,1.5894129735415548E7,1.5894080344313886E7,2978072.4958153735,5293386.714233827
ITA,Italy,ITA_V1,864196.0782689456,373513.86617483554,35891.924262050656,0.0,852938.7394064621,853867.8414753025,158546.87298296762,369090.28443578247,309.40198879356217
JPN,Japan,JPN_V1,8165490.374146397,2897389.263036652,2042057.5673239487,8165490.374146397,6280284.774045951,7232121.757646814,0.0,474269.85588935215,6022.768307040798
KAZ,Kazakhstan,KAZ_V1,1672414.9718998298,542361.9983067489,0.0,0.0,1104410.7569122466,1512049.9387107221,1365505.4667440234,352655.7593159852,496024.27803786716
KEN,Kenya,KEN_V1,3229404.189907114,273609.9370106491,324.8019093779993,0.0,1726953.169955412,3203322.3495298713,1811667.940666296,1447542.732581709,1638477.00328446
LBY,Libya,LBY_V1,1575293.8999241535,73552.72597521683,13076.41130043932,0.0,1254335.6345263494,1542809.7955492013,1438509.4494853215,135858.90378699955,731534.4824379971
MAR,Morocco,MAR_V1,1.014987277867809E7,436211.65406533924,2894.184149450545,1.014987277867809E7,8021400.799852465,9983277.130013473,6326899.546507671,717169.4709599455,2373098.1971980482
MDG,Madagascar,MDG_V1,4917079.034670192,1445006.814184356,262789.66802168393,4917079.034670192,1422096.9357461939,4714104.192166011,2290275.671439939,1248494.8638770033,126580.02778027499
MEX,Mexico,MEX_V1,1.057299003023203E7,1664224.0854659104,78597.96486700763,7661304.427446577,5552599.402562764,9487598.830355218,7066218.02279134,3047006.976085002,1042074.4789310192
MLI,Mali,MLI_V1,1.0876244526386686E7,1271410.4968371983,0.0,0.0,8927053.045221483,1.0778281633224063E7,1.0876244526386686E7,1397645.8015255881,1886550.0209218387
MMR,Myanmar,MMR_V1,1.1625128455533551E7,3004887.619589543,804160.3901122018,1.0009564277272284E7,9571706.56870246,1.1390545606045404E7,1.0985703787380138E7,1326722.8989487365,86489.24233436331
MNG,Mongolia,MNG_V1,18486.361342945787,14204.55422685794,0.0,0.0,3852.3806944736175,18441.62912321901,172.13600145802997,8972.457769349929,11376.174749822081
MOZ,Mozambique,MOZ_V1,1.0859540607160075E7,824244.7879623704,69381.60997075128,9401307.203633903,8156500.192566333,9069075.621557176,5242042.47398298,5131664.29175481,23948.42792678101
MRT,Mauritania,MRT_V1,1401552.414612811,203134.22555509335,4332.609807573604,43571.518021851116,167329.88894960942,1255860.2933972902,1393591.951813497,120665.67066710631,1304897.7572443734
MYS,Malaysia,MYS_V1,881349.4831519087,560124.6511393401,14998.057708195256,12913.610798622905,725551.9077954928,867263.9261413345,431485.3199506591,134875.31486752606,1582.3390429493734
NAM,Namibia,NAM_V1,475522.371277197,207063.09878892015,26.908151063684592,0.0,81474.82761823309,472235.9260576951,464844.63698080037,176405.6348314255,90471.42233019827
NER,Niger,NER_V1,7321363.769336429,680624.4011468127,0.0,0.0,5812179.970421784,5309390.987804937,7321302.274933365,279273.4230294521,4321027.302708426
NGA,Nigeria,NGA_V1,8.110043194515711E7,6111620.090406789,125554.18690252035,0.0,7.845976724480972E7,7.955384623438218E7,7.98419556209981E7,1.0670043626548752E7,478826.45447130996
NOR,Norway,NOR_V1,5207.180100429661,5095.181371702729,656.7000605197143,0.0,4232.924240717588,5207.180100429661,0.0,434.8828952440505,6.088138619161499
OMN,Oman,OMN_V1,1032297.8784028093,105678.17088515473,4967.958052793857,822862.2154873919,138377.85398689596,539081.0058588154,965867.1355333014,42995.09258766021,902246.192187831
PAK,Pakistan,PAK_V1,7.59654840366878E7,3.599702726615774E7,12430.44802857404,1.5823594969784312E7,6.568634824107024E7,5.935103253846933E7,7.586804152227376E7,2917601.2724027354,1.1301990246057795E7
PER,Peru,PER_V1,1174760.6961683468,311839.6356015823,1698.1958353116172,0.0,981026.7020253993,1173891.6873911568,395884.27068302955,478289.77248064935,337284.185738231
PNG,Papua New Guinea,PNG_V1,154659.8059264167,32779.40025360885,7615.654085055425,144555.10002708054,122955.28347122186,151893.37734662753,1215.3012887835503,34201.25645379988,55.835933551192284
POL,Poland,POL_V1,188428.29323168815,120298.54165773149,22631.925246378836,0.0,167166.2594562063,188385.14633541382,0.0,72058.0891458728,427.7260359020821
PRY,Paraguay,PRY_V1,555613.092114592,90928.22871854706,0.0,0.0,436683.65607413446,517957.5616989766,527087.8631384162,278071.1115245096,129.53471329808235
RUS,Russian Federation,RUS_V1,1503616.1566354968,653047.9927520924,6914.646494621184,79205.3614142999,1376979.92632479,1477349.6452264474,265967.9746372899,705806.320328404,48868.320164964585
SAU,Saudi Arabia,SAU_V1,5745188.715374729,472479.2300261977,12306.403814484764,1.4862619976629503,329646.5670794549,5738168.241885081,5690099.612097448,444103.8542307635,5306108.624428601
SDN,Sudan,SDN_V1,2.093592498484256E7,3940333.659423089,44.14576185030096,0.0,1.3720583624540009E7,2.09349887567487E7,2.0890681685263656E7,2261114.6841795747,1.0323893255152829E7
SOM,Somalia,SOM_V1,5206506.489725168,1169301.3577795876,2698.0310911526867,570082.2628732522,1991490.82985363,5203617.629312756,4523555.40221347,356618.58421478036,4019600.863700897
SSD,South Sudan,SSD_V1,5246985.55574315,1478299.858242503,0.0,0.0,4419327.814860481,5246985.55574315,5244686.206979208,3291685.288906037,26718.27386513632
SWE,Sweden,SWE_V1,7703.557585654977,3481.9763225208235,1538.8671041455568,0.0,7151.329514165003,7689.575547585799,0.0,3350.183556862673,26.265960053598974
TCD,Chad,TCD_V1,8895579.09759104,1515772.0530361899,0.0,0.0,6241508.26511101,8856047.88029562,8885845.092891334,2107500.57991296,2185912.906824735
THA,Thailand,THA_V1,1.0212473686557408E7,4334662.840204794,31239.44729093488,5833621.7988137845,7716507.985593314,1.0182608957097976E7,9480333.223834664,539911.6300569504,8461.378960929293
TKM,Turkmenistan,TKM_V1,2405853.4557179394,936221.2476595386,5675.310375707635,0.0,2095848.7349935651,2333478.844122603,2400798.3807205185,133982.6273642718,565127.76960505
TUR,Republic of Türkiye,TUR_V1,5548355.278189101,315269.4489358599,4225.495689912317,0.0,5352204.465162197,5405225.038142434,4760738.287423156,1248020.8405331615,705129.246207765
TZA,United Republic of Tanzania,TZA_V1,2743040.029919019,321468.3559523172,647.3504488281176,4482.605407188255,2646069.324159129,2733815.6627321914,325574.46649030835,2211198.4964297093,96454.00360024997
UKR,Ukraine,UKR_V1,310032.38339571893,166841.24205739924,2533.3722566038405,0.0,304619.9193126157,303652.72972783423,0.0,156313.61955094765,3270.312889515645
USA,United States of America,USA_V1,1.7977208874678515E7,3004863.8304236503,504717.2003098485,1.1188240430851445E7,9498122.549440682,1.7218303912026137E7,1.2745297947439894E7,3648446.706522234,1018099.0995797722
UZB,Uzbekistan,UZB_V1,7313348.22714854,1407483.0336040307,0.0,0.0,6952096.065767926,6866254.919697365,7239902.632232142,377226.2180792136,634958.264204091
VEN,Venezuela,VEN_V1,4636816.2298694905,509171.2737367226,35096.06660049026,3291910.7391591743,2829741.7317300905,4586300.833739693,2978056.1738772513,1424476.098891571,75395.00728654236
VNM,Viet Nam,VNM_V1,2.2989681945792608E7,1.202662211278757E7,4404904.193999373,2.298944809829747E7,1.863789580515781E7,2.112908391032586E7,1.4602027074296504E7,1508834.93553688,114983.95549723516
YEM,Yemen,YEM_V1,5006473.033320377,273755.26234024117,15784.959685215688,952037.1854967783,1903425.1887283332,4932488.788486597,4365976.450440668,148541.76336834303,4164531.6049754648
ZAF,South Africa,ZAF_V1,2130583.4954508897,93638.01348808488,955.962101278692,631339.9489638561,1710002.2237365805,1998684.5714312955,672647.8430510118,1382519.146549135,223532.91224058878
ZMB,Zambia,ZMB_V1,1588332.6553490942,179168.0031473175,0.0,0.0,891694.4194114899,1581092.685860654,977489.32035971,1356432.1156875277,3693.097982564501
ZWE,Zimbabwe,ZWE_V1,2413356.3204982523,48594.91179493303,0.0,70742.31100119906,2325835.373855216,2348410.741074496,1217836.2905825903,1306523.1837130433,62381.779468538756
AIA,Anguilla,AIA_V1,3107.597932745628,0.0,46.99044979489685,3107.597932745628,3107.597932745628,3107.597932745628,0.0,0.0,0.29965670430557984
ESH,Western Sahara,ESH_V1,106769.50801147531,9922.400270246408,3470.1228429241505,103506.36247123788,11001.575032541361,76167.81297984839,49687.61869211847,0.0,106519.53145126348
PYF,French Polynesia,PYF_V1,1019.7362330264029,0.0,0.0,1019.7362330264029,993.3350739745972,1000.195735019314,0.0,45.941657058894634,0.0
PYF,Clipperton Island,PYF1_V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCL,New Caledonia,NCL_V1,17563.30412456922,0.0,781.901738963391,17563.30412456922,11329.969379961329,17248.920823127777,0.0,7291.307693242071,33.31509102322161
BMU,Bermuda,BMU_V1,10747.096570240634,0.0,0.0,10747.096570240634,10747.096570240634,10747.096570240634,0.0,0.0,268.5364151291987
GIB,Gibraltar,GIB_V1,52.13620390611536,52.13620390611536,0.0,52.13620390611536,0.0,0.0,0.0,52.13620390611536,0.0
VGB,British Virgin Islands,VGB_V1,7298.016267310233,0.0,0.0,7298.016267310233,7298.016267310233,7298.016267310233,0.0,0.0,0.4286092730129466
CYM,Cayman Islands,CYM_V1,6006.030127672593,0.0,877.6215164031984,6006.030127672593,5558.970208387965,6006.030127672593,0.0,0.0,0.0
MSR,Montserrat,MSR_V1,677.751950727758,0.0,0.0,677.751950727758,677.751950727758,672.1994577254923,0.0,5.468173000961542,0.7663469985127449
PCN,Pitcairn,PCN_V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHN,Saint Helena (Ascencion),SHN1_V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHN,Saint Helena (Gough),SHN3_V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHN,Saint Helena (Tristan da Cunha),SHN2_V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHN,Saint Helena,SHN_V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TKL,Tokelau,TKL_V1,787.1627872632685,0.0,0.0,787.1627872632685,787.1627872632685,787.1627872632685,0.0,0.0,0.0
TCA,Turks and Caicos Islands,TCA_V1,8952.640602840078,0.0,135.39943554997444,8952.640602840078,8952.511164984578,8952.640602840078,0.0,0.0,305.0396711775704
ASM,American Samoa (USA),ASM_V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUM,Guam (USA),GUM_V1,3531.9084452199963,0.0,222.2100706059931,3531.9084452199963,3309.698374614003,3531.9084452199963,0.0,0.0,0.0
VIR,United States Virgin Islands (USA),VIR_V1,17109.020676481756,0.0,20.2311854941807,17109.020676481756,17109.020676481756,17109.020676481756,0.0,0.0,1.0739631699288592
EGY,Bi'r Tawīl,EGY1_V1,250.06046407669783,0.0,0.0,0.0,0.0,250.06046407669783,250.06046407669783,0.0,250.06046407669783
xAP,Arunachal Pradesh,xAP_V1,2594.854091639495,1767.1142549466854,0.0,0.0,716.6876081703632,2592.814362625456,0.0,2560.375615812838,160.1666621415054
xSK,Senkaku Islands,xSK_V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xRI,Kuril Islands,xRI_V1,155.4661986602299,0.0,41.78519765895942,155.4661986602299,2.7441522800288274,152.72204638020108,0.0,113.68100100127049,0.0
SDN,Hala'ib Triangle,SDN1_V1,4507.835320416612,0.4641200006008148,88.95392294257296,0.0,0.0,4507.835320416612,4507.835320416612,0.0,4445.845984117066
SSD,Ilemi Triangle,SSD1_V1,2371.0191631498033,8.465173959732056,0.0,0.0,132.7584504021478,2371.0191631498033,2371.0191631498033,223.47721598576754,2302.2994952084714
xAB,Abyei,xAB_V1,76529.05588913454,55788.53569486585,0.0,0.0,69537.67718169584,76529.05588913454,76529.05588913454,60042.336975495135,0.0
xAC,Aksai Chin,xAC_V1,1.8297560289502144,1.8297560289502144,0.0,0.0,0.0,1.8297560289502144,0.0,0.0,1.8297560289502144
xJK,Jammu and Kashmir,xJK_V1,1233171.7686192142,320958.68047403975,0.0,0.0,1219808.5599509205,1198502.9082031844,912396.3056526753,88550.53263717552,34536.24106842269
xJL,Sovereignty unsettled,xJL_V1,17.422276205525677,0.0,0.0,0.0,17.422276205525677,17.422276205525677,0.0,17.422276205525677,0.0
xPI,Paracel Islands,xPI_V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xSI,Spratly Islands,xSI_V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xSR,Scarborough Reef,xSR_V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxx,China/India,xxx_V1,24.3998358182463,24.3998358182463,0.0,0.0,0.0,24.3998358182463,0.0,0.0,24.3998358182463
MAC,Macao,MAC_V1,10214.463602974833,9506.334397394981,1074.3536919406815,10214.463602974833,0.0,10126.731119234888,0.0,0.0,0.0
HKG,Hong Kong,HKG_V1,39366.51708302781,9194.20364874035,29139.71343793319,39366.51708302781,0.011476862189524314,35045.41888163527,0.0,130.02800092638708,9012.240952656257
TWN,Taiwan,TWN_V1,655316.9745420022,464639.1296173562,64243.34464651397,655316.9745420022,138358.9354362059,618133.6320747255,0.0,88653.3503168668,3254.49918605168
ALB,Albania,ALB_V1,66909.4156181503,47215.43788731686,22513.028029209167,0.0,54890.46814237515,63766.30157531306,0.0,21257.22708286647,45.85733236629932
AND,Andorra,AND_V1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARE,United Arab Emirates,ARE_V1,1618654.8795234733,183808.94017351622,87223.702357617,0.0,26202.101304222837,1607399.7974705866,1609162.784479039,66079.62664315701,1552449.5382034918
ARM,Armenia,ARM_V1,23987.829096339196,12372.630679917263,0.0,0.0,23282.706356922517,23953.13893799086,4420.8645111029955,4848.2378523429015,5392.131599543036
ATG,Antigua and Barbuda,ATG_V1,16792.683111848863,0.0,235.77746328090635,16792.683111848863,16713.086129332798,16792.683111848863,0.0,0.0,0.043522000312805176
AUT,Austria,AUT_V1,66266.20047963395,64513.34169975872,0.0,0.0,64437.64139143431,66058.75953099618,0.0,4246.049298801567,4.2677740678191185
AZE,Azerbaijan,AZE_V1,582340.8492372669,172138.55853983437,0.0,0.0,569516.2968011859,495778.98636419245,461792.9346279624,71715.9639091475,73824.08228381889
BDI,Burundi,BDI_V1,119056.73033905207,9132.626514019365,0.0,0.0,117041.28729873947,119056.73033905207,0.0,111820.22291740138,286.3490067720413
BEL,Belgium,BEL_V1,102952.35921123151,44804.979028594564,40602.15842940465,0.0,87095.18088510989,102764.63266025954,0.0,40479.61715022416,346.48359635199085
BEN,Benin,BEN_V1,4372822.420007378,216138.75947686244,1208.545408770033,0.0,3925662.364889808,4368282.205045761,4192849.111491425,1385899.8657444844,2000.3798398412544
BFA,Burkina Faso,BFA_V1,9799840.196962068,75974.35455963577,0.0,0.0,9265717.833202738,9727740.939935474,9799840.196962068,854790.9621444679,751394.6770623157
BGD,Bangladesh,BGD_V1,5.1829241423727065E7,3.2303058530432373E7,3962100.4490258475,5.005627757955965E7,4.910920332157656E7,9029568.676573258,4.473887360219678E7,895738.6544794447,135740.97495689994
BGR,Bulgaria,BGR_V1,73480.70094470892,24755.25132687293,30.995419859225727,0.0,73050.44484922843,73422.0471009312,0.0,49975.28137935887,87.02733318690298
