ISO3,name,ucode,pop_exposed
ATA,Antarctica,ATA_V1,0.0
GRL,Greenland,GRL_V1,0.0
AFG,Afghanistan,AFG_V1,1.8284988496983644E7
AGO,Angola,AGO_V1,1.1807094983472828E7
ARG,Argentina,ARG_V1,2423640.478781934
AUS,Australia,AUS_V1,757083.330012586
BOL,Bolivia (Plurinational State of),BOL_V1,1769356.4979874266
BRA,Brazil,BRA_V1,1.1545107824128812E7
BWA,Botswana,BWA_V1,578335.0456329171
CAF,Central African Republic,CAF_V1,2963145.133657698
CAN,Canada,CAN_V1,419294.3403194224
CHL,Chile,CHL_V1,82264.52640194759
CHN,China,CHN_V1,1.3582332870694155E8
CIV,Côte d'Ivoire,CIV_V1,1.1466758843944456E7
CMR,Cameroon,CMR_V1,9866272.600215437
COD,Democratic Republic of the Congo,COD_V1,3.480358946301319E7
COG,Congo,COG_V1,876627.9599615687
COL,Colombia,COL_V1,4469171.207023393
DEU,Germany,DEU_V1,255138.3097591637
DZA,Algeria,DZA_V1,1.096243192686189E7
EGY,Egypt,EGY_V1,2.9362914899973873E7
ESP,Spain,ESP_V1,3714244.980111179
ETH,Ethiopia,ETH_V1,3.7025347858544E7
FIN,Finland,FIN_V1,2546.6029960475403
FRA,France,FRA_V1,697586.21624971
IDN,Indonesia,IDN_V1,1.1743250906062664E7
IND,India,IND_V1,3.5713245994899017E8
IRN,Iran (Islamic Republic of),IRN_V1,1.0044389238521298E7
IRQ,Iraq,IRQ_V1,1.5883824366183102E7
ITA,Italy,ITA_V1,827120.2866330524
JPN,Japan,JPN_V1,6115753.015213008
KAZ,Kazakhstan,KAZ_V1,1977375.37607079
KEN,Kenya,KEN_V1,1.1867803971363977E7
LBY,Libya,LBY_V1,1450200.2719382816
MAR,Morocco,MAR_V1,1.0064942594392419E7
MDG,Madagascar,MDG_V1,1.0942857383928798E7
MEX,Mexico,MEX_V1,9633525.915616645
MLI,Mali,MLI_V1,1.287748637140537E7
MMR,Myanmar,MMR_V1,1.3614424613836493E7
MNG,Mongolia,MNG_V1,19260.850738950852
MOZ,Mozambique,MOZ_V1,1.4293002841901306E7
MRT,Mauritania,MRT_V1,1842298.5757447737
MYS,Malaysia,MYS_V1,579141.6595993182
NAM,Namibia,NAM_V1,892315.3404803547
NER,Niger,NER_V1,1.4256899597245002E7
NGA,Nigeria,NGA_V1,1.0465593955934475E8
NOR,Norway,NOR_V1,5076.703851057597
OMN,Oman,OMN_V1,936095.6905583641
PAK,Pakistan,PAK_V1,8.937111153286871E7
PER,Peru,PER_V1,1788553.5406430054
PNG,Papua New Guinea,PNG_V1,361673.2859733847
POL,Poland,POL_V1,188792.3623723778
PRY,Paraguay,PRY_V1,620239.3144673596
RUS,Russian Federation,RUS_V1,1664647.751072311
SAU,Saudi Arabia,SAU_V1,5687072.682784377
SDN,Sudan,SDN_V1,2.315232357300933E7
SOM,Somalia,SOM_V1,7777625.499937761
SSD,South Sudan,SSD_V1,5535292.8805607855
SWE,Sweden,SWE_V1,7226.5158078128225
TCD,Chad,TCD_V1,1.0342439315065138E7
THA,Thailand,THA_V1,1.0462593294460975E7
TKM,Turkmenistan,TKM_V1,2455285.2891712906
TUR,Republic of Türkiye,TUR_V1,6243621.010121762
TZA,United Republic of Tanzania,TZA_V1,2.5642296749358624E7
UKR,Ukraine,UKR_V1,460987.6451444533
USA,United States of America,USA_V1,1.7067077271322362E7
UZB,Uzbekistan,UZB_V1,6239672.878863598
VEN,Venezuela,VEN_V1,6564980.463967479
VNM,Viet Nam,VNM_V1,2.1721547388321072E7
YEM,Yemen,YEM_V1,9497690.892870825
ZAF,South Africa,ZAF_V1,3619248.4524668325
ZMB,Zambia,ZMB_V1,7220818.083901073
ZWE,Zimbabwe,ZWE_V1,5739976.1033978965
AIA,Anguilla,AIA_V1,1620.1393814736743
ESH,Western Sahara,ESH_V1,103179.00312046405
PYF,French Polynesia,PYF_V1,0.0
PYF,Clipperton Island,PYF1_V1,0.0
NCL,New Caledonia,NCL_V1,15281.67797835131
BMU,Bermuda,BMU_V1,2069.742738076387
GIB,Gibraltar,GIB_V1,0.0
VGB,British Virgin Islands,VGB_V1,3846.727048366611
CYM,Cayman Islands,CYM_V1,3546.052947778045
MSR,Montserrat,MSR_V1,229.48691515104446
PCN,Pitcairn,PCN_V1,0.0
SHN,Saint Helena (Ascencion),SHN1_V1,0.0
SHN,Saint Helena (Gough),SHN3_V1,0.0
SHN,Saint Helena (Tristan da Cunha),SHN2_V1,0.0
SHN,Saint Helena,SHN_V1,0.0
TKL,Tokelau,TKL_V1,273.5531746727871
TCA,Turks and Caicos Islands,TCA_V1,5814.027800435002
ASM,American Samoa (USA),ASM_V1,0.0
GUM,Guam (USA),GUM_V1,0.0
VIR,United States Virgin Islands (USA),VIR_V1,15160.538218998534
EGY,Bi'r Tawīl,EGY1_V1,250.06046407669783
xAP,Arunachal Pradesh,xAP_V1,40834.20640564669
xSK,Senkaku Islands,xSK_V1,0.0
xRI,Kuril Islands,xRI_V1,0.48604900063946843
SDN,Hala'ib Triangle,SDN1_V1,1077.820056596245
SSD,Ilemi Triangle,SSD1_V1,2452.883753261923
xAB,Abyei,xAB_V1,81844.50318652064
xAC,Aksai Chin,xAC_V1,0.0
xJK,Jammu and Kashmir,xJK_V1,826521.869774655
xJL,Sovereignty unsettled,xJL_V1,0.0
xPI,Paracel Islands,xPI_V1,0.0
xSI,Spratly Islands,xSI_V1,0.0
xSR,Scarborough Reef,xSR_V1,0.0
xxx,China/India,xxx_V1,18.591860734656745
MAC,Macao,MAC_V1,278.492002620884
HKG,Hong Kong,HKG_V1,33861.928246319774
TWN,Taiwan,TWN_V1,633963.580586847
ALB,Albania,ALB_V1,73035.93675196597
AND,Andorra,AND_V1,0.0
ARE,United Arab Emirates,ARE_V1,1566788.388987199
ARM,Armenia,ARM_V1,24686.960416819456
ATG,Antigua and Barbuda,ATG_V1,16269.379520351144
AUT,Austria,AUT_V1,74929.72653187532
AZE,Azerbaijan,AZE_V1,707284.0435443157
BDI,Burundi,BDI_V1,2255843.928575303
BEL,Belgium,BEL_V1,106746.4193583335
BEN,Benin,BEN_V1,6533259.205630933
BFA,Burkina Faso,BFA_V1,1.1452272574951544E7
BGD,Bangladesh,BGD_V1,5.143976623771593E7
BGR,Bulgaria,BGR_V1,74355.56277500419
BHR,Bahrain,BHR_V1,19125.76547591431
BHS,Bahamas,BHS_V1,46746.483801482114
BIH,Bosnia and Herzegovina,BIH_V1,29888.873381269685
BLR,Belarus,BLR_V1,88340.97795776752
BLZ,Belize,BLZ_V1,46590.87743733481
BRB,Barbados,BRB_V1,37.33189056293637
BRN,Brunei Darussalam,BRN_V1,3122.3487216659714
BTN,Bhutan,BTN_V1,846.815411060783
CHE,Switzerland,CHE_V1,51759.494537447456
COM,Comoros,COM_V1,176373.0628131128
CPV,Cape Verde,CPV_V1,58976.10301695104
CRI,Costa Rica,CRI_V1,72677.54214929818
CUB,Cuba,CUB_V1,1206047.7493379856
CYP,Cyprus,CYP_V1,83939.58476649938
CZE,Czechia,CZE_V1,75255.54615173726
DJI,Djibouti,DJI_V1,182580.13478920373
DMA,Dominica,DMA_V1,1326.9199188747534
DNK,Denmark,DNK_V1,19318.454505414873
DOM,Dominican Republic,DOM_V1,1482165.4837808572
ECU,Ecuador,ECU_V1,91552.36160805759
ERI,Eritrea,ERI_V1,1449022.6225456556
EST,Estonia,EST_V1,6570.5597916625375
FJI,Fiji,FJI_V1,29598.94428425842
FSM,Micronesia (Federated States of),FSM_V1,63.215581302517045
GAB,Gabon,GAB_V1,324016.67901314615
GBR,United Kingdom of Great Britain & Northern Ireland,GBR_V1,676909.0011761144
GEO,Georgia,GEO_V1,32306.195336782275
GHA,Ghana,GHA_V1,1.2247548240777958E7
GIN,Guinea,GIN_V1,5672623.047560853
GMB,Gambia,GMB_V1,1113849.9480645545
GNB,Guinea-Bissau,GNB_V1,828814.3238855277
GNQ,Equatorial Guinea,GNQ_V1,479174.90799549595
GRC,Greece,GRC_V1,207526.223760264
GRD,Grenada,GRD_V1,13867.09637002758
GTM,Guatemala,GTM_V1,2253282.7826242745
GUY,Guyana,GUY_V1,209481.80807832783
HND,Honduras,HND_V1,2472844.804087346
HRV,Croatia,HRV_V1,64036.10018828337
HTI,Haiti,HTI_V1,3552192.8867312833
HUN,Hungary,HUN_V1,160430.48224235082
IRL,Ireland,IRL_V1,7274.843243539035
ISL,Iceland,ISL_V1,5.640792004647665
ISR,Israel,ISR_V1,510605.1058429775
JAM,Jamaica,JAM_V1,314403.87706886046
JOR,Jordan,JOR_V1,1047706.5237404929
KGZ,Kyrgyzstan,KGZ_V1,88260.95605883734
KHM,Cambodia,KHM_V1,6193053.574920848
KIR,Kiribati,KIR_V1,763.2507784366608
KNA,Saint Kitts and Nevis,KNA_V1,3258.2690723857104
KOR,Republic of Korea,KOR_V1,371408.9991501609
KWT,Kuwait,KWT_V1,247132.12379785732
LAO,Lao People's Democratic Republic,LAO_V1,2635135.202150239
LBN,Lebanon,LBN_V1,25971.192968062074
LBR,Liberia,LBR_V1,1188126.390832744
LCA,Saint Lucia,LCA_V1,9363.125057961104
LIE,Liechtenstein,LIE_V1,681.4107186177199
LKA,Sri Lanka,LKA_V1,1454502.5743995989
LSO,Lesotho,LSO_V1,39135.47465635885
LTU,Lithuania,LTU_V1,8494.507076438189
LUX,Luxembourg,LUX_V1,86.41396032720895
LVA,Latvia,LVA_V1,16130.932913855604
MCO,Monaco,MCO_V1,0.0
MDA,Moldova,MDA_V1,45499.62833421196
MDV,Maldives,MDV_V1,0.0
MHL,Marshall Islands,MHL_V1,5112.570469831693
MKD,North Macedonia,MKD_V1,61485.81974027086
MLT,Malta,MLT_V1,6381.651916638017
MNE,Montenegro,MNE_V1,6499.323956924963
MUS,Mauritius,MUS_V1,110337.67236591471
MWI,Malawi,MWI_V1,4911819.994985344
NIC,Nicaragua,NIC_V1,1738343.54088533
NLD,Netherlands,NLD_V1,738078.4879739732
NPL,Nepal,NPL_V1,2199829.881703166
NRU,Nauru,NRU_V1,0.0
NZL,New Zealand,NZL_V1,21294.979089010965
PAN,Panama,PAN_V1,27027.933059136478
PHL,Philippines,PHL_V1,7346818.786892943
PLW,Palau,PLW_V1,1.6116182904404317
PRK,Democratic People's Republic of Korea,PRK_V1,1373293.3487645355
PRT,Portugal,PRT_V1,691065.002223262
PSE,State of Palestine,PSE_V1,71218.96682870133
QAT,Qatar,QAT_V1,146436.1438531733
ROU,Romania,ROU_V1,240882.89175847164
RWA,Rwanda,RWA_V1,4056150.8598106373
SEN,Senegal,SEN_V1,5481138.959731853
SGP,Singapore,SGP_V1,0.0
SLB,Solomon Islands,SLB_V1,221354.0357988783
SLE,Sierra Leone,SLE_V1,3106176.638799667
SLV,El Salvador,SLV_V1,610767.9709385306
SMR,San Marino,SMR_V1,0.0
SRB,Serbia,SRB_V1,106322.88427681616
STP,Sao Tome and Principe,STP_V1,10485.9337597674
SUR,Suriname,SUR_V1,133664.72942759327
SVK,Slovakia,SVK_V1,93114.30669845697
SVN,Slovenia,SVN_V1,15830.9524920717
SWZ,Eswatini,SWZ_V1,211330.5568126368
SYC,Seychelles,SYC_V1,0.47460342199158134
SYR,Syrian Arab Republic,SYR_V1,6371234.466940164
TGO,Togo,TGO_V1,3888926.2486100304
TJK,Tajikistan,TJK_V1,1483035.9842267018
TLS,Timor-Leste,TLS_V1,508935.1432004727
TON,Tonga,TON_V1,2084.981405648516
TTO,Trinidad and Tobago,TTO_V1,218103.01424582195
TUN,Tunisia,TUN_V1,1842000.4014880587
TUV,Tuvalu,TUV_V1,0.0
UGA,Uganda,UGA_V1,2.0628573143683553E7
URY,Uruguay,URY_V1,86124.82540300638
VAT,Holy See,VAT_V1,0.0
VCT,Saint Vincent and the Grenadines,VCT_V1,14244.58866968733
VUT,Vanuatu,VUT_V1,77476.68845406426
WSM,Samoa,WSM_V1,50.814951297953066
AUS,Ashmore and Cartier Islands,AUS1_V1,0.0
CXR,Christmas Island,CXR_V1,0.0
CCK,Cocos (Keeling) Islands,CCK_V1,0.0
