ISO3,name,ucode,pop_exposed
ATA,Antarctica,ATA_V1,0.0
GRL,Greenland,GRL_V1,139.1476702022024
AFG,Afghanistan,AFG_V1,2.092073013462065E7
AGO,Angola,AGO_V1,1.8924382403379556E7
ARG,Argentina,ARG_V1,1.1158004973652389E7
AUS,Australia,AUS_V1,4485802.499717016
BOL,Bolivia (Plurinational State of),BOL_V1,4278348.560661448
BRA,Brazil,BRA_V1,3.7485536615921855E7
BWA,Botswana,BWA_V1,943302.9555740805
CAF,Central African Republic,CAF_V1,2976182.914921819
CAN,Canada,CAN_V1,6651973.797647811
CHL,Chile,CHL_V1,2314564.098800799
CHN,China,CHN_V1,2.6440286414468297E8
CIV,Côte d'Ivoire,CIV_V1,1.487650440590215E7
CMR,Cameroon,CMR_V1,1.3693144696420087E7
COD,Democratic Republic of the Congo,COD_V1,5.603754788562248E7
COG,Congo,COG_V1,3024726.5496681267
COL,Colombia,COL_V1,1.2872496568147507E7
DEU,Germany,DEU_V1,1.400989522207237E7
DZA,Algeria,DZA_V1,1.5843024574914537E7
EGY,Egypt,EGY_V1,4.233369686391324E7
ESP,Spain,ESP_V1,6605842.186498377
ETH,Ethiopia,ETH_V1,5.990789062428709E7
FIN,Finland,FIN_V1,852850.1616210152
FRA,France,FRA_V1,1.3126846973616168E7
IDN,Indonesia,IDN_V1,7.194813410519564E7
IND,India,IND_V1,4.272611348128809E8
IRN,Iran (Islamic Republic of),IRN_V1,2.4100962803036988E7
IRQ,Iraq,IRQ_V1,1.9720357377359744E7
ITA,Italy,ITA_V1,8043033.159217059
JPN,Japan,JPN_V1,1.6555941180161987E7
KAZ,Kazakhstan,KAZ_V1,6970700.490818904
KEN,Kenya,KEN_V1,2.4449009055126864E7
LBY,Libya,LBY_V1,2335590.919370269
MAR,Morocco,MAR_V1,1.1569457162567684E7
MDG,Madagascar,MDG_V1,1.4307056588849848E7
MEX,Mexico,MEX_V1,3.730263043577031E7
MLI,Mali,MLI_V1,1.2879655662844308E7
MMR,Myanmar,MMR_V1,1.5361567794474944E7
MNG,Mongolia,MNG_V1,1271698.5154242518
MOZ,Mozambique,MOZ_V1,1.735059571841855E7
MRT,Mauritania,MRT_V1,2499973.761434216
MYS,Malaysia,MYS_V1,7154835.94868023
NAM,Namibia,NAM_V1,1265427.3906097845
NER,Niger,NER_V1,1.4327366795044297E7
NGA,Nigeria,NGA_V1,1.1072094671813323E8
NOR,Norway,NOR_V1,789757.8229478227
OMN,Oman,OMN_V1,1337296.5419467806
PAK,Pakistan,PAK_V1,1.0766924915518998E8
PER,Peru,PER_V1,9597386.934223786
PNG,Papua New Guinea,PNG_V1,3395151.2082349067
POL,Poland,POL_V1,6941353.0022000745
PRY,Paraguay,PRY_V1,2306240.0804412477
RUS,Russian Federation,RUS_V1,2.896933888202723E7
SAU,Saudi Arabia,SAU_V1,9099731.75542817
SDN,Sudan,SDN_V1,2.347588574090639E7
SOM,Somalia,SOM_V1,9151794.20235192
SSD,South Sudan,SSD_V1,5582588.967389142
SWE,Sweden,SWE_V1,1790665.1735439813
TCD,Chad,TCD_V1,1.0581631249421654E7
THA,Thailand,THA_V1,1.2977237776068287E7
TKM,Turkmenistan,TKM_V1,2734781.4375054226
TUR,Republic of Türkiye,TUR_V1,1.9808766120830633E7
TZA,United Republic of Tanzania,TZA_V1,3.3017888031811282E7
UKR,Ukraine,UKR_V1,6311361.964669567
USA,United States of America,USA_V1,7.055565234287621E7
UZB,Uzbekistan,UZB_V1,1.2692430499955095E7
VEN,Venezuela,VEN_V1,8891437.836240826
VNM,Viet Nam,VNM_V1,2.767040481570182E7
YEM,Yemen,YEM_V1,1.8593573515260417E7
ZAF,South Africa,ZAF_V1,1.8465845713278063E7
ZMB,Zambia,ZMB_V1,1.0253355470017867E7
ZWE,Zimbabwe,ZWE_V1,7949400.679990395
AIA,Anguilla,AIA_V1,3107.597932745628
ESH,Western Sahara,ESH_V1,144061.16027479485
PYF,French Polynesia,PYF_V1,26037.40581646271
PYF,Clipperton Island,PYF1_V1,0.0
NCL,New Caledonia,NCL_V1,64971.189155319546
BMU,Bermuda,BMU_V1,10747.096570240634
GIB,Gibraltar,GIB_V1,840.3983515412784
VGB,British Virgin Islands,VGB_V1,7298.016267310233
CYM,Cayman Islands,CYM_V1,14225.9588940279
MSR,Montserrat,MSR_V1,883.9646783377359
PCN,Pitcairn,PCN_V1,5.132757997140288
SHN,Saint Helena (Ascencion),SHN1_V1,0.0
SHN,Saint Helena (Gough),SHN3_V1,0.0
SHN,Saint Helena (Tristan da Cunha),SHN2_V1,0.0
SHN,Saint Helena,SHN_V1,239.28462682237904
TKL,Tokelau,TKL_V1,787.1627872632685
TCA,Turks and Caicos Islands,TCA_V1,9000.648673375292
ASM,American Samoa (USA),ASM_V1,15601.651859219894
GUM,Guam (USA),GUM_V1,35499.335047092856
VIR,United States Virgin Islands (USA),VIR_V1,17109.020676481756
EGY,Bi'r Tawīl,EGY1_V1,250.06046407669783
xAP,Arunachal Pradesh,xAP_V1,312493.6606429798
xSK,Senkaku Islands,xSK_V1,0.0
xRI,Kuril Islands,xRI_V1,1694.9505578348026
SDN,Hala'ib Triangle,SDN1_V1,4843.717696284919
SSD,Ilemi Triangle,SSD1_V1,2454.3248713160156
xAB,Abyei,xAB_V1,81844.50318652064
xAC,Aksai Chin,xAC_V1,3233.3243471499754
xJK,Jammu and Kashmir,xJK_V1,4261406.33736328
xJL,Sovereignty unsettled,xJL_V1,40894.22244905012
xPI,Paracel Islands,xPI_V1,86.75689410067656
xSI,Spratly Islands,xSI_V1,0.0
xSR,Scarborough Reef,xSR_V1,0.0
xxx,China/India,xxx_V1,730.4548110899533
MAC,Macao,MAC_V1,69244.58013592282
HKG,Hong Kong,HKG_V1,759194.8228559357
TWN,Taiwan,TWN_V1,3205565.5208443254
ALB,Albania,ALB_V1,561855.1183181996
AND,Andorra,AND_V1,12304.924942536496
ARE,United Arab Emirates,ARE_V1,1923216.6308193959
ARM,Armenia,ARM_V1,661798.6557554501
ATG,Antigua and Barbuda,ATG_V1,20563.202283535422
AUT,Austria,AUT_V1,1561971.83584705
AZE,Azerbaijan,AZE_V1,2540392.2199522457
BDI,Burundi,BDI_V1,7250375.91884299
BEL,Belgium,BEL_V1,2299352.8357819337
BEN,Benin,BEN_V1,6878287.214259947
BFA,Burkina Faso,BFA_V1,1.1452981286030844E7
BGD,Bangladesh,BGD_V1,5.891531623892616E7
BGR,Bulgaria,BGR_V1,1154910.182847204
BHR,Bahrain,BHR_V1,351109.7616627581
BHS,Bahamas,BHS_V1,89019.29443549213
BIH,Bosnia and Herzegovina,BIH_V1,515874.46772914694
BLR,Belarus,BLR_V1,1791824.4120278086
BLZ,Belize,BLZ_V1,130258.57304696609
BRB,Barbados,BRB_V1,59726.73838165832
BRN,Brunei Darussalam,BRN_V1,77700.11472527032
BTN,Bhutan,BTN_V1,95750.55645181448
CHE,Switzerland,CHE_V1,1564524.004375449
COM,Comoros,COM_V1,371412.6263740159
CPV,Cape Verde,CPV_V1,164556.27536528694
CRI,Costa Rica,CRI_V1,1162625.1385469248
CUB,Cuba,CUB_V1,2038493.0012282562
CYP,Cyprus,CYP_V1,210917.4266397871
CZE,Czechia,CZE_V1,2015207.093505121
DJI,Djibouti,DJI_V1,297214.96407473664
DMA,Dominica,DMA_V1,14434.397455356779
DNK,Denmark,DNK_V1,931043.905783955
DOM,Dominican Republic,DOM_V1,3611466.060273542
ECU,Ecuador,ECU_V1,4282345.145257377
ERI,Eritrea,ERI_V1,1577500.9055721564
EST,Estonia,EST_V1,248987.47754534782
FJI,Fiji,FJI_V1,294996.5816441613
FSM,Micronesia (Federated States of),FSM_V1,33249.89029055122
GAB,Gabon,GAB_V1,971314.2688650723
GBR,United Kingdom of Great Britain & Northern Ireland,GBR_V1,1.312426944212613E7
GEO,Georgia,GEO_V1,875560.5880153838
GHA,Ghana,GHA_V1,1.4143643142449712E7
GIN,Guinea,GIN_V1,6944274.068295861
GMB,Gambia,GMB_V1,1281037.706814279
GNB,Guinea-Bissau,GNB_V1,958848.1838676254
GNQ,Equatorial Guinea,GNQ_V1,774322.1928299854
GRC,Greece,GRC_V1,1390053.5000274272
GRD,Grenada,GRD_V1,26601.07343335618
GTM,Guatemala,GTM_V1,6948070.940985652
GUY,Guyana,GUY_V1,280220.71032191877
HND,Honduras,HND_V1,3943029.5814172598
