ISO3,name,ucode,pop_exposed
ATA,Antarctica,ATA_V1,0.0
GRL,Greenland,GRL_V1,3123.4519841646857
AFG,Afghanistan,AFG_V1,2.094996443786659E7
AGO,Angola,AGO_V1,1.897739969240067E7
ARG,Argentina,ARG_V1,1.1825407097253168E7
AUS,Australia,AUS_V1,5469675.567631803
BOL,Bolivia (Plurinational State of),BOL_V1,4393093.184311947
BRA,Brazil,BRA_V1,4.8728762727931425E7
BWA,Botswana,BWA_V1,943302.9555740803
CAF,Central African Republic,CAF_V1,2976182.9149218188
CAN,Canada,CAN_V1,7133331.64742196
CHL,Chile,CHL_V1,4002938.204343954
CHN,China,CHN_V1,2.7876695254087245E8
CIV,Côte d'Ivoire,CIV_V1,1.4896692896849163E7
CMR,Cameroon,CMR_V1,1.3721034898422033E7
COD,Democratic Republic of the Congo,COD_V1,5.6385592082220145E7
COG,Congo,COG_V1,3025548.4880349757
COL,Colombia,COL_V1,1.3061484175304994E7
DEU,Germany,DEU_V1,1.4030858209706822E7
DZA,Algeria,DZA_V1,1.6269752614608115E7
EGY,Egypt,EGY_V1,4.343134035592636E7
ESP,Spain,ESP_V1,6916022.0824970845
ETH,Ethiopia,ETH_V1,5.990829217938335E7
FIN,Finland,FIN_V1,954034.3529752162
FRA,France,FRA_V1,1.330242887627017E7
IDN,Indonesia,IDN_V1,8.124895030938928E7
IND,India,IND_V1,4.295106226067698E8
IRN,Iran (Islamic Republic of),IRN_V1,2.4385077531437963E7
IRQ,Iraq,IRQ_V1,1.9720364183596727E7
ITA,Italy,ITA_V1,8559251.158159222
JPN,Japan,JPN_V1,1.7091876190552726E7
KAZ,Kazakhstan,KAZ_V1,7028254.707181525
KEN,Kenya,KEN_V1,2.4502769760989808E7
LBY,Libya,LBY_V1,2400003.0353089035
MAR,Morocco,MAR_V1,1.159123132918529E7
MDG,Madagascar,MDG_V1,1.4339500274873551E7
MEX,Mexico,MEX_V1,3.858768582709653E7
MLI,Mali,MLI_V1,1.2879655662844308E7
MMR,Myanmar,MMR_V1,1.5386667268849151E7
MNG,Mongolia,MNG_V1,1285405.3380816223
MOZ,Mozambique,MOZ_V1,1.737358571733746E7
MRT,Mauritania,MRT_V1,2512362.606112501
MYS,Malaysia,MYS_V1,9114743.160972126
NAM,Namibia,NAM_V1,1266793.410485123
NER,Niger,NER_V1,1.4327366795044297E7
NGA,Nigeria,NGA_V1,1.1076460165111743E8
NOR,Norway,NOR_V1,909035.8632955744
OMN,Oman,OMN_V1,1392592.3254398215
PAK,Pakistan,PAK_V1,1.0776878798203637E8
PER,Peru,PER_V1,9915154.178934988
PNG,Papua New Guinea,PNG_V1,3794205.787452106
POL,Poland,POL_V1,6976344.847133702
PRY,Paraguay,PRY_V1,2321353.452973699
RUS,Russian Federation,RUS_V1,2.9881288737646632E7
SAU,Saudi Arabia,SAU_V1,9235969.622580051
SDN,Sudan,SDN_V1,2.3480515671879057E7
SOM,Somalia,SOM_V1,9666400.593877144
SSD,South Sudan,SSD_V1,5582588.967389143
SWE,Sweden,SWE_V1,2016865.7178420068
TCD,Chad,TCD_V1,1.0581631249421654E7
THA,Thailand,THA_V1,1.3223513901533252E7
TKM,Turkmenistan,TKM_V1,2735261.7946742955
TUR,Republic of Türkiye,TUR_V1,2.1879932189510517E7
TZA,United Republic of Tanzania,TZA_V1,3.3165201427443035E7
UKR,Ukraine,UKR_V1,6417698.2770689195
USA,United States of America,USA_V1,7.306452562189737E7
UZB,Uzbekistan,UZB_V1,1.2834163229348201E7
VEN,Venezuela,VEN_V1,8904702.766168
