iso3,iso3_wfp,wfp_id,adm0_name,type,hazard,child_population_exposed,child_population_total,population_total
CUB,CUB,279,Cuba,State,extreme_heat_ecmwf_2014-2024,235281.3227679192,2038161.512856896,10900972.85013684
NIC,NIC,180,Nicaragua,State,extreme_heat_ecmwf_2014-2024,672626.3428854657,2382745.111984307,6842051.359220233
HND,HND,111,Honduras,State,extreme_heat_ecmwf_2014-2024,439880.7267159144,3942498.480308209,10671882.57709719
GTM,GTM,103,Guatemala,State,extreme_heat_ecmwf_2014-2024,271939.2286819468,6957744.313010236,18248655.54060143
ECU,ECU,73,Ecuador,State,extreme_heat_ecmwf_2014-2024,0.0,5411545.307521076,17980864.43235706
PER,PER,195,Peru,State,extreme_heat_ecmwf_2014-2024,330358.52105344774,9852433.183179976,33621429.27508703
VEN,VEN,263,Venezuela,State,extreme_heat_ecmwf_2014-2024,2693578.3979014778,8603640.051227057,27664836.067341983
MEX,MEX,162,Mexico,State,extreme_heat_ecmwf_2014-2024,9112285.685895914,38357786.31355864,128368040.53763863
COL,COL,57,Colombia,State,extreme_heat_ecmwf_2014-2024,1489763.2962680024,12958959.674919564,51949475.131343424
NFK,NFK,184,Norfolk Island,Territory,extreme_heat_ecmwf_2014-2024,0.0,0.0,2173.755606898146
MAF,MAF,1007,Saint Martin,Territory,extreme_heat_ecmwf_2014-2024,0.0,6899.260874766525,25798.14998954825
ABW,ABW,14,Aruba,Territory,extreme_heat_ecmwf_2014-2024,0.0,22565.102809422388,106796.36864184418
BLM,BLM,1004,Saint Barthélemy,Territory,extreme_heat_ecmwf_2014-2024,0.0,2620.9665965966,9825.938494119338
CUW,CUW,1005,Curaçao,Territory,extreme_heat_ecmwf_2014-2024,0.0,34133.04303215611,182550.8522926296
WLF,WLF,266,Wallis and Futuna,Territory,extreme_heat_ecmwf_2014-2024,0.0,2144.5617278896857,10476.772545349875
MNP,MNP,185,Northern Mariana Is. (USA),Territory,extreme_heat_ecmwf_2014-2024,0.0,10742.276221431475,37389.86363254687
GUF,GUF,86,French Guiana,Territory,extreme_heat_ecmwf_2014-2024,12945.268704281236,112969.34376249716,297852.5824985747
GLP,GLP,100,Guadeloupe,Territory,extreme_heat_ecmwf_2014-2024,0.0,72791.87251138859,350933.65605338576
BES,BES,1001,Saba,Territory,extreme_heat_ecmwf_2014-2024,0.0,5772.744212892366,28099.537642882173
MTQ,MTQ,158,Martinique,Territory,extreme_heat_ecmwf_2014-2024,0.0,63501.08587563666,326238.74295307684
PRI,PRI,200,Puerto Rico (USA),Territory,extreme_heat_ecmwf_2014-2024,0.0,497738.7024020238,3208540.8038102333
UMI,UMI,22,Baker Island,Territory,extreme_heat_ecmwf_2014-2024,0.0,0.0,0.0
SXM,SXM,1012,Sint Maarten,Territory,extreme_heat_ecmwf_2014-2024,0.0,8127.719311181047,40122.39086547108
NIU,NIU,183,Niue,Territory,extreme_heat_ecmwf_2014-2024,0.0,328.0997405834496,1796.2751894269204
RUS,RUS,204,Russian Federation,State,extreme_heat_ecmwf_2014-2024,396902.8001539456,29900900.45976457,144449734.22396296
COK,COK,60,Cook Islands,Territory,extreme_heat_ecmwf_2014-2024,0.0,2563.03157626566,9478.036177438604
PCN,PCN,197,Pitcairn,Non-Self Governing Territory,extreme_heat_ecmwf_2014-2024,0.0,0.0,20.203067046403888
FLK,FLK,81,Falkland Islands (Malvinas),Non-Self Governing Territory,extreme_heat_ecmwf_2014-2024,0.0,208.06830858066655,1805.9056556603384
ATF,ATF,80,Europa Island,Territory,extreme_heat_ecmwf_2014-2024,0.0,0.0,0.0
SGS,SGS,228,South Georgia and the South Sandwich Islands,Territory,extreme_heat_ecmwf_2014-2024,0.0,0.0,0.0
BVT,BVT,36,Bouvet Island,Territory,extreme_heat_ecmwf_2014-2024,0.0,0.0,0.0
HMD,HMD,109,Heard Island and McDonald Islands,Territory,extreme_heat_ecmwf_2014-2024,0.0,0.0,0.0
PRY,PRY,194,Paraguay,State,extreme_heat_ecmwf_2014-2024,1554624.6221213765,2365287.670758072,7026327.6150319325
URY,URY,260,Uruguay,State,extreme_heat_ecmwf_2014-2024,0.0,769020.3554632483,3336010.775392921
ARG,ARG,12,Argentina,State,extreme_heat_ecmwf_2014-2024,1766716.7548369644,11966532.090404728,44999932.97008659
BOL,BOL,33,Bolivia (Plurinational State of),State,extreme_heat_ecmwf_2014-2024,807718.2090191524,4403179.140113367,12331845.087163238
ATA,ATA,10,Antarctica,Antarctica,extreme_heat_ecmwf_2014-2024,0.0,0.0,0.0
CHL,CHL,51,Chile,State,extreme_heat_ecmwf_2014-2024,0.0,3980898.160239044,19131410.652221
USA,USA,259,United States of America,State,extreme_heat_ecmwf_2014-2024,19383538.71238529,72814943.65533708,341256748.78551793
CAN,CAN,46,Canada,State,extreme_heat_ecmwf_2014-2024,0.0,7176339.107019924,38885806.10787632
