iso3,iso3_wfp,wfp_id,adm0_name,type,hazard,child_population_exposed,child_population_total,population_total
KNA,KNA,208,Saint Kitts and Nevis,State,coastal_flood_100yr_jrc_2024,6.403572998940945,10377.264526423878,42606.217441125
SLV,SLV,75,El Salvador,State,coastal_flood_100yr_jrc_2024,4515.837843384637,1913684.532873592,6295586.311346074
TTO,TTO,246,Trinidad and Tobago,State,coastal_flood_100yr_jrc_2024,372.7508951872587,325964.8544996217,1483595.7138253364
CUB,CUB,279,Cuba,State,coastal_flood_100yr_jrc_2024,25090.50830760086,2038161.512856896,10900972.85013684
NIC,NIC,180,Nicaragua,State,coastal_flood_100yr_jrc_2024,7625.473312330235,2382745.111984307,6842051.359220233
HND,HND,111,Honduras,State,coastal_flood_100yr_jrc_2024,5556.816908932291,3942498.480308209,10671882.57709719
GTM,GTM,103,Guatemala,State,coastal_flood_100yr_jrc_2024,4806.860544844527,6957744.313010236,18248655.54060143
ECU,ECU,73,Ecuador,State,coastal_flood_100yr_jrc_2024,12176.981675069748,5411545.307521076,17980864.43235706
PER,PER,195,Peru,State,coastal_flood_100yr_jrc_2024,4697.131168438249,9852433.183179976,33621429.27508703
VEN,VEN,263,Venezuela,State,coastal_flood_100yr_jrc_2024,65701.37135734208,8603640.051227057,27664836.067341983
MEX,MEX,162,Mexico,State,coastal_flood_100yr_jrc_2024,133893.16973087724,38357786.31355864,128368040.53763863
COL,COL,57,Colombia,State,coastal_flood_100yr_jrc_2024,37515.75264418021,12958959.674919564,51949475.131343424
NFK,NFK,184,Norfolk Island,Territory,coastal_flood_100yr_jrc_2024,0.0,0.0,2173.755606898146
MAF,MAF,1007,Saint Martin,Territory,coastal_flood_100yr_jrc_2024,488.52755509130657,6899.260874766525,25798.14998954825
ABW,ABW,14,Aruba,Territory,coastal_flood_100yr_jrc_2024,80.04687917698175,22565.102809422388,106796.36864184418
BLM,BLM,1004,Saint Barthélemy,Territory,coastal_flood_100yr_jrc_2024,0.5097380056977272,2620.9665965966,9825.938494119338
CUW,CUW,1005,Curaçao,Territory,coastal_flood_100yr_jrc_2024,4.063124095089734,34133.04303215611,182550.8522926296
WLF,WLF,266,Wallis and Futuna,Territory,coastal_flood_100yr_jrc_2024,0.0,2144.5617278896857,10476.772545349875
MNP,MNP,185,Northern Mariana Is. (USA),Territory,coastal_flood_100yr_jrc_2024,711.9564732281142,10742.276221431475,37389.86363254687
GUF,GUF,86,French Guiana,Territory,coastal_flood_100yr_jrc_2024,0.0,112969.34376249716,297852.5824985747
GLP,GLP,100,Guadeloupe,Territory,coastal_flood_100yr_jrc_2024,819.8928838614374,72791.87251138859,350933.65605338576
BES,BES,1001,Saba,Territory,coastal_flood_100yr_jrc_2024,129.6386221535504,5772.744212892366,28099.537642882173
MTQ,MTQ,158,Martinique,Territory,coastal_flood_100yr_jrc_2024,144.35385030321777,63501.08587563666,326238.74295307684
PRI,PRI,200,Puerto Rico (USA),Territory,coastal_flood_100yr_jrc_2024,3531.3552187713462,497738.7024020238,3208540.8038102333
UMI,UMI,22,Baker Island,Territory,coastal_flood_100yr_jrc_2024,0.0,0.0,0.0
SXM,SXM,1012,Sint Maarten,Territory,coastal_flood_100yr_jrc_2024,480.2929730694741,8127.719311181047,40122.39086547108
NIU,NIU,183,Niue,Territory,coastal_flood_100yr_jrc_2024,0.0,328.0997405834496,1796.2751894269204
RUS,RUS,204,Russian Federation,State,coastal_flood_100yr_jrc_2024,33138.33681410358,29900900.45976457,144449734.22396296
COK,COK,60,Cook Islands,Territory,coastal_flood_100yr_jrc_2024,0.0,2563.03157626566,9478.036177438604
PCN,PCN,197,Pitcairn,Non-Self Governing Territory,coastal_flood_100yr_jrc_2024,0.0,0.0,20.203067046403888
FLK,FLK,81,Falkland Islands (Malvinas),Non-Self Governing Territory,coastal_flood_100yr_jrc_2024,2.121643016615053,208.06830858066655,1805.9056556603384
ATF,ATF,80,Europa Island,Territory,coastal_flood_100yr_jrc_2024,0.0,0.0,0.0
SGS,SGS,228,South Georgia and the South Sandwich Islands,Territory,coastal_flood_100yr_jrc_2024,0.0,0.0,0.0
BVT,BVT,36,Bouvet Island,Territory,coastal_flood_100yr_jrc_2024,0.0,0.0,0.0
HMD,HMD,109,Heard Island and McDonald Islands,Territory,coastal_flood_100yr_jrc_2024,0.0,0.0,0.0
PRY,PRY,194,Paraguay,State,coastal_flood_100yr_jrc_2024,0.0,2365287.670758072,7026327.6150319325
URY,URY,260,Uruguay,State,coastal_flood_100yr_jrc_2024,1198.6980601236687,769020.3554632483,3336010.775392921
ARG,ARG,12,Argentina,State,coastal_flood_100yr_jrc_2024,6940.263139764813,11966532.090404728,44999932.97008659
BOL,BOL,33,Bolivia (Plurinational State of),State,coastal_flood_100yr_jrc_2024,0.0,4403179.140113367,12331845.087163238
ATA,ATA,10,Antarctica,Antarctica,coastal_flood_100yr_jrc_2024,0.0,0.0,0.0
CHL,CHL,51,Chile,State,coastal_flood_100yr_jrc_2024,1295.660647972778,3980898.160239044,19131410.652221
USA,USA,259,United States of America,State,coastal_flood_100yr_jrc_2024,899258.083715651,72814943.65533708,341256748.78551793
CAN,CAN,46,Canada,State,coastal_flood_100yr_jrc_2024,26198.133190520988,7176339.107019924,38885806.10787632
