iso3,iso3_wfp,wfp_id,adm0_name,type,hazard,child_population_exposed,child_population_total,population_total
USA,USA,259,United States of America,State,drought_spei_copernicus_1940-2024,20501126.276174057,72814943.65533684,341256748.78551793
VUT,VUT,277,Vanuatu,State,drought_spei_copernicus_1940-2024,40339.15799628905,142229.24766507288,279996.3260511341
TUV,TUV,252,Tuvalu,State,drought_spei_copernicus_1940-2024,0.0,998.597654701775,3533.199331864501
ISL,ISL,114,Iceland,State,drought_spei_copernicus_1940-2024,10508.332694705728,84347.21429320521,374741.9556888478
FJI,FJI,276,Fiji,State,drought_spei_copernicus_1940-2024,21.169552182932108,289761.7819723601,859967.3618934469
KIR,KIR,135,Kiribati,State,drought_spei_copernicus_1940-2024,0.0,42442.23362375012,49086.04440608444
MNG,MNG,167,Mongolia,State,drought_spei_copernicus_1940-2024,43775.50782286756,1285223.0779458685,3455708.699375357
PNG,PNG,274,Papua New Guinea,State,drought_spei_copernicus_1940-2024,1414444.0819381883,3784556.7138175126,9664712.229215853
PRK,PRK,67,Democratic People's Republic of Korea,State,drought_spei_copernicus_1940-2024,52233.74829173659,5905029.125498954,26240557.4532485
WSM,WSM,212,Samoa,State,drought_spei_copernicus_1940-2024,73147.08766633361,95989.66366682095,197947.25277579777
DMA,DMA,289,Dominica,State,drought_spei_copernicus_1940-2024,0.0,14420.200667460073,58267.29752087525
GRD,GRD,99,Grenada,State,drought_spei_copernicus_1940-2024,0.0,26648.719983237235,104366.48553840266
ATG,ATG,11,Antigua and Barbuda,State,drought_spei_copernicus_1940-2024,0.0,20569.271483340275,89652.8596302089
CRI,CRI,61,Costa Rica,State,drought_spei_copernicus_1940-2024,89592.89979876843,1190931.6569921405,5096308.190925651
BLZ,BLZ,28,Belize,State,drought_spei_copernicus_1940-2024,11324.471213568286,133069.70946012114,401366.1072143414
VCT,VCT,211,Saint Vincent and the Grenadines,State,drought_spei_copernicus_1940-2024,0.0,27454.8295758976,98139.14191913264
PAN,PAN,191,Panama,State,drought_spei_copernicus_1940-2024,156421.30172817153,1342373.928328629,4420205.478429331
SLB,SLB,225,Solomon Islands,State,drought_spei_copernicus_1940-2024,97970.35847019644,347056.32678090845,698114.1746712417
BRB,BRB,24,Barbados,State,drought_spei_copernicus_1940-2024,0.0,59742.54534643552,272323.4140351333
DOM,DOM,72,Dominican Republic,State,drought_spei_copernicus_1940-2024,773756.7073270025,3629113.0499981567,11264063.963632444
SUR,SUR,233,Suriname,State,drought_spei_copernicus_1940-2024,570.7488226550439,195174.7868469686,630534.8647935134
HTI,HTI,108,Haiti,State,drought_spei_copernicus_1940-2024,1040226.048395149,4362415.7019789405,11552620.71120642
GUY,GUY,107,Guyana,State,drought_spei_copernicus_1940-2024,53873.57624227852,281354.32972681604,806544.3934990016
LCA,LCA,209,Saint Lucia,State,drought_spei_copernicus_1940-2024,0.0,38338.36273994656,171217.2104855422
NIC,NIC,180,Nicaragua,State,drought_spei_copernicus_1940-2024,6291.513949029258,2382745.1119843065,6842051.359220233
GTM,GTM,103,Guatemala,State,drought_spei_copernicus_1940-2024,1653024.6060461637,6957744.313010237,18248655.54060143
CUB,CUB,279,Cuba,State,drought_spei_copernicus_1940-2024,665993.5099924558,2038161.512856895,10900972.85013684
TTO,TTO,246,Trinidad and Tobago,State,drought_spei_copernicus_1940-2024,0.0,325964.8544996217,1483595.7138253364
KNA,KNA,208,Saint Kitts and Nevis,State,drought_spei_copernicus_1940-2024,0.0,10377.264526423878,42606.217441125
