iso3,wfp_id,adm0_name,type,hazard,child_population_exposed,child_population_total,population_total
LTU,147,Lithuania,State,drought_spi_copernicus_1940-2024,477367.9421284992,509385.6883266349,2866930.8639708417
MCO,166,Monaco,State,drought_spi_copernicus_1940-2024,0.0,5178.621745262308,24716.447033930755
MAR,169,Morocco,State,drought_spi_copernicus_1940-2024,453995.6820846563,11626168.77165228,37655880.82746978
MDV,154,Maldives,State,drought_spi_copernicus_1940-2024,0.0,59349.66565709454,163271.1006168642
MDA,165,Moldova,State,drought_spi_copernicus_1940-2024,714905.6482122904,714905.6482122904,3053511.398903851
MKD,241,North Macedonia,State,drought_spi_copernicus_1940-2024,0.0,372434.5531768669,1828061.7942779767
MHL,157,Marshall Islands,State,drought_spi_copernicus_1940-2024,0.0,14173.83942979302,15824.26651432398
MDG,150,Madagascar,State,drought_spi_copernicus_1940-2024,2616778.252879229,14049899.752839388,30747097.794693783
MLT,156,Malta,State,drought_spi_copernicus_1940-2024,0.0,82027.04247281347,521203.7170215886
MEX,162,Mexico,State,drought_spi_copernicus_1940-2024,31167368.40450232,38372191.92413434,128401422.60932018
MLI,155,Mali,State,drought_spi_copernicus_1940-2024,364303.92851959326,12887973.337785391,24125255.446502432
MNE,2647,Montenegro,State,drought_spi_copernicus_1940-2024,728.6850827310526,138273.13204878976,622926.3984072178
MMR,273,Myanmar,State,drought_spi_copernicus_1940-2024,2841810.039650481,15614932.645745546,53615227.438729495
MNG,167,Mongolia,State,drought_spi_copernicus_1940-2024,52574.386686453705,1283535.6980812473,3451239.787931378
MOZ,170,Mozambique,State,drought_spi_copernicus_1940-2024,3080710.0008213413,17344887.783022903,33765765.03042519
MRT,159,Mauritania,State,drought_spi_copernicus_1940-2024,189076.79109243944,2509825.9873942845,5054053.02165273
MWI,152,Malawi,State,drought_spi_copernicus_1940-2024,601572.333132011,10332558.442614015,21364800.04979633
MUS,160,Mauritius,State,drought_spi_copernicus_1940-2024,0.0,241168.6401741304,1248863.3642199
NAM,172,Namibia,State,drought_spi_copernicus_1940-2024,422553.1207034062,1268276.2367407663,2949995.5281335344
NER,181,Niger,State,drought_spi_copernicus_1940-2024,1001765.8406149468,14400380.534801004,26793747.33668633
MYS,153,Malaysia,State,drought_spi_copernicus_1940-2024,7992964.226873853,9337446.095826345,34831578.590280674
NGA,182,Nigeria,State,drought_spi_copernicus_1940-2024,85582043.43465891,110642672.82595986,229602955.22762072
NIC,180,Nicaragua,State,drought_spi_copernicus_1940-2024,57553.66276614699,2382957.4848574656,6844251.065995058
NOR,186,Norway,State,drought_spi_copernicus_1940-2024,984411.2758853384,1020161.175198474,5140728.735529602
NRU,173,Nauru,State,drought_spi_copernicus_1940-2024,0.0,5059.941487204168,8613.227694908777
NPL,175,Nepal,State,drought_spi_copernicus_1940-2024,1067362.4028700753,10250380.76052714,29642061.05948545
NLD,177,Netherlands,State,drought_spi_copernicus_1940-2024,3253373.6775721903,3317680.644660952,18029909.14211523
OMN,187,Oman,State,drought_spi_copernicus_1940-2024,0.0,1426698.4030115115,5015295.953208735
PAK,188,Pakistan,State,drought_spi_copernicus_1940-2024,57648672.01869506,107779127.4822447,248748128.7174384
PAN,191,Panama,State,drought_spi_copernicus_1940-2024,116182.55579601535,1320561.909545777,4412833.490769271
PER,195,Peru,State,drought_spi_copernicus_1940-2024,6495188.275146756,9874602.15450758,33712165.25763947
CAN,46,Canada,State,drought_spi_copernicus_1940-2024,4347392.470682338,7173034.415601475,38864323.06922447
PLW,189,Palau,State,drought_spi_copernicus_1940-2024,397.6154146976559,3711.195883749523,12098.356533180977
PNG,274,Papua New Guinea,State,drought_spi_copernicus_1940-2024,1290301.203187898,3771705.4209643006,9642352.64026671
POL,198,Poland,State,drought_spi_copernicus_1940-2024,6703138.605296638,6980330.991230042,38556859.43418746
PHL,275,Philippines,State,drought_spi_copernicus_1940-2024,25229838.934847683,38920920.68168254,111747457.38693188
PRY,194,Paraguay,State,drought_spi_copernicus_1940-2024,970421.7559671644,2361024.731337233,7007412.950467329
PRK,67,Democratic People's Republic of Korea,State,drought_spi_copernicus_1940-2024,296693.4200290375,5968303.7754671965,26296509.18734705
PRT,199,Portugal,State,drought_spi_copernicus_1940-2024,0.0,1561451.1712607562,9846609.236506822
QAT,201,Qatar,State,drought_spi_copernicus_1940-2024,12846.640444779074,525150.8330377394,3007344.2949948334
PSE,3000,State of Palestine,State,drought_spi_copernicus_1940-2024,37585.37235018236,2443377.101390832,5402734.348390189
RWA,205,Rwanda,State,drought_spi_copernicus_1940-2024,0.0,6267135.85694935,14097780.61437473
ROU,203,Romania,State,drought_spi_copernicus_1940-2024,3298641.137362636,3678230.56968678,19057570.685911324
SAU,215,Saudi Arabia,State,drought_spi_copernicus_1940-2024,1642892.6544083296,9337856.995743198,32986953.00129721
SDN,280,Sudan,State,drought_spi_copernicus_1940-2024,4336290.307861113,23464053.82112306,49865909.172933295
SGP,222,Singapore,State,drought_spi_copernicus_1940-2024,870560.5797558889,870560.5797558889,5793304.950766583
SEN,278,Senegal,State,drought_spi_copernicus_1940-2024,0.0,8270845.118411524,18125219.403824627
SLB,225,Solomon Islands,State,drought_spi_copernicus_1940-2024,134586.9449744202,347383.2926972412,699046.1740824499
SLV,75,El Salvador,State,drought_spi_copernicus_1940-2024,161964.03411133843,1913990.3562425305,6298205.349703249
SLE,221,Sierra Leone,State,drought_spi_copernicus_1940-2024,263196.00440465467,3843554.251305169,8475710.84991038
