child_population_exposed,adm0_ucode,level,ucode,child_population_total
0.0,ATA_V1,1,ATA_0001_V1,0.0
2.4712316328988355,AIA_V1,1,AIA_0001_V1,528.8387905359999
20.3865214394296,AIA_V1,1,AIA_0006_V1,301.87700383820203
1.1915491612664626,AIA_V1,1,AIA_0009_V1,13.060311543017484
0.866905003786087,AIA_V1,1,AIA_0004_V1,525.3147658555895
0.2567502848803997,AIA_V1,1,AIA_0010_V1,6.172508661014338
1.7964362044179556,AIA_V1,1,AIA_0003_V1,427.6262416209151
2.6084808217836364,AIA_V1,1,AIA_0005_V1,371.4809523798744
0.0,AIA_V1,1,AIA_0008_V1,1.031716378756306
0.0,AIA_V1,1,AIA_0002_V1,464.6352476213637
0.0,AIA_V1,1,AIA_0007_V1,41.019324432342685
0.0,ASM_V1,1,ASM_0001_V1,13195.251075536064
390.4457586157556,CYM_V1,1,CYM_0001_V1,7848.692727433314
0.0,CYM_V1,1,CYM_0003_V1,10.8404431795044
0.0,CYM_V1,1,CYM_0002_V1,71.53989787178074
128.58583417242647,ESH_V1,1,ESH_0001_V1,10736.684473637752
3041.869964884777,ESH_V1,1,ESH_0004_V1,69983.28178161828
0.0,ESH_V1,1,ESH_0002_V1,15904.185272340104
1296.748690413143,ESH_V1,1,ESH_0003_V1,46130.1137586709
208.2881510444645,GUM_V1,1,GUM_0001_V1,49098.92763528189
0.0,MSR_V1,1,MSR_0005_V1,48.59084849370754
0.0,MSR_V1,1,MSR_0006_V1,265.18473906881525
0.0,MSR_V1,1,MSR_0004_V1,495.4645475257991
0.0,MSR_V1,1,MSR_0007_V1,0.1315749958157539
0.0,MSR_V1,1,MSR_0001_V1,7.36290974795234
0.0,MSR_V1,1,MSR_0002_V1,10.083705494362931
0.0,MSR_V1,1,MSR_0003_V1,1.6391630060970783
0.1377299986779689,TCA_V1,1,TCA_0002_V1,48.77400894649327
0.0,TCA_V1,1,TCA_0005_V1,24.752608901576377
0.6899935438352474,TCA_V1,1,TCA_0003_V1,225.8017964400936
84.6677753550457,TCA_V1,1,TCA_0004_V1,6153.226164586519
0.0,TCA_V1,1,TCA_0006_V1,0.0
0.0,TCA_V1,1,TCA_0001_V1,1103.1470031237484
0.0,VGB_V1,1,VGB_0002_V1,43.165643668949016
0.0,VGB_V1,1,VGB_0001_V1,37.44692571151492
0.0,VGB_V1,1,VGB_0003_V1,0.0
0.0,VGB_V1,1,VGB_0005_V1,443.1145925216376
0.0,VGB_V1,1,VGB_0004_V1,4383.753542686955
0.0,BMU_V1,1,BMU_0001_V1,8787.241185811969
0.7883733394807837,FLK_V1,1,FLK_0001_V1,576.2497401930995
0.0,GIB_V1,1,GIB_0001_V1,2029.32848584716
1762.1089590227357,NCL_V1,1,NCL_0001_V1,68515.41113024946
0.0,PCN_V1,1,PCN_0001_V1,0.0
