ucode,max,mean,median,min
ATA_0001_V1,0.0,0.0,0.0,0.0
AIA_0001_V1,1.0,0.0148552552666901,0.0,0.0
AIA_0006_V1,1.0,0.0880913833423277,0.0,0.0
AIA_0009_V1,1.0,0.1807515840069915,0.0,0.0
AIA_0004_V1,1.0,0.001829814035204,0.0,0.0
AIA_0010_V1,1.0,0.0533940313606474,0.0,0.0
AIA_0003_V1,1.0,0.0195225709983467,0.0,0.0
AIA_0005_V1,1.0,0.0138432965878172,0.0,0.0
AIA_0008_V1,0.0,0.0,0.0,0.0
AIA_0002_V1,0.0,0.0,0.0,0.0
AIA_0007_V1,0.0,0.0,0.0,0.0
ASM_0001_V1,0.0,0.0,0.0,0.0
CYM_0001_V1,1.0,0.0522746488069621,0.0,0.0
CYM_0003_V1,0.0,0.0,0.0,0.0
CYM_0002_V1,0.0,0.0,0.0,0.0
ESH_0001_V1,1.0,0.00014054943598723884,0.0,0.0
ESH_0004_V1,1.0,0.0020661076621705,0.0,0.0
ESH_0002_V1,0.0,0.0,0.0,0.0
ESH_0003_V1,1.0,0.001134554752907,0.0,0.0
GUM_0001_V1,1.0,0.0091985828633913,0.0,0.0
MSR_0005_V1,0.0,0.0,0.0,0.0
MSR_0006_V1,0.0,0.0,0.0,0.0
MSR_0004_V1,0.0,0.0,0.0,0.0
MSR_0007_V1,0.0,0.0,0.0,0.0
MSR_0001_V1,0.0,0.0,0.0,0.0
MSR_0002_V1,0.0,0.0,0.0,0.0
MSR_0003_V1,0.0,0.0,0.0,0.0
TCA_0002_V1,1.0,0.0064602033408384,0.0,0.0
TCA_0005_V1,0.0,0.0,0.0,0.0
TCA_0003_V1,1.0,0.0190273523824044,0.0,0.0
TCA_0004_V1,1.0,0.0501980479798742,0.0,0.0
TCA_0006_V1,1.0,0.0098177722444611,0.0,0.0
TCA_0001_V1,0.0,0.0,0.0,0.0
VGB_0002_V1,0.0,0.0,0.0,0.0
VGB_0001_V1,0.0,0.0,0.0,0.0
VGB_0003_V1,0.0,0.0,0.0,0.0
VGB_0005_V1,0.0,0.0,0.0,0.0
VGB_0004_V1,0.0,0.0,0.0,0.0
BMU_0001_V1,0.0,0.0,0.0,0.0
FLK_0001_V1,1.0,0.0113498506109459,0.0,0.0
GIB_0001_V1,0.0,0.0,0.0,0.0
NCL_0001_V1,1.0,0.015257746131843,0.0,0.0
PCN_0001_V1,0.0,0.0,0.0,0.0
PYF1_0001_V1,0.0,0.0,0.0,0.0
PYF_0001_V1,0.0,0.0,0.0,0.0
SHN1_0001_V1,0.0,0.0,0.0,0.0
SHN2_0001_V1,0.0,0.0,0.0,0.0
SHN3_0001_V1,0.0,0.0,0.0,0.0
SHN_0001_V1,0.0,0.0,0.0,0.0
TKL_0001_V1,0.0,0.0,0.0,0.0
VIR_0001_V1,1.0,0.0052038681076489,0.0,0.0
GRL_0003_V1,1.0,0.0009699922256329882,0.0,0.0
GRL_0002_V1,1.0,0.000512349974406159,0.0,0.0
GRL_0001_V1,1.0,0.0013269991573496,0.0,0.0
xJK_0001_V1,0.0,0.0,0.0,0.0
xJK_0002_V1,0.0,0.0,0.0,0.0
EGY1_0001_V1,0.0,0.0,0.0,0.0
SDN1_0001_V1,1.0,0.0035859980772045,0.0,0.0
SSD1_0001_V1,0.0,0.0,0.0,0.0
xAB_0001_V1,0.0,0.0,0.0,0.0
xAC_0001_V1,0.0,0.0,0.0,0.0
xAP_0001_V1,0.0,0.0,0.0,0.0
xAP_0003_V1,0.0,0.0,0.0,0.0
xAP_0002_V1,0.0,0.0,0.0,0.0
xJK_0003_V1,0.0,0.0,0.0,0.0
xJK_0007_V1,0.0,0.0,0.0,0.0
xJK_0012_V1,0.0,0.0,0.0,0.0
xJK_0005_V1,0.0,0.0,0.0,0.0
xJK_0009_V1,0.0,0.0,0.0,0.0
xJK_0010_V1,0.0,0.0,0.0,0.0
xJK_0006_V1,0.0,0.0,0.0,0.0
xJK_0008_V1,0.0,0.0,0.0,0.0
xJK_0004_V1,0.0,0.0,0.0,0.0
xJK_0011_V1,0.0,0.0,0.0,0.0
xJL_0001_V1,0.0,0.0,0.0,0.0
xPI_0001_V1,0.0,0.0,0.0,0.0
xRI_0001_V1,1.0,0.0080192098761594,0.0,0.0
xSI_0001_V1,0.0,0.0,0.0,0.0
xSK_0001_V1,0.0,0.0,0.0,0.0
xSR_0001_V1,0.0,0.0,0.0,0.0
xxx_0001_V1,0.0,0.0,0.0,0.0
HKG_0001_V1,1.0,0.0589289999364521,0.0,0.0
MAC_0001_V1,1.0,0.5601274992755725,1.0,0.0
TWN_0001_V1,1.0,0.0320162678749939,0.0,0.0
AFG_0034_V1,0.0,0.0,0.0,0.0
AFG_0005_V1,0.0,0.0,0.0,0.0
AFG_0030_V1,0.0,0.0,0.0,0.0
AFG_0032_V1,0.0,0.0,0.0,0.0
AFG_0031_V1,0.0,0.0,0.0,0.0
AFG_0012_V1,0.0,0.0,0.0,0.0
AFG_0018_V1,0.0,0.0,0.0,0.0
AFG_0002_V1,0.0,0.0,0.0,0.0
AFG_0003_V1,0.0,0.0,0.0,0.0
AFG_0016_V1,0.0,0.0,0.0,0.0
AFG_0013_V1,0.0,0.0,0.0,0.0
AFG_0021_V1,0.0,0.0,0.0,0.0
AFG_0014_V1,0.0,0.0,0.0,0.0
AFG_0026_V1,0.0,0.0,0.0,0.0
AFG_0023_V1,0.0,0.0,0.0,0.0
AFG_0008_V1,0.0,0.0,0.0,0.0
AFG_0029_V1,0.0,0.0,0.0,0.0
AFG_0010_V1,0.0,0.0,0.0,0.0
AFG_0024_V1,0.0,0.0,0.0,0.0
AFG_0028_V1,0.0,0.0,0.0,0.0
AFG_0007_V1,0.0,0.0,0.0,0.0
AFG_0006_V1,0.0,0.0,0.0,0.0
AFG_0001_V1,0.0,0.0,0.0,0.0
AFG_0017_V1,0.0,0.0,0.0,0.0
AFG_0027_V1,0.0,0.0,0.0,0.0
AFG_0025_V1,0.0,0.0,0.0,0.0
AFG_0011_V1,0.0,0.0,0.0,0.0
AFG_0022_V1,0.0,0.0,0.0,0.0
AFG_0033_V1,0.0,0.0,0.0,0.0
AFG_0004_V1,0.0,0.0,0.0,0.0
AFG_0019_V1,0.0,0.0,0.0,0.0
AFG_0020_V1,0.0,0.0,0.0,0.0
AFG_0009_V1,0.0,0.0,0.0,0.0
AFG_0015_V1,0.0,0.0,0.0,0.0
AGO_0004_V1,0.0,0.0,0.0,0.0
AGO_0006_V1,0.0,0.0,0.0,0.0
AGO_0005_V1,1.0,0.0011887361476584,0.0,0.0
AGO_0009_V1,0.0,0.0,0.0,0.0
AGO_0011_V1,1.0,4.65619394451462e-05,0.0,0.0
AGO_0017_V1,0.0,0.0,0.0,0.0
AGO_0018_V1,1.0,0.00016521771365417227,0.0,0.0
AGO_0001_V1,0.0,0.0,0.0,0.0
AGO_0002_V1,0.0,0.0,0.0,0.0
AGO_0003_V1,1.0,0.00017003705229989187,0.0,0.0
AGO_0008_V1,1.0,8.817382100106806e-05,0.0,0.0
AGO_0010_V1,0.0,0.0,0.0,0.0
AGO_0012_V1,0.0,0.0,0.0,0.0
AGO_0007_V1,0.0,0.0,0.0,0.0
AGO_0015_V1,0.0,0.0,0.0,0.0
AGO_0013_V1,0.0,0.0,0.0,0.0
AGO_0014_V1,0.0,0.0,0.0,0.0
AGO_0016_V1,1.0,0.00027672302383688417,0.0,0.0
ALB_0009_V1,1.0,0.0611908892723442,0.0,0.0
ALB_0003_V1,1.0,0.0746703364228497,0.0,0.0
ALB_0010_V1,1.0,0.0101025473192511,0.0,0.0
ALB_0006_V1,0.0,0.0,0.0,0.0
ALB_0008_V1,0.0,0.0,0.0,0.0
ALB_0002_V1,0.0,0.0,0.0,0.0
ALB_0012_V1,1.0,0.03988291525322,0.0,0.0
ALB_0001_V1,0.0,0.0,0.0,0.0
ALB_0007_V1,0.0,0.0,0.0,0.0
ALB_0005_V1,1.0,0.0881769695267597,0.0,0.0
ALB_0011_V1,1.0,0.0162975837255251,0.0,0.0
ALB_0004_V1,0.0,0.0,0.0,0.0
AND_0001_V1,0.0,0.0,0.0,0.0
AND_0006_V1,0.0,0.0,0.0,0.0
AND_0005_V1,0.0,0.0,0.0,0.0
AND_0004_V1,0.0,0.0,0.0,0.0
AND_0003_V1,0.0,0.0,0.0,0.0
AND_0007_V1,0.0,0.0,0.0,0.0
AND_0002_V1,0.0,0.0,0.0,0.0
ARE_0003_V1,1.0,0.0036083153029189,0.0,0.0
ARE_0005_V1,1.0,0.0165576975242695,0.0,0.0
ARE_0006_V1,1.0,0.010282636491708,0.0,0.0
ARE_0001_V1,1.0,0.0079512622424315,0.0,0.0
ARE_0004_V1,1.0,0.0256185575230863,0.0,0.0
ARE_0007_V1,1.0,0.0153466555186943,0.0,0.0
ARE_0002_V1,1.0,0.0379201729568694,0.0,0.0
ARG_0009_V1,0.0,0.0,0.0,0.0
ARG_0008_V1,1.0,0.002778475668036,0.0,0.0
ARG_0011_V1,0.0,0.0,0.0,0.0
ARG_0010_V1,0.0,0.0,0.0,0.0
ARG_0014_V1,0.0,0.0,0.0,0.0
ARG_0012_V1,0.0,0.0,0.0,0.0
ARG_0013_V1,0.0,0.0,0.0,0.0
ARG_0015_V1,0.0,0.0,0.0,0.0
ARG_0023_V1,1.0,0.0204356589913459,0.0,0.0
ARG_0016_V1,1.0,0.00023399563297214757,0.0,0.0
ARG_0007_V1,0.0,0.0,0.0,0.0
ARG_0005_V1,0.0,0.0,0.0,0.0
ARG_0018_V1,0.0,0.0,0.0,0.0
ARG_0001_V1,1.0,0.0062782454614452,0.0,0.0
