ucode,max,mean,median,min
ATA_V1,0.0,0.0,0.0,0.0
AIA_V1,1.0,0.0105891717137307,0.0,0.0
ESH_V1,1.0,0.0011224234446792,0.0,0.0
PYF_V1,0.0,0.0,0.0,0.0
PYF1_V1,0.0,0.0,0.0,0.0
NCL_V1,1.0,0.0138841544928082,0.0,0.0
BMU_V1,0.0,0.0,0.0,0.0
GIB_V1,0.0,0.0,0.0,0.0
VGB_V1,0.0,0.0,0.0,0.0
CYM_V1,1.0,0.0571744820585122,0.0,0.0
FLK_V1,1.0,0.0115253980244025,0.0,0.0
MSR_V1,1.0,0.0005486378183578517,0.0,0.0
PCN_V1,0.0,0.0,0.0,0.0
SHN1_V1,0.0,0.0,0.0,0.0
SHN3_V1,0.0,0.0,0.0,0.0
SHN2_V1,0.0,0.0,0.0,0.0
SHN_V1,0.0,0.0,0.0,0.0
TKL_V1,0.0,0.0,0.0,0.0
TCA_V1,1.0,0.0288487639486896,0.0,0.0
ASM_V1,0.0,0.0,0.0,0.0
GUM_V1,1.0,0.0095614281972079,0.0,0.0
VIR_V1,1.0,0.0053770788235615,0.0,0.0
GRL_V1,1.0,0.0008736119827958849,0.0,0.0
EGY1_V1,0.0,0.0,0.0,0.0
xAP_V1,0.0,0.0,0.0,0.0
xSK_V1,0.0,0.0,0.0,0.0
xRI_V1,1.0,0.0068334727943575,0.0,0.0
SDN1_V1,1.0,0.0033942829175944,0.0,0.0
SSD1_V1,0.0,0.0,0.0,0.0
xAB_V1,0.0,0.0,0.0,0.0
xAC_V1,0.0,0.0,0.0,0.0
xJK_V1,0.0,0.0,0.0,0.0
xJL_V1,0.0,0.0,0.0,0.0
xPI_V1,0.0,0.0,0.0,0.0
xSI_V1,0.0,0.0,0.0,0.0
xSR_V1,0.0,0.0,0.0,0.0
xxx_V1,0.0,0.0,0.0,0.0
MAC_V1,1.0,0.5601274992755725,1.0,0.0
HKG_V1,1.0,0.0534030158076992,0.0,0.0
TWN_V1,1.0,0.0312083096448928,0.0,0.0
AFG_V1,0.0,0.0,0.0,0.0
AGO_V1,1.0,3.096165298971466e-05,0.0,0.0
ALB_V1,1.0,0.01586016513668,0.0,0.0
AND_V1,0.0,0.0,0.0,0.0
ARE_V1,1.0,0.0086283042571005,0.0,0.0
ARG_V1,1.0,0.0011633532635501,0.0,0.0
ARM_V1,0.0,0.0,0.0,0.0
ATG_V1,1.0,0.0720903088552488,0.0,0.0
AUS_V1,1.0,0.0054892947987999,0.0,0.0
AUT_V1,0.0,0.0,0.0,0.0
AZE_V1,0.0,0.0,0.0,0.0
BDI_V1,0.0,0.0,0.0,0.0
BEL_V1,1.0,0.0575880900313101,0.0,0.0
BEN_V1,1.0,0.0003481078722663624,0.0,0.0
BFA_V1,0.0,0.0,0.0,0.0
