Unnamed: 0,child_population_exposed,adm0_ucode,level,ucode,child_population_total
204,0.0,ATG_V1,1,ATG_0001_V1,408.1144566917847
205,4928.287950648598,AUS_V1,1,AUS_0006_V1,351985.7668298276
206,148597.12965997632,AUS_V1,1,AUS_0005_V1,1154153.9514949298
207,3069.3751809468176,AUS_V1,1,AUS_0007_V1,109068.54399412416
208,45904.62207366088,AUS_V1,1,AUS_0008_V1,1462931.8500561535
209,249.06634493767584,AUS_V1,1,AUS_0001_V1,107405.92402936028
210,45461.64446065551,AUS_V1,1,AUS_0009_V1,599384.441910675
211,1607.1342557741127,AUS_V1,1,AUS_0003_V1,55842.863876175055
212,0.0,AUS_V1,1,AUS_0004_V1,143.36183553634285
213,63832.43941261419,AUS_V1,1,AUS_0002_V1,1724513.5804935668
214,9456.86987925302,AUT_V1,1,AUT_0005_V1,99946.60542287366
215,18290.386490569523,AUT_V1,1,AUT_0004_V1,275126.1309578532
216,3059.118941245328,AUT_V1,1,AUT_0002_V1,89542.90875658604
217,65737.97640919368,AUT_V1,1,AUT_0009_V1,347667.07392026763
218,22711.72148213907,AUT_V1,1,AUT_0007_V1,133106.63026205852
219,8609.713146531307,AUT_V1,1,AUT_0008_V1,70486.79688987794
220,1018.4069180666542,AUT_V1,1,AUT_0001_V1,47387.996911450085
221,22146.54644278943,AUT_V1,1,AUT_0003_V1,293962.4128114624
222,7691.930157566684,AUT_V1,1,AUT_0006_V1,202726.0402458144
223,6761.327768345393,AZE_V1,1,AZE_0008_V1,133459.80146795325
224,60.4134250226579,AZE_V1,1,AZE_0005_V1,1814.9919063670825
225,3426.3873153573013,AZE_V1,1,AZE_0006_V1,254272.6634276636
226,1911.3716782856327,AZE_V1,1,AZE_0011_V1,64101.12330394432
227,2214.774799101142,AZE_V1,1,AZE_0001_V1,911511.3017854738
228,7197.054292806371,AZE_V1,1,AZE_0004_V1,150874.83555593688
229,405.8976314583829,AZE_V1,1,AZE_0007_V1,88975.04518998352
230,850.3427123867815,AZE_V1,1,AZE_0009_V1,156735.31572514525
231,158632.07743158337,AZE_V1,1,AZE_0002_V1,600195.6518227465
232,3951.572223627414,AZE_V1,1,AZE_0003_V1,349664.7947499554
233,355.3135953621537,BDI_V1,1,BDI_0011_V1,456558.2893313019
234,2128.533933181228,BDI_V1,1,BDI_0001_V1,299739.32636975223
235,246.28238597056443,BDI_V1,1,BDI_0009_V1,457791.2550673757
236,154.06697393912896,BDI_V1,1,BDI_0004_V1,273986.1838093886
237,709.337642257763,BDI_V1,1,BDI_0002_V1,533745.3299619281
238,2751.1981954806715,BDI_V1,1,BDI_0006_V1,438261.14820263855
239,1271.8512878739366,BDI_V1,1,BDI_0010_V1,582680.8996883144
240,1621.034051809942,BDI_V1,1,BDI_0018_V1,404742.3958853975
241,1894.6893238469083,BDI_V1,1,BDI_0017_V1,357920.67201042775
242,2000.6739850251115,BDI_V1,1,BDI_0008_V1,393248.2457162814
243,20560.50244920061,BDI_V1,1,BDI_0003_V1,391100.6036420791
244,653.4807278423916,BDI_V1,1,BDI_0016_V1,333947.0406329583
245,3089.628271006135,BDI_V1,1,BDI_0007_V1,510980.57437330286
246,1848.6140173457416,BDI_V1,1,BDI_0013_V1,632503.0783270985
247,72.40525498787562,BDI_V1,1,BDI_0005_V1,219097.80001855208
248,3214.886472067353,BDI_V1,1,BDI_0015_V1,520118.1970743066
249,444.4802204015208,BDI_V1,1,BDI_0012_V1,234411.5928068432
250,485.6646646350039,BDI_V1,1,BDI_0014_V1,207123.8786303613
251,9739.515145912748,BEL_V1,1,BEL_0001_V1,270540.3608031133
252,49355.657417539085,BEL_V1,1,BEL_0003_V1,1291627.7672699224
253,41438.71731132485,BEL_V1,1,BEL_0002_V1,742302.9323635376
254,4418.342478976998,BEN_V1,1,BEN_0004_V1,1121957.1498785403
255,3375.2547740344903,BEN_V1,1,BEN_0005_V1,457227.7800001622
256,5702.063676468769,BEN_V1,1,BEN_0006_V1,294385.05195185606
257,785.0801881329686,BEN_V1,1,BEN_0007_V1,414869.749127462
258,50968.98521971402,BEN_V1,1,BEN_0009_V1,254460.58454882045
259,692.9530657137141,BEN_V1,1,BEN_0011_V1,376345.5512034077
260,11080.543505320127,BEN_V1,1,BEN_0012_V1,497302.8857274876
261,90898.17424152292,BEN_V1,1,BEN_0010_V1,576731.7079046094
262,31588.481842516914,BEN_V1,1,BEN_0001_V1,990130.1115165362
263,5552.24592685869,BEN_V1,1,BEN_0002_V1,705232.4255148452
264,10881.17097632698,BEN_V1,1,BEN_0008_V1,201946.4688095724
265,53611.11896888708,BEN_V1,1,BEN_0003_V1,993157.4173236036
266,1613.4921787818346,BFA_V1,1,BFA_0011_V1,551828.3290027775
267,1677.3525534853045,BFA_V1,1,BFA_0002_V1,473564.9860118603
268,3615.399483081056,BFA_V1,1,BFA_0009_V1,1207219.5609066174
269,815.1231895140427,BFA_V1,1,BFA_0003_V1,1503219.1660454418
270,730.948818959179,BFA_V1,1,BFA_0007_V1,415947.69361140346
271,2884.843870449476,BFA_V1,1,BFA_0006_V1,929554.1103331526
272,4212.404056644717,BFA_V1,1,BFA_0010_V1,1008101.6858677391
273,11797.939190561536,BFA_V1,1,BFA_0012_V1,560293.8823420987
274,14523.386048873615,BFA_V1,1,BFA_0005_V1,1126888.1070785315
275,11249.074354467217,BFA_V1,1,BFA_0008_V1,1234550.1374466252
276,1847.059472417926,BFA_V1,1,BFA_0013_V1,487869.0735684122
277,2470.107301876957,BFA_V1,1,BFA_0004_V1,889028.9299816904
278,19550.062400602,BFA_V1,1,BFA_0001_V1,1066309.0119267658
279,4284665.92729317,BGD_V1,1,BGD_0006_V1,6579050.649416149
280,1652437.1499614206,BGD_V1,1,BGD_0005_V1,4693818.70390016
281,2361960.828637945,BGD_V1,1,BGD_0004_V1,5507874.594779267
282,1592827.2313718782,BGD_V1,1,BGD_0008_V1,4554214.6060644
283,7330801.238285995,BGD_V1,1,BGD_0002_V1,13025560.504433248
284,9703799.02533676,BGD_V1,1,BGD_0003_V1,14858011.500841023
285,3002978.230868255,BGD_V1,1,BGD_0001_V1,3141605.453912036
286,2436365.1976557435,BGD_V1,1,BGD_0007_V1,6149149.227914044
287,9.664562504493212,BGR_V1,1,BGR_0003_V1,26046.057489276696
288,245.8764892797544,BGR_V1,1,BGR_0002_V1,72741.4337896316
289,1713.0739338276148,BGR_V1,1,BGR_0016_V1,29481.99714873249
290,1743.0277530812732,BGR_V1,1,BGR_0001_V1,56127.18280252385
291,143.53266938147135,BGR_V1,1,BGR_0004_V1,14615.116802141756
292,270.1118531228437,BGR_V1,1,BGR_0021_V1,42995.75864878063
293,23.20213256655188,BGR_V1,1,BGR_0020_V1,13326.704987196768
294,2.3532629958499456,BGR_V1,1,BGR_0024_V1,15526.18943561969
295,250.83910949306576,BGR_V1,1,BGR_0007_V1,22940.25565736957
296,70.74940095204927,BGR_V1,1,BGR_0017_V1,27400.070922620936
297,833.5141283627466,BGR_V1,1,BGR_0028_V1,29460.627785717552
298,802.704503192851,BGR_V1,1,BGR_0005_V1,38263.664201141786
299,10102.402323716531,BGR_V1,1,BGR_0014_V1,121248.5841267324
300,679.6347637826169,BGR_V1,1,BGR_0013_V1,35011.63977133783
301,110.43186523169422,BGR_V1,1,BGR_0008_V1,17444.22399593157
302,3160.7743331315123,BGR_V1,1,BGR_0006_V1,20920.884006329044
303,2577.788911717881,BGR_V1,1,BGR_0025_V1,81676.14984465664
304,284.06759716293305,BGR_V1,1,BGR_0009_V1,19965.55209019844
305,218.27992804836967,BGR_V1,1,BGR_0019_V1,40508.11732325844
306,1968.439896510896,BGR_V1,1,BGR_0011_V1,40331.10884241994
307,4410.604467025673,BGR_V1,1,BGR_0027_V1,10448.579967833552
308,1308.4197156919788,BGR_V1,1,BGR_0026_V1,32387.855403720547
309,33.35053272216459,BGR_V1,1,BGR_0012_V1,19943.3733249922
310,26.42878101152812,BGR_V1,1,BGR_0015_V1,18050.35916252805
311,372.2586319039799,BGR_V1,1,BGR_0018_V1,14834.692766661745
312,990.3131278102148,BGR_V1,1,BGR_0010_V1,19142.45315486272
313,555.1157744338623,BGR_V1,1,BGR_0023_V1,55591.11791925997
314,1288.950500714481,BGR_V1,1,BGR_0022_V1,244984.5514540763
315,0.0,BHR_V1,1,BHR_0002_V1,1076.0049518983085
316,0.0,BHR_V1,1,BHR_0004_V1,7630.837467814939
317,0.0,BHR_V1,1,BHR_0005_V1,15541.208778615062
318,0.0,BHR_V1,1,BHR_0010_V1,42750.829267901456
319,0.0,BHR_V1,1,BHR_0003_V1,13.871087610002094
320,0.0,BHR_V1,1,BHR_0006_V1,41674.30307372876
321,0.0,BHR_V1,1,BHR_0001_V1,38010.43991666922
322,0.0,BHR_V1,1,BHR_0012_V1,37881.59124455618
323,0.0,BHR_V1,1,BHR_0008_V1,43801.89424464535
324,0.0,BHR_V1,1,BHR_0009_V1,34182.50735848987
325,0.0,BHR_V1,1,BHR_0007_V1,49923.29803846815
326,0.0,BHR_V1,1,BHR_0011_V1,12311.018956721404
327,0.0,BHS_V1,1,BHS_0013_V1,21.355806168855864
328,0.0,BHS_V1,1,BHS_0020_V1,415.7316037875577
329,0.0,BHS_V1,1,BHS_0001_V1,128.53270461861794
330,0.0,BHS_V1,1,BHS_0003_V1,227.90943648332967
331,0.0,BHS_V1,1,BHS_0006_V1,696.9400678145462
332,0.0,BHS_V1,1,BHS_0007_V1,43.41843351109056
333,0.0,BHS_V1,1,BHS_0016_V1,293.2093039503823
334,0.0,BHS_V1,1,BHS_0008_V1,102.86818058383284
335,0.0,BHS_V1,1,BHS_0010_V1,7964.45101154215
336,0.0,BHS_V1,1,BHS_0018_V1,291.20738386567587
337,0.0,BHS_V1,1,BHS_0002_V1,200.8267865281552
338,0.0,BHS_V1,1,BHS_0009_V1,1163.76065619082
339,0.0,BHS_V1,1,BHS_0011_V1,23.37444066120923
340,0.0,BHS_V1,1,BHS_0014_V1,1497.1129282010666
341,0.0,BHS_V1,1,BHS_0019_V1,219.787411139338
342,0.0,BHS_V1,1,BHS_0012_V1,434.8250825329766
343,0.0,BHS_V1,1,BHS_0005_V1,621.8555177848565
344,0.0,BHS_V1,1,BHS_0015_V1,533.9733953234703
345,0.0,BHS_V1,1,BHS_0022_V1,601.0635995387375
346,0.0,BHS_V1,1,BHS_0004_V1,257.6830634851794
347,0.0,BHS_V1,1,BHS_0017_V1,132.765591032541
348,23600.95415370625,BIH_V1,1,BIH_0001_V1,495082.1631414999
349,1343.774400350621,BIH_V1,1,BIH_0002_V1,21564.9976494568
350,21411.004325023423,BLR_V1,1,BLR_0001_V1,276413.498414016
351,12500.301865046222,BLR_V1,1,BLR_0006_V1,187260.092671505
352,27130.9726289046,BLR_V1,1,BLR_0002_V1,269576.1295790035
353,6785.782186658106,BLR_V1,1,BLR_0004_V1,557891.173893704
354,3180.0332223134733,BLR_V1,1,BLR_0003_V1,200998.2062677688
355,3692.502222759233,BLR_V1,1,BLR_0005_V1,109351.30046262566
356,8980.401158962533,BLR_V1,1,BLR_0007_V1,190765.72368329405
357,661.3471767085102,BLZ_V1,1,BLZ_0003_V1,14046.90578560366
358,656.8415108749864,BLZ_V1,1,BLZ_0004_V1,18724.094995870208
359,12654.76531473371,BLZ_V1,1,BLZ_0001_V1,30906.2380725076
360,0.8532756964365641,BLZ_V1,1,BLZ_0005_V1,12897.254617173392
361,304.95747952047805,BLZ_V1,1,BLZ_0006_V1,16193.360657551708
362,1926.3580070787311,BLZ_V1,1,BLZ_0002_V1,38471.77949239855
363,7076.72173760954,BOL_V1,1,BOL_0007_V1,491064.41597189306
364,22733.252156649723,BOL_V1,1,BOL_0003_V1,667333.1168284535
365,2408.852995318264,BOL_V1,1,BOL_0002_V1,167267.25775525806
366,42521.93949163648,BOL_V1,1,BOL_0008_V1,1430812.2058054605
367,7876.012762154062,BOL_V1,1,BOL_0009_V1,183460.2729282418
368,3892.221777308384,BOL_V1,1,BOL_0006_V1,23594.82582389759
369,61339.102460400354,BOL_V1,1,BOL_0001_V1,262650.2811632382
370,18362.1079658616,BOL_V1,1,BOL_0004_V1,1049584.482493937
371,3584.435723077822,BOL_V1,1,BOL_0005_V1,115386.05392080494
372,9478.849456571428,BRA_V1,1,BRA_0009_V1,1810702.088136301
373,15484.365913863736,BRA_V1,1,BRA_0016_V1,2714290.927960911
374,7694.5939049192,BRA_V1,1,BRA_0012_V1,724385.5523944125
375,396267.37441736594,BRA_V1,1,BRA_0014_V1,2671836.665624866
376,138455.35105029712,BRA_V1,1,BRA_0021_V1,2250854.523595366
377,61260.34906196713,BRA_V1,1,BRA_0018_V1,895938.4070006096
378,16582.797655033693,BRA_V1,1,BRA_0022_V1,448981.8035829451
379,374662.51103975344,BRA_V1,1,BRA_0004_V1,1416468.5762403577
380,27375.169286882057,BRA_V1,1,BRA_0026_V1,624561.4689709933
381,14706.335905624235,BRA_V1,1,BRA_0020_V1,839102.21625187
382,136552.4126715426,BRA_V1,1,BRA_0013_V1,4724671.853253674
383,199628.9545948391,BRA_V1,1,BRA_0024_V1,1732955.840213387
384,185732.92974377028,BRA_V1,1,BRA_0025_V1,9777682.928186832
385,16615.29677238479,BRA_V1,1,BRA_0015_V1,1018555.1030901694
